,o3,site,latitude,longitude
o3_sim_Evergreen_1_,45.9097,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,44.14052,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,41.606438,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,47.20265,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,51.022816,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,49.086235,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,46.481186,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,56.684692,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,45.95676,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,46.19431,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,50.767212,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_140,45.58605,o3_sim_140,40.2452011,-105.7200012
o3_sim_1,41.661015,o3_sim_1,39.3174019,-104.3799973
o3_sim_2,42.745087,o3_sim_2,39.3174019,-104.4830017
o3_sim_3,41.198112,o3_sim_3,39.3174019,-104.5859985
o3_sim_4,41.32657,o3_sim_4,39.3174019,-104.6900024
o3_sim_5,41.399513,o3_sim_5,39.3174019,-104.7929993
o3_sim_6,44.46481,o3_sim_6,39.3174019,-104.8960037
o3_sim_7,42.254402,o3_sim_7,39.3174019,-104.9990005
o3_sim_8,36.9991,o3_sim_8,39.3174019,-105.1019974
o3_sim_9,42.766327,o3_sim_9,39.3174019,-105.2050018
o3_sim_10,39.958263,o3_sim_10,39.3174019,-105.3079987
o3_sim_11,44.137085,o3_sim_11,39.3174019,-105.4110031
o3_sim_12,51.09503,o3_sim_12,39.3174019,-105.5139999
o3_sim_13,50.863884,o3_sim_13,39.3174019,-105.6169968
o3_sim_14,46.52582,o3_sim_14,39.3174019,-105.7200012
o3_sim_15,41.22937,o3_sim_15,39.4205017,-104.3799973
o3_sim_16,42.58089,o3_sim_16,39.4205017,-104.4830017
o3_sim_17,41.59757,o3_sim_17,39.4205017,-104.5859985
o3_sim_18,41.344322,o3_sim_18,39.4205017,-104.6900024
o3_sim_19,44.679585,o3_sim_19,39.4205017,-104.7929993
o3_sim_20,44.837334,o3_sim_20,39.4205017,-104.8960037
o3_sim_21,40.114815,o3_sim_21,39.4205017,-104.9990005
o3_sim_22,36.323067,o3_sim_22,39.4205017,-105.1019974
o3_sim_23,41.79984,o3_sim_23,39.4205017,-105.2050018
o3_sim_24,41.993526,o3_sim_24,39.4205017,-105.3079987
o3_sim_25,44.905743,o3_sim_25,39.4205017,-105.4110031
o3_sim_26,44.22265,o3_sim_26,39.4205017,-105.5139999
o3_sim_27,50.1644,o3_sim_27,39.4205017,-105.6169968
o3_sim_28,44.11435,o3_sim_28,39.4205017,-105.7200012
o3_sim_29,43.350956,o3_sim_29,39.5236015,-104.3799973
o3_sim_30,43.46334,o3_sim_30,39.5236015,-104.4830017
o3_sim_31,42.325027,o3_sim_31,39.5236015,-104.5859985
o3_sim_32,41.102615,o3_sim_32,39.5236015,-104.6900024
o3_sim_33,44.132565,o3_sim_33,39.5236015,-104.7929993
o3_sim_34,44.537685,o3_sim_34,39.5236015,-104.8960037
o3_sim_35,45.914825,o3_sim_35,39.5236015,-104.9990005
o3_sim_36,41.953304,o3_sim_36,39.5236015,-105.1019974
o3_sim_37,40.368797,o3_sim_37,39.5236015,-105.2050018
o3_sim_38,44.2019,o3_sim_38,39.5236015,-105.3079987
o3_sim_39,41.641895,o3_sim_39,39.5236015,-105.4110031
o3_sim_40,37.765083,o3_sim_40,39.5236015,-105.5139999
o3_sim_41,46.01604,o3_sim_41,39.5236015,-105.6169968
o3_sim_42,50.518764,o3_sim_42,39.5236015,-105.7200012
o3_sim_43,43.40712,o3_sim_43,39.6265984,-104.3799973
o3_sim_44,41.630436,o3_sim_44,39.6265984,-104.4830017
o3_sim_45,42.607735,o3_sim_45,39.6265984,-104.5859985
o3_sim_46,43.075367,o3_sim_46,39.6265984,-104.6900024
o3_sim_47,46.141674,o3_sim_47,39.6265984,-104.7929993
o3_sim_48,45.84439,o3_sim_48,39.6265984,-104.8960037
o3_sim_49,45.614567,o3_sim_49,39.6265984,-104.9990005
o3_sim_50,45.922386,o3_sim_50,39.6265984,-105.1019974
o3_sim_51,36.98548,o3_sim_51,39.6265984,-105.2050018
o3_sim_52,38.123684,o3_sim_52,39.6265984,-105.3079987
o3_sim_53,41.107986,o3_sim_53,39.6265984,-105.4110031
o3_sim_54,36.843853,o3_sim_54,39.6265984,-105.5139999
o3_sim_55,40.67936,o3_sim_55,39.6265984,-105.6169968
o3_sim_56,51.55681,o3_sim_56,39.6265984,-105.7200012
o3_sim_57,41.580627,o3_sim_57,39.7296982,-104.3799973
o3_sim_58,43.20982,o3_sim_58,39.7296982,-104.4830017
o3_sim_59,43.419624,o3_sim_59,39.7296982,-104.5859985
o3_sim_60,43.926792,o3_sim_60,39.7296982,-104.6900024
o3_sim_61,42.662247,o3_sim_61,39.7296982,-104.7929993
o3_sim_62,42.703514,o3_sim_62,39.7296982,-104.8960037
o3_sim_63,38.548035,o3_sim_63,39.7296982,-104.9990005
o3_sim_64,44.598713,o3_sim_64,39.7296982,-105.1019974
o3_sim_65,47.071106,o3_sim_65,39.7296982,-105.2050018
o3_sim_66,38.844757,o3_sim_66,39.7296982,-105.3079987
o3_sim_67,47.09398,o3_sim_67,39.7296982,-105.4110031
o3_sim_68,31.180836,o3_sim_68,39.7296982,-105.5139999
o3_sim_69,44.042065,o3_sim_69,39.7296982,-105.6169968
o3_sim_70,35.3058,o3_sim_70,39.7296982,-105.7200012
o3_sim_71,43.089764,o3_sim_71,39.8328018,-104.3799973
o3_sim_72,43.913788,o3_sim_72,39.8328018,-104.4830017
o3_sim_73,42.078342,o3_sim_73,39.8328018,-104.5859985
o3_sim_74,44.896034,o3_sim_74,39.8328018,-104.6900024
o3_sim_75,42.220764,o3_sim_75,39.8328018,-104.7929993
o3_sim_76,41.807476,o3_sim_76,39.8328018,-104.8960037
o3_sim_77,38.351997,o3_sim_77,39.8328018,-104.9990005
o3_sim_78,44.199577,o3_sim_78,39.8328018,-105.1019974
o3_sim_79,44.118294,o3_sim_79,39.8328018,-105.2050018
o3_sim_80,44.190605,o3_sim_80,39.8328018,-105.3079987
o3_sim_81,47.77691,o3_sim_81,39.8328018,-105.4110031
o3_sim_82,46.59959,o3_sim_82,39.8328018,-105.5139999
o3_sim_83,33.246876,o3_sim_83,39.8328018,-105.6169968
o3_sim_84,44.0062,o3_sim_84,39.8328018,-105.7200012
o3_sim_85,41.514046,o3_sim_85,39.9359016,-104.3799973
o3_sim_86,41.529808,o3_sim_86,39.9359016,-104.4830017
o3_sim_87,45.29623,o3_sim_87,39.9359016,-104.5859985
o3_sim_88,45.34954,o3_sim_88,39.9359016,-104.6900024
o3_sim_89,41.809776,o3_sim_89,39.9359016,-104.7929993
o3_sim_90,44.367634,o3_sim_90,39.9359016,-104.8960037
o3_sim_91,41.072105,o3_sim_91,39.9359016,-104.9990005
o3_sim_92,44.57787,o3_sim_92,39.9359016,-105.1019974
o3_sim_93,43.6123,o3_sim_93,39.9359016,-105.2050018
o3_sim_94,40.194588,o3_sim_94,39.9359016,-105.3079987
o3_sim_95,40.359367,o3_sim_95,39.9359016,-105.4110031
o3_sim_96,43.10294,o3_sim_96,39.9359016,-105.5139999
o3_sim_97,34.10294,o3_sim_97,39.9359016,-105.6169968
o3_sim_98,41.045944,o3_sim_98,39.9359016,-105.7200012
o3_sim_99,43.063652,o3_sim_99,40.0390015,-104.3799973
o3_sim_100,39.866215,o3_sim_100,40.0390015,-104.4830017
o3_sim_101,41.37665,o3_sim_101,40.0390015,-104.5859985
o3_sim_102,41.882187,o3_sim_102,40.0390015,-104.6900024
o3_sim_103,41.41414,o3_sim_103,40.0390015,-104.7929993
o3_sim_104,40.692234,o3_sim_104,40.0390015,-104.8960037
o3_sim_105,42.109356,o3_sim_105,40.0390015,-104.9990005
o3_sim_106,43.6049,o3_sim_106,40.0390015,-105.1019974
o3_sim_107,41.303413,o3_sim_107,40.0390015,-105.2050018
o3_sim_108,36.064095,o3_sim_108,40.0390015,-105.3079987
o3_sim_109,37.66218,o3_sim_109,40.0390015,-105.4110031
o3_sim_110,34.59162,o3_sim_110,40.0390015,-105.5139999
o3_sim_111,39.047855,o3_sim_111,40.0390015,-105.6169968
o3_sim_112,45.39927,o3_sim_112,40.0390015,-105.7200012
o3_sim_113,38.42621,o3_sim_113,40.1421013,-104.3799973
o3_sim_114,38.853947,o3_sim_114,40.1421013,-104.4830017
o3_sim_115,42.090004,o3_sim_115,40.1421013,-104.5859985
o3_sim_116,41.632668,o3_sim_116,40.1421013,-104.6900024
o3_sim_117,45.2093,o3_sim_117,40.1421013,-104.7929993
o3_sim_118,42.16563,o3_sim_118,40.1421013,-104.8960037
o3_sim_119,44.532097,o3_sim_119,40.1421013,-104.9990005
o3_sim_120,44.358696,o3_sim_120,40.1421013,-105.1019974
o3_sim_121,41.041893,o3_sim_121,40.1421013,-105.2050018
o3_sim_122,34.928528,o3_sim_122,40.1421013,-105.3079987
o3_sim_123,42.568527,o3_sim_123,40.1421013,-105.4110031
o3_sim_124,35.94833,o3_sim_124,40.1421013,-105.5139999
o3_sim_125,33.494526,o3_sim_125,40.1421013,-105.6169968
o3_sim_126,47.45845,o3_sim_126,40.1421013,-105.7200012
o3_sim_127,37.30849,o3_sim_127,40.2452011,-104.3799973
o3_sim_128,38.811226,o3_sim_128,40.2452011,-104.4830017
o3_sim_129,42.420616,o3_sim_129,40.2452011,-104.5859985
o3_sim_130,39.600704,o3_sim_130,40.2452011,-104.6900024
o3_sim_131,44.731853,o3_sim_131,40.2452011,-104.7929993
o3_sim_132,42.396446,o3_sim_132,40.2452011,-104.8960037
o3_sim_133,43.763054,o3_sim_133,40.2452011,-104.9990005
o3_sim_134,47.359585,o3_sim_134,40.2452011,-105.1019974
o3_sim_135,42.4153,o3_sim_135,40.2452011,-105.2050018
o3_sim_136,32.300133,o3_sim_136,40.2452011,-105.3079987
o3_sim_137,34.117542,o3_sim_137,40.2452011,-105.4110031
o3_sim_138,35.76639,o3_sim_138,40.2452011,-105.5139999
o3_sim_139,47.03083,o3_sim_139,40.2452011,-105.6169968
