,o3,site,latitude,longitude
o3_sim_Evergreen_1_,48.987328,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,44.966846,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,47.80941,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,48.67715,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,54.12711,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,51.914925,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,49.757553,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,53.13356,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,52.102898,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,45.637115,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,51.108063,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_140,44.636185,o3_sim_140,40.2452011,-105.7200012
o3_sim_1,42.55245,o3_sim_1,39.3174019,-104.3799973
o3_sim_2,42.55941,o3_sim_2,39.3174019,-104.4830017
o3_sim_3,43.143173,o3_sim_3,39.3174019,-104.5859985
o3_sim_4,42.83131,o3_sim_4,39.3174019,-104.6900024
o3_sim_5,43.5875,o3_sim_5,39.3174019,-104.7929993
o3_sim_6,45.85487,o3_sim_6,39.3174019,-104.8960037
o3_sim_7,43.7439,o3_sim_7,39.3174019,-104.9990005
o3_sim_8,37.26629,o3_sim_8,39.3174019,-105.1019974
o3_sim_9,42.578896,o3_sim_9,39.3174019,-105.2050018
o3_sim_10,41.063023,o3_sim_10,39.3174019,-105.3079987
o3_sim_11,41.652428,o3_sim_11,39.3174019,-105.4110031
o3_sim_12,49.417202,o3_sim_12,39.3174019,-105.5139999
o3_sim_13,49.78325,o3_sim_13,39.3174019,-105.6169968
o3_sim_14,47.514748,o3_sim_14,39.3174019,-105.7200012
o3_sim_15,42.06072,o3_sim_15,39.4205017,-104.3799973
o3_sim_16,44.038403,o3_sim_16,39.4205017,-104.4830017
o3_sim_17,43.138607,o3_sim_17,39.4205017,-104.5859985
o3_sim_18,42.77332,o3_sim_18,39.4205017,-104.6900024
o3_sim_19,46.05015,o3_sim_19,39.4205017,-104.7929993
o3_sim_20,44.643658,o3_sim_20,39.4205017,-104.8960037
o3_sim_21,44.505993,o3_sim_21,39.4205017,-104.9990005
o3_sim_22,38.777843,o3_sim_22,39.4205017,-105.1019974
o3_sim_23,43.570526,o3_sim_23,39.4205017,-105.2050018
o3_sim_24,41.090195,o3_sim_24,39.4205017,-105.3079987
o3_sim_25,43.484123,o3_sim_25,39.4205017,-105.4110031
o3_sim_26,43.741364,o3_sim_26,39.4205017,-105.5139999
o3_sim_27,46.496693,o3_sim_27,39.4205017,-105.6169968
o3_sim_28,44.528336,o3_sim_28,39.4205017,-105.7200012
o3_sim_29,42.414356,o3_sim_29,39.5236015,-104.3799973
o3_sim_30,43.349815,o3_sim_30,39.5236015,-104.4830017
o3_sim_31,43.746414,o3_sim_31,39.5236015,-104.5859985
o3_sim_32,43.04051,o3_sim_32,39.5236015,-104.6900024
o3_sim_33,48.19496,o3_sim_33,39.5236015,-104.7929993
o3_sim_34,48.439175,o3_sim_34,39.5236015,-104.8960037
o3_sim_35,51.40437,o3_sim_35,39.5236015,-104.9990005
o3_sim_36,46.25176,o3_sim_36,39.5236015,-105.1019974
o3_sim_37,42.727833,o3_sim_37,39.5236015,-105.2050018
o3_sim_38,44.108963,o3_sim_38,39.5236015,-105.3079987
o3_sim_39,41.7107,o3_sim_39,39.5236015,-105.4110031
o3_sim_40,38.155464,o3_sim_40,39.5236015,-105.5139999
o3_sim_41,49.088444,o3_sim_41,39.5236015,-105.6169968
o3_sim_42,47.696533,o3_sim_42,39.5236015,-105.7200012
o3_sim_43,43.623447,o3_sim_43,39.6265984,-104.3799973
o3_sim_44,44.645878,o3_sim_44,39.6265984,-104.4830017
o3_sim_45,44.40379,o3_sim_45,39.6265984,-104.5859985
