,o3,site,latitude,longitude
o3_sim_Evergreen_1_,36.34788,o3_sim_Evergreen_1_,39.620408,-105.33872
o3_sim_Idaho Springs_1_,37.290634,o3_sim_Idaho Springs_1_,39.792519,-105.49127
o3_sim_Five Points_1_,45.759583,o3_sim_Five Points_1_,39.751184,-104.987625
o3_sim_Welby_1_,38.815132,o3_sim_Welby_1_,39.838119,-104.94984
o3_sim_Highlands Ranch_1_,47.399464,o3_sim_Highlands Ranch_1_,39.567887,-104.957193
o3_sim_Rocky Flats_1_,54.568775,o3_sim_Rocky Flats_1_,39.912799,-105.188587
o3_sim_Boulder_1_,41.031464,o3_sim_Boulder_1_,40.070016,-105.220238
o3_sim_Chatfield Reservoir_1_,47.59097,o3_sim_Chatfield Reservoir_1_,39.534488,-105.070358
o3_sim_Sunnyside_1_,44.54669,o3_sim_Sunnyside_1_,39.77949,-105.00518
o3_sim_East Plains_1_,45.59819,o3_sim_East Plains_1_,39.638522,-104.569335
o3_sim_South Table_1_,42.69514,o3_sim_South Table_1_,39.743724,-105.177989
o3_sim_140,42.667534,o3_sim_140,40.2452011,-105.7200012
o3_sim_1,43.45188,o3_sim_1,39.3174019,-104.3799973
o3_sim_2,44.44385,o3_sim_2,39.3174019,-104.4830017
o3_sim_3,42.807663,o3_sim_3,39.3174019,-104.5859985
o3_sim_4,40.123688,o3_sim_4,39.3174019,-104.6900024
o3_sim_5,39.358562,o3_sim_5,39.3174019,-104.7929993
o3_sim_6,38.851208,o3_sim_6,39.3174019,-104.8960037
o3_sim_7,34.371452,o3_sim_7,39.3174019,-104.9990005
o3_sim_8,37.356804,o3_sim_8,39.3174019,-105.1019974
o3_sim_9,31.257095,o3_sim_9,39.3174019,-105.2050018
o3_sim_10,37.832867,o3_sim_10,39.3174019,-105.3079987
o3_sim_11,38.685062,o3_sim_11,39.3174019,-105.4110031
o3_sim_12,42.976368,o3_sim_12,39.3174019,-105.5139999
o3_sim_13,45.19793,o3_sim_13,39.3174019,-105.6169968
o3_sim_14,41.52996,o3_sim_14,39.3174019,-105.7200012
o3_sim_15,46.444878,o3_sim_15,39.4205017,-104.3799973
o3_sim_16,44.355755,o3_sim_16,39.4205017,-104.4830017
o3_sim_17,41.208633,o3_sim_17,39.4205017,-104.5859985
o3_sim_18,39.428528,o3_sim_18,39.4205017,-104.6900024
o3_sim_19,39.79462,o3_sim_19,39.4205017,-104.7929993
o3_sim_20,38.254448,o3_sim_20,39.4205017,-104.8960037
o3_sim_21,36.14908,o3_sim_21,39.4205017,-104.9990005
o3_sim_22,34.46314,o3_sim_22,39.4205017,-105.1019974
o3_sim_23,32.786835,o3_sim_23,39.4205017,-105.2050018
o3_sim_24,30.743942,o3_sim_24,39.4205017,-105.3079987
o3_sim_25,30.532352,o3_sim_25,39.4205017,-105.4110031
o3_sim_26,39.949497,o3_sim_26,39.4205017,-105.5139999
o3_sim_27,44.872044,o3_sim_27,39.4205017,-105.6169968
o3_sim_28,40.163498,o3_sim_28,39.4205017,-105.7200012
o3_sim_29,44.072174,o3_sim_29,39.5236015,-104.3799973
o3_sim_30,44.93628,o3_sim_30,39.5236015,-104.4830017
o3_sim_31,44.173386,o3_sim_31,39.5236015,-104.5859985
o3_sim_32,40.26335,o3_sim_32,39.5236015,-104.6900024
o3_sim_33,34.683212,o3_sim_33,39.5236015,-104.7929993
o3_sim_34,36.487396,o3_sim_34,39.5236015,-104.8960037
o3_sim_35,29.60619,o3_sim_35,39.5236015,-104.9990005
o3_sim_36,30.644512,o3_sim_36,39.5236015,-105.1019974
o3_sim_37,37.739967,o3_sim_37,39.5236015,-105.2050018
o3_sim_38,42.54667,o3_sim_38,39.5236015,-105.3079987
o3_sim_39,40.33701,o3_sim_39,39.5236015,-105.4110031
o3_sim_40,39.38234,o3_sim_40,39.5236015,-105.5139999
o3_sim_41,39.12175,o3_sim_41,39.5236015,-105.6169968
o3_sim_42,37.244007,o3_sim_42,39.5236015,-105.7200012
o3_sim_43,43.619503,o3_sim_43,39.6265984,-104.3799973
o3_sim_44,43.6421,o3_sim_44,39.6265984,-104.4830017
o3_sim_45,41.76671,o3_sim_45,39.6265984,-104.5859985
o3_sim_46,41.3081,o3_sim_46,39.6265984,-104.6900024
o3_sim_47,35.49092,o3_sim_47,39.6265984,-104.7929993
o3_sim_48,27.620064,o3_sim_48,39.6265984,-104.8960037
o3_sim_49,28.931322,o3_sim_49,39.6265984,-104.9990005
o3_sim_50,31.42672,o3_sim_50,39.6265984,-105.1019974
o3_sim_51,32.618263,o3_sim_51,39.6265984,-105.2050018
o3_sim_52,35.792145,o3_sim_52,39.6265984,-105.3079987
o3_sim_53,36.234264,o3_sim_53,39.6265984,-105.4110031
o3_sim_54,28.318794,o3_sim_54,39.6265984,-105.5139999
o3_sim_55,34.527832,o3_sim_55,39.6265984,-105.6169968
o3_sim_56,48.21738,o3_sim_56,39.6265984,-105.7200012
o3_sim_57,40.32903,o3_sim_57,39.7296982,-104.3799973
o3_sim_58,42.80021,o3_sim_58,39.7296982,-104.4830017
o3_sim_59,39.823467,o3_sim_59,39.7296982,-104.5859985
o3_sim_60,39.70773,o3_sim_60,39.7296982,-104.6900024
o3_sim_61,33.223026,o3_sim_61,39.7296982,-104.7929993
o3_sim_62,33.76503,o3_sim_62,39.7296982,-104.8960037
o3_sim_63,26.002258,o3_sim_63,39.7296982,-104.9990005
o3_sim_64,30.07071,o3_sim_64,39.7296982,-105.1019974
o3_sim_65,35.02996,o3_sim_65,39.7296982,-105.2050018
o3_sim_66,33.40265,o3_sim_66,39.7296982,-105.3079987
o3_sim_67,35.560356,o3_sim_67,39.7296982,-105.4110031
o3_sim_68,15.867798,o3_sim_68,39.7296982,-105.5139999
o3_sim_69,45.87529,o3_sim_69,39.7296982,-105.6169968
o3_sim_70,35.58213,o3_sim_70,39.7296982,-105.7200012
o3_sim_71,40.44877,o3_sim_71,39.8328018,-104.3799973
o3_sim_72,40.666,o3_sim_72,39.8328018,-104.4830017
o3_sim_73,41.5185,o3_sim_73,39.8328018,-104.5859985
o3_sim_74,39.779926,o3_sim_74,39.8328018,-104.6900024
o3_sim_75,38.812054,o3_sim_75,39.8328018,-104.7929993
o3_sim_76,35.28281,o3_sim_76,39.8328018,-104.8960037
o3_sim_77,30.1058,o3_sim_77,39.8328018,-104.9990005
o3_sim_78,33.566917,o3_sim_78,39.8328018,-105.1019974
o3_sim_79,34.96674,o3_sim_79,39.8328018,-105.2050018
o3_sim_80,34.13573,o3_sim_80,39.8328018,-105.3079987
o3_sim_81,40.985783,o3_sim_81,39.8328018,-105.4110031
o3_sim_82,38.306866,o3_sim_82,39.8328018,-105.5139999
