,hour,missing_site,actual,prediction
0,2023-06-10 10:00:00,Evergreen,26.0,31.582578659058
1,2023-06-10 10:00:00,Idaho Springs,42.0,35.520832061768
2,2023-06-10 10:00:00,Five Points,31.0,15.381301879883
3,2023-06-10 10:00:00,Welby,15.0,17.349817276001
4,2023-06-10 10:00:00,Highlands Ranch,39.0,22.588775634766
5,2023-06-10 10:00:00,Rocky Flats,43.0,30.396635055542
6,2023-06-10 10:00:00,Boulder,30.0,33.856884002686
7,2023-06-10 10:00:00,Chatfield Reservoir,27.0,28.567995071411
8,2023-06-10 10:00:00,Sunnyside,19.0,17.115411758423
9,2023-06-10 10:00:00,East Plains,39.0,31.081163406372
10,2023-06-10 10:00:00,South Table,40.0,28.327436447144
11,2023-06-10 11:00:00,Evergreen,22.0,31.952474594116
12,2023-06-10 11:00:00,Idaho Springs,43.0,35.307891845703
13,2023-06-10 11:00:00,Five Points,25.0,15.628754615784
14,2023-06-10 11:00:00,Welby,8.0,17.44513130188
15,2023-06-10 11:00:00,Highlands Ranch,34.0,23.222848892212
16,2023-06-10 11:00:00,Rocky Flats,44.0,29.473026275635
17,2023-06-10 11:00:00,Boulder,32.0,32.0016746521
18,2023-06-10 11:00:00,Chatfield Reservoir,30.0,29.452737808228
19,2023-06-10 11:00:00,Sunnyside,19.0,17.317049026489
20,2023-06-10 11:00:00,East Plains,36.0,30.403146743774
21,2023-06-10 11:00:00,South Table,39.0,28.281475067139
22,2023-06-10 12:00:00,Evergreen,21.0,33.372276306152
23,2023-06-10 12:00:00,Idaho Springs,42.0,35.136119842529
24,2023-06-10 12:00:00,Five Points,22.0,13.718541145325
25,2023-06-10 12:00:00,Welby,9.0,16.371448516846
26,2023-06-10 12:00:00,Highlands Ranch,31.0,23.271865844727
27,2023-06-10 12:00:00,Rocky Flats,45.0,29.899549484253
28,2023-06-10 12:00:00,Boulder,31.0,31.66276550293
29,2023-06-10 12:00:00,Chatfield Reservoir,26.0,30.632537841797
30,2023-06-10 12:00:00,Sunnyside,22.0,16.624725341797
31,2023-06-10 12:00:00,East Plains,39.0,29.732667922974
32,2023-06-10 12:00:00,South Table,38.0,29.611671447754
33,2023-06-10 13:00:00,Evergreen,25.0,33.909156799316
34,2023-06-10 13:00:00,Idaho Springs,46.0,34.625728607178
35,2023-06-10 13:00:00,Five Points,19.0,16.310771942139
36,2023-06-10 13:00:00,Welby,19.0,18.362638473511
37,2023-06-10 13:00:00,Highlands Ranch,31.0,26.179786682129
38,2023-06-10 13:00:00,Rocky Flats,45.0,32.007385253906
39,2023-06-10 13:00:00,Boulder,29.0,33.453594207764
40,2023-06-10 13:00:00,Chatfield Reservoir,29.0,32.59846496582
41,2023-06-10 13:00:00,Sunnyside,18.0,18.519569396973
42,2023-06-10 13:00:00,East Plains,39.0,32.192527770996
43,2023-06-10 13:00:00,South Table,40.0,32.104602813721
44,2023-06-10 14:00:00,Evergreen,37.0,38.658164978027
45,2023-06-10 14:00:00,Idaho Springs,54.0,38.624420166016
46,2023-06-10 14:00:00,Five Points,31.0,26.516296386719
47,2023-06-10 14:00:00,Welby,32.0,27.623010635376
48,2023-06-10 14:00:00,Highlands Ranch,39.0,32.935050964355
49,2023-06-10 14:00:00,Rocky Flats,55.0,39.230072021484
50,2023-06-10 14:00:00,Boulder,35.0,38.978298187256
51,2023-06-10 14:00:00,Chatfield Reservoir,37.0,36.703456878662
52,2023-06-10 14:00:00,Sunnyside,28.0,27.96297454834
53,2023-06-10 14:00:00,East Plains,40.0,40.111213684082
54,2023-06-10 14:00:00,South Table,49.0,39.357990264893
55,2023-06-10 15:00:00,Evergreen,50.0,43.75972366333
56,2023-06-10 15:00:00,Idaho Springs,56.0,42.457794189453
57,2023-06-10 15:00:00,Five Points,37.0,34.111381530762
58,2023-06-10 15:00:00,Welby,42.0,33.977317810059
59,2023-06-10 15:00:00,Highlands Ranch,47.0,38.400390625
60,2023-06-10 15:00:00,Rocky Flats,52.0,43.73828125
61,2023-06-10 15:00:00,Boulder,44.0,42.826736450195
62,2023-06-10 15:00:00,Chatfield Reservoir,45.0,41.467185974121
63,2023-06-10 15:00:00,Sunnyside,40.0,34.553508758545
64,2023-06-10 15:00:00,East Plains,43.0,42.428596496582
65,2023-06-10 15:00:00,South Table,53.0,44.266342163086
66,2023-06-10 16:00:00,Evergreen,56.0,46.968116760254
67,2023-06-10 16:00:00,Idaho Springs,56.0,46.305751800537
68,2023-06-10 16:00:00,Five Points,47.0,39.431720733643
69,2023-06-10 16:00:00,Welby,49.0,38.984027862549
70,2023-06-10 16:00:00,Highlands Ranch,53.0,43.205089569092
71,2023-06-10 16:00:00,Rocky Flats,59.0,47.333770751953
72,2023-06-10 16:00:00,Boulder,48.0,46.264881134033
73,2023-06-10 16:00:00,Chatfield Reservoir,54.0,45.647857666016
74,2023-06-10 16:00:00,Sunnyside,52.0,40.0153465271
75,2023-06-10 16:00:00,East Plains,57.0,45.244560241699
76,2023-06-10 16:00:00,South Table,52.0,47.532554626465
77,2023-06-10 17:00:00,Evergreen,59.0,48.214149475098
78,2023-06-10 17:00:00,Idaho Springs,55.0,46.974395751953
79,2023-06-10 17:00:00,Five Points,56.0,45.407691955566
80,2023-06-10 17:00:00,Welby,58.0,45.13916015625
81,2023-06-10 17:00:00,Highlands Ranch,59.0,48.340507507324
82,2023-06-10 17:00:00,Rocky Flats,62.0,50.724838256836
83,2023-06-10 17:00:00,Boulder,55.0,50.061138153076
84,2023-06-10 17:00:00,Chatfield Reservoir,62.0,49.127548217773
85,2023-06-10 17:00:00,Sunnyside,60.0,45.523284912109
