,hour,missing_site,actual,prediction
0,2023-06-10 10:00:00,Evergreen,26.0,31.582578659058
1,2023-06-10 10:00:00,Idaho Springs,42.0,38.778991699219
2,2023-06-10 10:00:00,Five Points,31.0,27.819261550903
3,2023-06-10 10:00:00,Welby,15.0,20.202150344849
4,2023-06-10 10:00:00,Highlands Ranch,39.0,32.303401947021
5,2023-06-10 10:00:00,Rocky Flats,43.0,38.579151153564
6,2023-06-10 10:00:00,Boulder,30.0,33.123973846436
7,2023-06-10 10:00:00,Chatfield Reservoir,27.0,27.988117218018
8,2023-06-10 10:00:00,Sunnyside,19.0,27.821849822998
9,2023-06-10 10:00:00,East Plains,39.0,34.426330566406
10,2023-06-10 10:00:00,South Table,40.0,32.659687042236
11,2023-06-10 11:00:00,Evergreen,22.0,31.952474594116
12,2023-06-10 11:00:00,Idaho Springs,43.0,39.26139831543
13,2023-06-10 11:00:00,Five Points,25.0,25.939329147339
14,2023-06-10 11:00:00,Welby,8.0,17.573419570923
15,2023-06-10 11:00:00,Highlands Ranch,34.0,34.09493637085
16,2023-06-10 11:00:00,Rocky Flats,44.0,35.357879638672
17,2023-06-10 11:00:00,Boulder,32.0,29.550380706787
18,2023-06-10 11:00:00,Chatfield Reservoir,30.0,27.97021484375
19,2023-06-10 11:00:00,Sunnyside,19.0,25.057622909546
20,2023-06-10 11:00:00,East Plains,36.0,35.650127410889
21,2023-06-10 11:00:00,South Table,39.0,32.450576782227
22,2023-06-10 12:00:00,Evergreen,21.0,33.372276306152
23,2023-06-10 12:00:00,Idaho Springs,42.0,40.429359436035
24,2023-06-10 12:00:00,Five Points,22.0,20.429550170898
25,2023-06-10 12:00:00,Welby,9.0,14.047441482544
26,2023-06-10 12:00:00,Highlands Ranch,31.0,34.097110748291
27,2023-06-10 12:00:00,Rocky Flats,45.0,34.727672576904
28,2023-06-10 12:00:00,Boulder,31.0,27.99116897583
29,2023-06-10 12:00:00,Chatfield Reservoir,26.0,28.37629699707
30,2023-06-10 12:00:00,Sunnyside,22.0,17.73525428772
31,2023-06-10 12:00:00,East Plains,39.0,36.841785430908
32,2023-06-10 12:00:00,South Table,38.0,33.129383087158
33,2023-06-10 13:00:00,Evergreen,25.0,33.909156799316
34,2023-06-10 13:00:00,Idaho Springs,46.0,42.775024414062
35,2023-06-10 13:00:00,Five Points,19.0,19.296377182007
36,2023-06-10 13:00:00,Welby,19.0,15.645970344543
37,2023-06-10 13:00:00,Highlands Ranch,31.0,35.165573120117
38,2023-06-10 13:00:00,Rocky Flats,45.0,36.579254150391
39,2023-06-10 13:00:00,Boulder,29.0,28.178590774536
40,2023-06-10 13:00:00,Chatfield Reservoir,29.0,29.792219161987
41,2023-06-10 13:00:00,Sunnyside,18.0,17.945951461792
42,2023-06-10 13:00:00,East Plains,39.0,38.828308105469
43,2023-06-10 13:00:00,South Table,40.0,34.543243408203
44,2023-06-10 14:00:00,Evergreen,37.0,38.658164978027
45,2023-06-10 14:00:00,Idaho Springs,54.0,44.654048919678
46,2023-06-10 14:00:00,Five Points,31.0,25.21771812439
47,2023-06-10 14:00:00,Welby,32.0,22.737945556641
48,2023-06-10 14:00:00,Highlands Ranch,39.0,37.264865875244
49,2023-06-10 14:00:00,Rocky Flats,55.0,41.871959686279
50,2023-06-10 14:00:00,Boulder,35.0,35.869972229004
51,2023-06-10 14:00:00,Chatfield Reservoir,37.0,34.392631530762
52,2023-06-10 14:00:00,Sunnyside,28.0,24.971055984497
53,2023-06-10 14:00:00,East Plains,40.0,45.071720123291
54,2023-06-10 14:00:00,South Table,49.0,42.132736206055
55,2023-06-10 15:00:00,Evergreen,50.0,43.75972366333
56,2023-06-10 15:00:00,Idaho Springs,56.0,46.391532897949
57,2023-06-10 15:00:00,Five Points,37.0,33.334678649902
58,2023-06-10 15:00:00,Welby,42.0,33.239570617676
59,2023-06-10 15:00:00,Highlands Ranch,47.0,39.689502716064
60,2023-06-10 15:00:00,Rocky Flats,52.0,44.228206634521
61,2023-06-10 15:00:00,Boulder,44.0,41.873329162598
62,2023-06-10 15:00:00,Chatfield Reservoir,45.0,40.439151763916
63,2023-06-10 15:00:00,Sunnyside,40.0,33.50715637207
64,2023-06-10 15:00:00,East Plains,43.0,47.102802276611
65,2023-06-10 15:00:00,South Table,53.0,44.966239929199
66,2023-06-10 16:00:00,Evergreen,56.0,46.968116760254
67,2023-06-10 16:00:00,Idaho Springs,56.0,48.461524963379
68,2023-06-10 16:00:00,Five Points,47.0,43.157878875732
69,2023-06-10 16:00:00,Welby,49.0,43.127326965332
70,2023-06-10 16:00:00,Highlands Ranch,53.0,43.873756408691
71,2023-06-10 16:00:00,Rocky Flats,59.0,48.264453887939
72,2023-06-10 16:00:00,Boulder,48.0,46.912338256836
73,2023-06-10 16:00:00,Chatfield Reservoir,54.0,44.876235961914
74,2023-06-10 16:00:00,Sunnyside,52.0,42.516536712646
75,2023-06-10 16:00:00,East Plains,57.0,48.65255355835
76,2023-06-10 16:00:00,South Table,52.0,49.301639556885
77,2023-06-10 17:00:00,Evergreen,59.0,48.214149475098
78,2023-06-10 17:00:00,Idaho Springs,55.0,49.389682769775
79,2023-06-10 17:00:00,Five Points,56.0,46.64962387085
80,2023-06-10 17:00:00,Welby,58.0,48.063011169434
81,2023-06-10 17:00:00,Highlands Ranch,59.0,49.378238677979
82,2023-06-10 17:00:00,Rocky Flats,62.0,51.055297851562
83,2023-06-10 17:00:00,Boulder,55.0,49.964126586914
84,2023-06-10 17:00:00,Chatfield Reservoir,62.0,51.11559677124
85,2023-06-10 17:00:00,Sunnyside,60.0,47.212829589844
86,2023-06-10 17:00:00,East Plains,63.0,51.38618850708
87,2023-06-10 17:00:00,South Table,60.0,53.75915145874
