,hour,missing_site,actual,prediction
0,2023-06-10 10:00:00,Evergreen,26.0,31.582578659058
1,2023-06-10 10:00:00,Idaho Springs,42.0,38.104125976562
2,2023-06-10 10:00:00,Five Points,31.0,24.039865493774
3,2023-06-10 10:00:00,Welby,15.0,20.592479705811
4,2023-06-10 10:00:00,Highlands Ranch,39.0,34.14599609375
5,2023-06-10 10:00:00,Rocky Flats,43.0,38.510456085205
6,2023-06-10 10:00:00,Boulder,30.0,27.963148117065
7,2023-06-10 10:00:00,Chatfield Reservoir,27.0,30.264389038086
8,2023-06-10 10:00:00,Sunnyside,19.0,22.967674255371
9,2023-06-10 10:00:00,East Plains,39.0,34.814533233643
10,2023-06-10 10:00:00,South Table,40.0,31.582513809204
11,2023-06-10 11:00:00,Evergreen,22.0,31.952474594116
12,2023-06-10 11:00:00,Idaho Springs,43.0,38.088966369629
13,2023-06-10 11:00:00,Five Points,25.0,23.287649154663
14,2023-06-10 11:00:00,Welby,8.0,18.758234024048
15,2023-06-10 11:00:00,Highlands Ranch,34.0,33.561695098877
16,2023-06-10 11:00:00,Rocky Flats,44.0,37.959712982178
17,2023-06-10 11:00:00,Boulder,32.0,26.04956817627
18,2023-06-10 11:00:00,Chatfield Reservoir,30.0,28.755838394165
19,2023-06-10 11:00:00,Sunnyside,19.0,21.880432128906
20,2023-06-10 11:00:00,East Plains,36.0,36.081787109375
21,2023-06-10 11:00:00,South Table,39.0,31.965158462524
22,2023-06-10 12:00:00,Evergreen,21.0,33.372276306152
23,2023-06-10 12:00:00,Idaho Springs,42.0,38.163715362549
24,2023-06-10 12:00:00,Five Points,22.0,21.350303649902
25,2023-06-10 12:00:00,Welby,9.0,14.713830947876
26,2023-06-10 12:00:00,Highlands Ranch,31.0,34.893760681152
27,2023-06-10 12:00:00,Rocky Flats,45.0,37.798625946045
28,2023-06-10 12:00:00,Boulder,31.0,26.097085952759
29,2023-06-10 12:00:00,Chatfield Reservoir,26.0,30.350091934204
30,2023-06-10 12:00:00,Sunnyside,22.0,19.950267791748
31,2023-06-10 12:00:00,East Plains,39.0,34.0749168396
32,2023-06-10 12:00:00,South Table,38.0,34.938896179199
33,2023-06-10 13:00:00,Evergreen,25.0,33.909156799316
34,2023-06-10 13:00:00,Idaho Springs,46.0,40.681488037109
35,2023-06-10 13:00:00,Five Points,19.0,24.940414428711
36,2023-06-10 13:00:00,Welby,19.0,17.483386993408
37,2023-06-10 13:00:00,Highlands Ranch,31.0,36.797668457031
38,2023-06-10 13:00:00,Rocky Flats,45.0,39.632904052734
39,2023-06-10 13:00:00,Boulder,29.0,32.325313568115
40,2023-06-10 13:00:00,Chatfield Reservoir,29.0,32.925094604492
41,2023-06-10 13:00:00,Sunnyside,18.0,22.410907745361
42,2023-06-10 13:00:00,East Plains,39.0,38.712760925293
43,2023-06-10 13:00:00,South Table,40.0,37.915187835693
