,hour,missing_site,actual,prediction
0,2023-06-10 10:00:00,Evergreen,26.0,31.582578659058
1,2023-06-10 10:00:00,Idaho Springs,42.0,39.328418731689
2,2023-06-10 10:00:00,Five Points,31.0,24.273488998413
3,2023-06-10 10:00:00,Welby,15.0,20.600950241089
4,2023-06-10 10:00:00,Highlands Ranch,39.0,32.007667541504
5,2023-06-10 10:00:00,Rocky Flats,43.0,39.100879669189
6,2023-06-10 10:00:00,Boulder,30.0,29.482837677002
7,2023-06-10 10:00:00,Chatfield Reservoir,27.0,28.962787628174
8,2023-06-10 10:00:00,Sunnyside,19.0,24.122566223145
9,2023-06-10 10:00:00,East Plains,39.0,35.960243225098
10,2023-06-10 10:00:00,South Table,40.0,34.242729187012
11,2023-06-10 11:00:00,Evergreen,22.0,31.952474594116
12,2023-06-10 11:00:00,Idaho Springs,43.0,39.68518447876
13,2023-06-10 11:00:00,Five Points,25.0,22.480241775513
14,2023-06-10 11:00:00,Welby,8.0,19.832092285156
15,2023-06-10 11:00:00,Highlands Ranch,34.0,32.728248596191
16,2023-06-10 11:00:00,Rocky Flats,44.0,37.254734039307
17,2023-06-10 11:00:00,Boulder,32.0,29.17431640625
18,2023-06-10 11:00:00,Chatfield Reservoir,30.0,27.906009674072
19,2023-06-10 11:00:00,Sunnyside,19.0,22.758972167969
20,2023-06-10 11:00:00,East Plains,36.0,34.998550415039
21,2023-06-10 11:00:00,South Table,39.0,32.135879516602
22,2023-06-10 12:00:00,Evergreen,21.0,33.372276306152
23,2023-06-10 12:00:00,Idaho Springs,42.0,40.571517944336
24,2023-06-10 12:00:00,Five Points,22.0,18.881647109985
25,2023-06-10 12:00:00,Welby,9.0,18.809322357178
26,2023-06-10 12:00:00,Highlands Ranch,31.0,32.979106903076
27,2023-06-10 12:00:00,Rocky Flats,45.0,35.793857574463
28,2023-06-10 12:00:00,Boulder,31.0,29.959621429443
29,2023-06-10 12:00:00,Chatfield Reservoir,26.0,29.75813293457
30,2023-06-10 12:00:00,Sunnyside,22.0,20.302011489868
31,2023-06-10 12:00:00,East Plains,39.0,36.275371551514
32,2023-06-10 12:00:00,South Table,38.0,32.838912963867
33,2023-06-10 13:00:00,Evergreen,25.0,33.909156799316
34,2023-06-10 13:00:00,Idaho Springs,46.0,42.373512268066
35,2023-06-10 13:00:00,Five Points,19.0,19.351058959961
36,2023-06-10 13:00:00,Welby,19.0,19.674459457397
37,2023-06-10 13:00:00,Highlands Ranch,31.0,33.690063476562
38,2023-06-10 13:00:00,Rocky Flats,45.0,36.563892364502
39,2023-06-10 13:00:00,Boulder,29.0,32.228141784668
40,2023-06-10 13:00:00,Chatfield Reservoir,29.0,31.223854064941
41,2023-06-10 13:00:00,Sunnyside,18.0,21.848220825195
42,2023-06-10 13:00:00,East Plains,39.0,38.234352111816
43,2023-06-10 13:00:00,South Table,40.0,33.938716888428
44,2023-06-10 14:00:00,Evergreen,37.0,38.658164978027
45,2023-06-10 14:00:00,Idaho Springs,54.0,43.980579376221
46,2023-06-10 14:00:00,Five Points,31.0,26.351545333862
47,2023-06-10 14:00:00,Welby,32.0,26.633255004883
48,2023-06-10 14:00:00,Highlands Ranch,39.0,36.688594818115
49,2023-06-10 14:00:00,Rocky Flats,55.0,44.768993377686
50,2023-06-10 14:00:00,Boulder,35.0,37.949893951416
51,2023-06-10 14:00:00,Chatfield Reservoir,37.0,35.695251464844
52,2023-06-10 14:00:00,Sunnyside,28.0,28.729465484619
53,2023-06-10 14:00:00,East Plains,40.0,43.861301422119
54,2023-06-10 14:00:00,South Table,49.0,41.837566375732
55,2023-06-10 15:00:00,Evergreen,50.0,43.75972366333
56,2023-06-10 15:00:00,Idaho Springs,56.0,45.668037414551
57,2023-06-10 15:00:00,Five Points,37.0,37.997772216797
58,2023-06-10 15:00:00,Welby,42.0,37.094146728516
59,2023-06-10 15:00:00,Highlands Ranch,47.0,41.958591461182
60,2023-06-10 15:00:00,Rocky Flats,52.0,47.605575561523
61,2023-06-10 15:00:00,Boulder,44.0,44.337051391602
62,2023-06-10 15:00:00,Chatfield Reservoir,45.0,41.313884735107
63,2023-06-10 15:00:00,Sunnyside,40.0,38.763698577881
64,2023-06-10 15:00:00,East Plains,43.0,46.794994354248
65,2023-06-10 15:00:00,South Table,53.0,46.051822662354
66,2023-06-10 16:00:00,Evergreen,56.0,46.968116760254
67,2023-06-10 16:00:00,Idaho Springs,56.0,48.331764221191
68,2023-06-10 16:00:00,Five Points,47.0,43.378646850586
69,2023-06-10 16:00:00,Welby,49.0,42.732189178467
70,2023-06-10 16:00:00,Highlands Ranch,53.0,48.06177520752
71,2023-06-10 16:00:00,Rocky Flats,59.0,50.323776245117
72,2023-06-10 16:00:00,Boulder,48.0,48.663135528564
73,2023-06-10 16:00:00,Chatfield Reservoir,54.0,46.726051330566
74,2023-06-10 16:00:00,Sunnyside,52.0,44.378658294678
75,2023-06-10 16:00:00,East Plains,57.0,50.197708129883
76,2023-06-10 16:00:00,South Table,52.0,50.063632965088
77,2023-06-10 17:00:00,Evergreen,59.0,48.214149475098
78,2023-06-10 17:00:00,Idaho Springs,55.0,48.746273040771
79,2023-06-10 17:00:00,Five Points,56.0,49.949306488037
80,2023-06-10 17:00:00,Welby,58.0,48.726676940918
81,2023-06-10 17:00:00,Highlands Ranch,59.0,53.85143661499
82,2023-06-10 17:00:00,Rocky Flats,62.0,53.936359405518
83,2023-06-10 17:00:00,Boulder,55.0,52.887748718262
84,2023-06-10 17:00:00,Chatfield Reservoir,62.0,52.848232269287
85,2023-06-10 17:00:00,Sunnyside,60.0,50.845153808594
86,2023-06-10 17:00:00,East Plains,63.0,54.258052825928
87,2023-06-10 17:00:00,South Table,60.0,52.979675292969
