,date,o3,orog,pop_den,NLCD,elev,site_name,Unnamed: 0,datetime,step,valid_time,u10,v10,point_latitude_x,point_longitude_x,t2m,r2,sp,dswrf,MAXUVV,MAXDVV,point_id,mapped_o,latitude,longitude,county_code,site_number,date_local,time_local,date_gmt,time_gmt,sample_measurement,county,coords_y,site,point_latitude_y,point_longitude_y,real_site_name,ozone_site
0,2023-05-01 07:00:00,0.05,2694.9197,91.487587,0.0,2697,82,385522.0,2023-05-01 07:00:00,0 days,5/1/2023 7:00,1.1038551,0.3753147,39.8328018,-105.5139999,277.06033,42.4,73410.0,0.0,-0.049639225,0.0,"39.8328018,-105.5139999","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,0:00,5/1/2023,7:00,0.038,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.5139999,Rocky Flats,10kgrid_merge2
1,2023-05-01 08:00:00,0.05,2694.9197,91.487587,0.0,2697,82,385523.0,2023-05-01 08:00:00,0 days,5/1/2023 8:00,0.52749634,-2.0987244,39.8328018,-105.5139999,276.56015,45.3,73350.0,0.0,-0.10171032,0.0,"39.8328018,-105.5139999","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,1:00,5/1/2023,8:00,0.045,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.5139999,Rocky Flats,10kgrid_merge2
2,2023-05-01 09:00:00,0.05,2694.9197,91.487587,0.0,2697,82,385524.0,2023-05-01 09:00:00,0 days,5/1/2023 9:00,-0.07294464,-1.5658016,39.8328018,-105.5139999,276.04926,45.9,73300.0,0.0,-0.1248045,0.0,"39.8328018,-105.5139999","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,2:00,5/1/2023,9:00,0.045,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.5139999,Rocky Flats,10kgrid_merge2
3,2023-05-01 10:00:00,0.05,2694.9197,91.487587,0.0,2697,82,385525.0,2023-05-01 10:00:00,0 days,5/1/2023 10:00,-0.2245369,0.8294544,39.8328018,-105.5139999,276.2002,40.8,73260.0,0.0,-0.09786129,0.0,"39.8328018,-105.5139999","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,3:00,5/1/2023,10:00,0.036,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.5139999,Rocky Flats,10kgrid_merge2
4,2023-05-01 11:00:00,0.05,2694.9197,91.487587,0.0,2697,82,385526.0,2023-05-01 11:00:00,0 days,5/1/2023 11:00,-1.0780296,-0.056764603,39.8328018,-105.5139999,276.762,31.7,73250.0,0.0,-0.14000893,0.0,"39.8328018,-105.5139999","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,4:00,5/1/2023,11:00,0.03,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.5139999,Rocky Flats,10kgrid_merge2
5,2023-05-01 12:00:00,0.05,2694.9197,91.487587,0.0,2697,82,385527.0,2023-05-01 12:00:00,0 days,5/1/2023 12:00,-0.9455185,-1.4289513,39.8328018,-105.5139999,276.6968,36.3,73270.0,0.0,-0.19771862,0.0,"39.8328018,-105.5139999","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,5:00,5/1/2023,12:00,0.031,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.5139999,Rocky Flats,10kgrid_merge2
6,2023-05-01 13:00:00,0.05,2694.9197,91.487587,0.0,2697,82,385528.0,2023-05-01 13:00:00,0 days,5/1/2023 13:00,0.051290512,-3.8099537,39.8328018,-105.5139999,275.51334,40.7,73280.0,142.0,-0.19227076,0.0,"39.8328018,-105.5139999","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,6:00,5/1/2023,13:00,0.028,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.5139999,Rocky Flats,10kgrid_merge2
7,2023-05-01 14:00:00,0.05,2694.9197,91.487587,0.0,2697,82,385529.0,2023-05-01 14:00:00,0 days,5/1/2023 14:00,1.408638,-3.5143738,39.8328018,-105.5139999,281.37494,34.5,73330.0,357.3,-0.16241217,0.0,"39.8328018,-105.5139999","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,7:00,5/1/2023,14:00,0.033,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.5139999,Rocky Flats,10kgrid_merge2
8,2023-05-01 15:00:00,0.05,2694.9197,91.487587,0.0,2697,82,385530.0,2023-05-01 15:00:00,0 days,5/1/2023 15:00,2.6904526,-1.9389019,39.8328018,-105.5139999,284.17474,29.2,73340.0,568.2,-0.029186726,0.0,"39.8328018,-105.5139999","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,8:00,5/1/2023,15:00,0.038,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.5139999,Rocky Flats,10kgrid_merge2
9,2023-05-01 16:00:00,0.05,2694.9197,91.487587,0.0,2697,82,385531.0,2023-05-01 16:00:00,0 days,5/1/2023 16:00,3.5034904,-3.139431,39.8328018,-105.5139999,286.31424,26.3,73300.0,754.0,-0.07536316,0.0,"39.8328018,-105.5139999","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,9:00,5/1/2023,16:00,0.037,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.5139999,Rocky Flats,10kgrid_merge2
