,date,o3,orog,pop_den,NLCD,elev,site_name,Unnamed: 0,datetime,step,valid_time,u10,v10,point_latitude_x,point_longitude_x,t2m,r2,sp,dswrf,MAXUVV,MAXDVV,point_id,mapped_o,latitude,longitude,county_code,site_number,date_local,time_local,date_gmt,time_gmt,sample_measurement,county,coords_y,site,point_latitude_y,point_longitude_y,real_site_name,ozone_site
0,2023-05-01 07:00:00,0.05,1448.3884,3.4865246,0.0,1445,113,352789.0,2023-05-01 07:00:00,0 days,5/1/2023 7:00,-3.1461449,-0.9996853,40.1421013,-104.3799973,279.81033,57.4,85320.0,0.0,0.012860775,0.0,"40.1421013,-104.3799973","39.838119,-104.94984",39.838119,-104.94984,1.0,3001.0,5/1/2023,0:00,5/1/2023,7:00,0.031,Adams,"39.838119,-104.94984",3002.0,40.1421013,-104.3799973,Welby,10kgrid_merge2
1,2023-05-01 08:00:00,0.05,1448.3884,3.4865246,0.0,1445,113,352790.0,2023-05-01 08:00:00,0 days,5/1/2023 8:00,-3.5975037,-0.28622437,40.1421013,-104.3799973,279.12265,55.5,85220.0,0.0,0.02328968,0.0,"40.1421013,-104.3799973","39.838119,-104.94984",39.838119,-104.94984,1.0,3001.0,5/1/2023,1:00,5/1/2023,8:00,0.028,Adams,"39.838119,-104.94984",3002.0,40.1421013,-104.3799973,Welby,10kgrid_merge2
2,2023-05-01 09:00:00,0.05,1448.3884,3.4865246,0.0,1445,113,352791.0,2023-05-01 09:00:00,0 days,5/1/2023 9:00,-4.1979446,-1.6908016,40.1421013,-104.3799973,277.67426,60.0,85190.0,0.0,0.000195503,0.0,"40.1421013,-104.3799973","39.838119,-104.94984",39.838119,-104.94984,1.0,3001.0,5/1/2023,2:00,5/1/2023,9:00,0.023,Adams,"39.838119,-104.94984",3002.0,40.1421013,-104.3799973,Welby,10kgrid_merge2
3,2023-05-01 10:00:00,0.05,1448.3884,3.4865246,0.0,1445,113,352792.0,2023-05-01 10:00:00,0 days,5/1/2023 10:00,-1.9745369,-1.9830456,40.1421013,-104.3799973,276.4502,66.9,85200.0,0.0,0.02713871,0.0,"40.1421013,-104.3799973","39.838119,-104.94984",39.838119,-104.94984,1.0,3001.0,5/1/2023,3:00,5/1/2023,10:00,0.02,Adams,"39.838119,-104.94984",3002.0,40.1421013,-104.3799973,Welby,10kgrid_merge2
4,2023-05-01 11:00:00,0.05,1448.3884,3.4865246,0.0,1445,113,352793.0,2023-05-01 11:00:00,0 days,5/1/2023 11:00,-2.2030296,-2.0567646,40.1421013,-104.3799973,275.887,62.5,85230.0,0.0,-0.015008926,0.0,"40.1421013,-104.3799973","39.838119,-104.94984",39.838119,-104.94984,1.0,3001.0,5/1/2023,4:00,5/1/2023,11:00,0.021,Adams,"39.838119,-104.94984",3002.0,40.1421013,-104.3799973,Welby,10kgrid_merge2
5,2023-05-01 12:00:00,0.05,1448.3884,3.4865246,0.0,1445,113,352794.0,2023-05-01 12:00:00,0 days,5/1/2023 12:00,-1.9455185,-1.6164513,40.1421013,-104.3799973,275.0093,59.0,85250.0,0.0,-0.01021862,0.0,"40.1421013,-104.3799973","39.838119,-104.94984",39.838119,-104.94984,1.0,3001.0,5/1/2023,5:00,5/1/2023,12:00,0.019,Adams,"39.838119,-104.94984",3002.0,40.1421013,-104.3799973,Welby,10kgrid_merge2
6,2023-05-01 13:00:00,0.05,1448.3884,3.4865246,0.0,1445,113,352795.0,2023-05-01 13:00:00,0 days,5/1/2023 13:00,-1.3862095,-1.1849537,40.1421013,-104.3799973,275.57584,61.8,85300.0,150.1,-0.004770756,0.0,"40.1421013,-104.3799973","39.838119,-104.94984",39.838119,-104.94984,1.0,3001.0,5/1/2023,6:00,5/1/2023,13:00,0.027,Adams,"39.838119,-104.94984",3002.0,40.1421013,-104.3799973,Welby,10kgrid_merge2
7,2023-05-01 14:00:00,0.05,1448.3884,3.4865246,0.0,1445,113,352796.0,2023-05-01 14:00:00,0 days,5/1/2023 14:00,0.658638,-0.38937378,40.1421013,-104.3799973,277.43744,62.1,85320.0,357.8,0.025087833,0.0,"40.1421013,-104.3799973","39.838119,-104.94984",39.838119,-104.94984,1.0,3001.0,5/1/2023,7:00,5/1/2023,14:00,,Adams,"39.838119,-104.94984",3002.0,40.1421013,-104.3799973,Welby,10kgrid_merge2
8,2023-05-01 15:00:00,0.05,1448.3884,3.4865246,0.0,1445,113,352797.0,2023-05-01 15:00:00,0 days,5/1/2023 15:00,1.1904526,-1.4389019,40.1421013,-104.3799973,279.98724,56.1,85320.0,564.9,-0.029186726,0.0,"40.1421013,-104.3799973","39.838119,-104.94984",39.838119,-104.94984,1.0,3001.0,5/1/2023,8:00,5/1/2023,15:00,0.037,Adams,"39.838119,-104.94984",3002.0,40.1421013,-104.3799973,Welby,10kgrid_merge2
9,2023-05-01 16:00:00,0.05,1448.3884,3.4865246,0.0,1445,113,352798.0,2023-05-01 16:00:00,0 days,5/1/2023 16:00,0.44099045,-2.889431,40.1421013,-104.3799973,282.93924,48.6,85310.0,749.0,-0.012863159,0.0,"40.1421013,-104.3799973","39.838119,-104.94984",39.838119,-104.94984,1.0,3001.0,5/1/2023,9:00,5/1/2023,16:00,0.04,Adams,"39.838119,-104.94984",3002.0,40.1421013,-104.3799973,Welby,10kgrid_merge2
10,2023-05-01 17:00:00,0.05,1448.3884,3.4865246,0.0,1445,113,352799.0,2023-05-01 17:00:00,0 days,5/1/2023 17:00,-0.64361763,-1.0923176,40.1421013,-104.3799973,285.31177,42.6,85320.0,889.0,-0.017800331,0.0,"40.1421013,-104.3799973","39.838119,-104.94984",39.838119,-104.94984,1.0,3001.0,5/1/2023,10:00,5/1/2023,17:00,0.043,Adams,"39.838119,-104.94984",3002.0,40.1421013,-104.3799973,Welby,10kgrid_merge2
11,2023-05-01 18:00:00,0.05,1448.3884,3.4865246,0.0,1445,113,352800.0,2023-05-01 18:00:00,0 days,5/1/2023 18:00,-1.3126812,-0.93514824,40.1421013,-104.3799973,287.55325,42.7,85300.0,970.0,-0.022806644,0.0,"40.1421013,-104.3799973","39.838119,-104.94984",39.838119,-104.94984,1.0,3001.0,5/1/2023,11:00,5/1/2023,18:00,0.048,Adams,"39.838119,-104.94984",3002.0,40.1421013,-104.3799973,Welby,10kgrid_merge2
12,2023-05-01 19:00:00,0.05,1448.3884,3.4865246,0.0,1445,113,352801.0,2023-05-01 19:00:00,0 days,5/1/2023 19:00,-1.693634,-1.0311146,40.1421013,-104.3799973,289.97095,38.3,85220.0,990.0,0.025901794,0.0,"40.1421013,-104.3799973","39.838119,-104.94984",39.838119,-104.94984,1.0,3001.0,5/1/2023,12:00,5/1/2023,19:00,0.053,Adams,"39.838119,-104.94984",3002.0,40.1421013,-104.3799973,Welby,10kgrid_merge2
