,date,o3,orog,pop_den,NLCD,elev,site_name,Unnamed: 0,datetime,step,valid_time,u10,v10,point_latitude_x,point_longitude_x,t2m,r2,sp,dswrf,MAXUVV,MAXDVV,point_id,mapped_o,latitude,longitude,county_code,site_number,date_local,time_local,date_gmt,time_gmt,sample_measurement,county,coords_y,site,point_latitude_y,point_longitude_y,real_site_name,ozone_site
0,2023-05-01 07:00:00,0.05,1812.2634,0.0536104,0.0,1813,45,218220.0,2023-05-01 07:00:00,0 days,5/1/2023 7:00,1.5413551,4.6253147,39.6265984,-104.5859985,280.62283,53.3,81590.0,0.0,-0.049639225,0.0,"39.6265984,-104.5859985","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,0:00,5/1/2023,7:00,0.035,Arapahoe,"39.567887,-104.957193",7.0,39.6265984,-104.5859985,Highlands Ranch,10kgrid_merge2
1,2023-05-01 08:00:00,0.05,1812.2634,0.0536104,0.0,1813,45,218221.0,2023-05-01 08:00:00,0 days,5/1/2023 8:00,3.9024963,4.0262756,39.6265984,-104.5859985,280.87265,50.5,81520.0,0.0,-0.03921032,0.0,"39.6265984,-104.5859985","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,1:00,5/1/2023,8:00,0.031,Arapahoe,"39.567887,-104.957193",7.0,39.6265984,-104.5859985,Highlands Ranch,10kgrid_merge2
2,2023-05-01 09:00:00,0.05,1812.2634,0.0536104,0.0,1813,45,218222.0,2023-05-01 09:00:00,0 days,5/1/2023 9:00,4.5520554,0.6841984,39.6265984,-104.5859985,279.79926,56.2,81520.0,0.0,0.000195503,0.0,"39.6265984,-104.5859985","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,2:00,5/1/2023,9:00,0.029,Arapahoe,"39.567887,-104.957193",7.0,39.6265984,-104.5859985,Highlands Ranch,10kgrid_merge2
3,2023-05-01 10:00:00,0.05,1812.2634,0.0536104,0.0,1813,45,218223.0,2023-05-01 10:00:00,0 days,5/1/2023 10:00,3.400463,-0.10804558,39.6265984,-104.5859985,278.5752,59.9,81500.0,0.0,-0.03536129,0.0,"39.6265984,-104.5859985","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,3:00,5/1/2023,10:00,0.02,Arapahoe,"39.567887,-104.957193",7.0,39.6265984,-104.5859985,Highlands Ranch,10kgrid_merge2
4,2023-05-01 11:00:00,0.05,1812.2634,0.0536104,0.0,1813,45,218224.0,2023-05-01 11:00:00,0 days,5/1/2023 11:00,2.9219704,-0.8692646,39.6265984,-104.5859985,278.012,64.1,81500.0,0.0,-0.015008926,0.0,"39.6265984,-104.5859985","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,4:00,5/1/2023,11:00,0.021,Arapahoe,"39.567887,-104.957193",7.0,39.6265984,-104.5859985,Highlands Ranch,10kgrid_merge2
5,2023-05-01 12:00:00,0.05,1812.2634,0.0536104,0.0,1813,45,218225.0,2023-05-01 12:00:00,0 days,5/1/2023 12:00,3.3669815,-0.61645126,39.6265984,-104.5859985,277.1968,64.9,81530.0,0.0,-0.01021862,0.0,"39.6265984,-104.5859985","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,5:00,5/1/2023,12:00,0.019,Arapahoe,"39.567887,-104.957193",7.0,39.6265984,-104.5859985,Highlands Ranch,10kgrid_merge2
6,2023-05-01 13:00:00,0.05,1812.2634,0.0536104,0.0,1813,45,218226.0,2023-05-01 13:00:00,0 days,5/1/2023 13:00,3.9262905,-0.05995369,39.6265984,-104.5859985,277.95084,62.1,81560.0,146.3,-0.004770756,0.0,"39.6265984,-104.5859985","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,6:00,5/1/2023,13:00,0.024,Arapahoe,"39.567887,-104.957193",7.0,39.6265984,-104.5859985,Highlands Ranch,10kgrid_merge2
7,2023-05-01 14:00:00,0.05,1812.2634,0.0536104,0.0,1813,45,218227.0,2023-05-01 14:00:00,0 days,5/1/2023 14:00,3.971138,-1.0768738,39.6265984,-104.5859985,280.74994,53.1,81590.0,359.1,0.025087833,0.0,"39.6265984,-104.5859985","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,7:00,5/1/2023,14:00,,Arapahoe,"39.567887,-104.957193",7.0,39.6265984,-104.5859985,Highlands Ranch,10kgrid_merge2
8,2023-05-01 15:00:00,0.05,1812.2634,0.0536104,0.0,1813,45,218228.0,2023-05-01 15:00:00,0 days,5/1/2023 15:00,2.7529526,-1.4389019,39.6265984,-104.5859985,283.04974,44.7,81590.0,566.0,-0.029186726,0.0,"39.6265984,-104.5859985","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,8:00,5/1/2023,15:00,0.033,Arapahoe,"39.567887,-104.957193",7.0,39.6265984,-104.5859985,Highlands Ranch,10kgrid_merge2
9,2023-05-01 16:00:00,0.05,1812.2634,0.0536104,0.0,1813,45,218229.0,2023-05-01 16:00:00,0 days,5/1/2023 16:00,1.7534904,-1.889431,39.6265984,-104.5859985,285.68924,40.0,81590.0,752.0,-0.012863159,0.0,"39.6265984,-104.5859985","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,9:00,5/1/2023,16:00,0.036,Arapahoe,"39.567887,-104.957193",7.0,39.6265984,-104.5859985,Highlands Ranch,10kgrid_merge2
