,date,o3,orog,pop_den,NLCD,elev,site_name,Unnamed: 0,datetime,step,valid_time,u10,v10,point_latitude_x,point_longitude_x,t2m,r2,sp,dswrf,MAXUVV,MAXDVV,point_id,mapped_o,latitude,longitude,county_code,site_number,date_local,time_local,date_gmt,time_gmt,sample_measurement,county,coords_y,site,point_latitude_y,point_longitude_y,real_site_name,ozone_site
0,2023-05-01 07:00:00,0.05,1974.3259,7.1480684,0.0,1962,2,134569.0,2023-05-01 07:00:00,0 days,5/1/2023 7:00,3.4788551,4.5003147,39.3174019,-104.4830017,279.99783,56.9,80040.0,0.0,-0.049639225,0.0,"39.3174019,-104.4830017","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,0:00,5/1/2023,7:00,0.035,Arapahoe,"39.567887,-104.957193",7.0,39.3174019,-104.4830017,Highlands Ranch,10kgrid_merge2
1,2023-05-01 08:00:00,0.05,1974.3259,7.1480684,0.0,1962,2,134570.0,2023-05-01 08:00:00,0 days,5/1/2023 8:00,3.4649963,4.5262756,39.3174019,-104.4830017,279.74765,54.9,79960.0,0.0,-0.03921032,0.0,"39.3174019,-104.4830017","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,1:00,5/1/2023,8:00,0.031,Arapahoe,"39.567887,-104.957193",7.0,39.3174019,-104.4830017,Highlands Ranch,10kgrid_merge2
2,2023-05-01 09:00:00,0.05,1974.3259,7.1480684,0.0,1962,2,134571.0,2023-05-01 09:00:00,0 days,5/1/2023 9:00,3.8020554,3.8716984,39.3174019,-104.4830017,279.04926,63.3,79930.0,0.0,-0.062304497,0.0,"39.3174019,-104.4830017","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,2:00,5/1/2023,9:00,0.029,Arapahoe,"39.567887,-104.957193",7.0,39.3174019,-104.4830017,Highlands Ranch,10kgrid_merge2
3,2023-05-01 10:00:00,0.05,1974.3259,7.1480684,0.0,1962,2,134572.0,2023-05-01 10:00:00,0 days,5/1/2023 10:00,4.025463,2.3919544,39.3174019,-104.4830017,278.2002,60.7,79900.0,0.0,-0.03536129,0.0,"39.3174019,-104.4830017","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,3:00,5/1/2023,10:00,0.02,Arapahoe,"39.567887,-104.957193",7.0,39.3174019,-104.4830017,Highlands Ranch,10kgrid_merge2
4,2023-05-01 11:00:00,0.05,1974.3259,7.1480684,0.0,1962,2,134573.0,2023-05-01 11:00:00,0 days,5/1/2023 11:00,2.0469704,1.1932354,39.3174019,-104.4830017,277.0745,62.1,79910.0,0.0,-0.015008926,0.0,"39.3174019,-104.4830017","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,4:00,5/1/2023,11:00,0.021,Arapahoe,"39.567887,-104.957193",7.0,39.3174019,-104.4830017,Highlands Ranch,10kgrid_merge2
5,2023-05-01 12:00:00,0.05,1974.3259,7.1480684,0.0,1962,2,134574.0,2023-05-01 12:00:00,0 days,5/1/2023 12:00,2.6169815,2.0710487,39.3174019,-104.4830017,275.8843,66.9,79930.0,0.0,-0.07271862,0.0,"39.3174019,-104.4830017","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,5:00,5/1/2023,12:00,0.019,Arapahoe,"39.567887,-104.957193",7.0,39.3174019,-104.4830017,Highlands Ranch,10kgrid_merge2
6,2023-05-01 13:00:00,0.05,1974.3259,7.1480684,0.0,1962,2,134575.0,2023-05-01 13:00:00,0 days,5/1/2023 13:00,1.5512905,0.3775463,39.3174019,-104.4830017,277.70084,71.0,79960.0,147.7,-0.004770756,0.0,"39.3174019,-104.4830017","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,6:00,5/1/2023,13:00,0.024,Arapahoe,"39.567887,-104.957193",7.0,39.3174019,-104.4830017,Highlands Ranch,10kgrid_merge2
7,2023-05-01 14:00:00,0.05,1974.3259,7.1480684,0.0,1962,2,134576.0,2023-05-01 14:00:00,0 days,5/1/2023 14:00,2.658638,-1.2018738,39.3174019,-104.4830017,282.74994,48.3,79990.0,362.6,-0.037412167,0.0,"39.3174019,-104.4830017","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,7:00,5/1/2023,14:00,,Arapahoe,"39.567887,-104.957193",7.0,39.3174019,-104.4830017,Highlands Ranch,10kgrid_merge2
8,2023-05-01 15:00:00,0.05,1974.3259,7.1480684,0.0,1962,2,134577.0,2023-05-01 15:00:00,0 days,5/1/2023 15:00,1.6904526,-2.376402,39.3174019,-104.4830017,285.92474,42.6,79970.0,572.3,-0.029186726,0.0,"39.3174019,-104.4830017","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,8:00,5/1/2023,15:00,0.033,Arapahoe,"39.567887,-104.957193",7.0,39.3174019,-104.4830017,Highlands Ranch,10kgrid_merge2
9,2023-05-01 16:00:00,0.05,1974.3259,7.1480684,0.0,1962,2,134578.0,2023-05-01 16:00:00,0 days,5/1/2023 16:00,-0.18400955,-2.451931,39.3174019,-104.4830017,288.43924,35.0,79980.0,759.0,-0.012863159,0.0,"39.3174019,-104.4830017","39.567887,-104.957193",39.567887,-104.957193,5.0,2.0,5/1/2023,9:00,5/1/2023,16:00,0.036,Arapahoe,"39.567887,-104.957193",7.0,39.3174019,-104.4830017,Highlands Ranch,10kgrid_merge2
