,date,o3,orog,pop_den,NLCD,elev,site_name,Unnamed: 0,datetime,step,valid_time,u10,v10,point_latitude_x,point_longitude_x,t2m,r2,sp,dswrf,MAXUVV,MAXDVV,point_id,mapped_o,latitude,longitude,county_code,site_number,date_local,time_local,date_gmt,time_gmt,sample_measurement,county,coords_y,site,point_latitude_y,point_longitude_y,real_site_name,ozone_site
0,2023-05-01 07:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396433.0,2023-05-01 07:00:00,0 days,5/1/2023 7:00,2.9788551,-3.4996853,39.8328018,-105.2050018,281.87283,47.8,81880.0,0.0,-0.112139225,0.0,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,0:00,5/1/2023,7:00,0.038,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
1,2023-05-01 08:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396434.0,2023-05-01 08:00:00,0 days,5/1/2023 8:00,2.5274963,-4.5362244,39.8328018,-105.2050018,281.56015,47.9,81790.0,0.0,-0.10171032,0.0,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,1:00,5/1/2023,8:00,0.045,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
2,2023-05-01 09:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396435.0,2023-05-01 09:00:00,0 days,5/1/2023 9:00,1.2395554,-4.3158016,39.8328018,-105.2050018,281.29926,47.4,81740.0,0.0,-0.062304497,0.0,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,2:00,5/1/2023,9:00,0.045,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
3,2023-05-01 10:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396436.0,2023-05-01 10:00:00,0 days,5/1/2023 10:00,1.7754631,-4.7330456,39.8328018,-105.2050018,278.8252,63.7,81760.0,0.0,-0.09786129,0.0,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,3:00,5/1/2023,10:00,0.036,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
4,2023-05-01 11:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396437.0,2023-05-01 11:00:00,0 days,5/1/2023 11:00,0.17197037,-4.8067646,39.8328018,-105.2050018,278.137,65.2,81760.0,0.0,-0.07750893,0.0,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,4:00,5/1/2023,11:00,0.03,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
5,2023-05-01 12:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396438.0,2023-05-01 12:00:00,0 days,5/1/2023 12:00,0.6794815,-3.7414513,39.8328018,-105.2050018,276.8218,68.9,81800.0,0.0,-0.07271862,0.0,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,5:00,5/1/2023,12:00,0.031,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
6,2023-05-01 13:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396439.0,2023-05-01 13:00:00,0 days,5/1/2023 13:00,1.0512905,-3.6849537,39.8328018,-105.2050018,277.88834,62.9,81810.0,138.4,-0.067270756,0.0,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,6:00,5/1/2023,13:00,0.028,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
7,2023-05-01 14:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396440.0,2023-05-01 14:00:00,0 days,5/1/2023 14:00,0.158638,-2.3268738,39.8328018,-105.2050018,280.68744,52.1,81850.0,348.3,-0.037412167,0.0,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,7:00,5/1/2023,14:00,0.033,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
8,2023-05-01 15:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396441.0,2023-05-01 15:00:00,0 days,5/1/2023 15:00,-0.30954742,-1.1889019,39.8328018,-105.2050018,282.79974,50.7,81840.0,557.1,-0.029186726,0.0,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,8:00,5/1/2023,15:00,0.038,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
9,2023-05-01 16:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396442.0,2023-05-01 16:00:00,0 days,5/1/2023 16:00,-1.9965096,0.423069,39.8328018,-105.2050018,285.18924,42.8,81810.0,742.0,-0.012863159,0.0625,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,9:00,5/1/2023,16:00,0.037,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
10,2023-05-01 17:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396443.0,2023-05-01 17:00:00,0 days,5/1/2023 17:00,-1.7061176,-0.7798176,39.8328018,-105.2050018,286.93677,38.5,81830.0,883.0,-0.017800331,0.0,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,10:00,5/1/2023,17:00,0.039,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
11,2023-05-01 18:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396444.0,2023-05-01 18:00:00,0 days,5/1/2023 18:00,-2.1876812,-0.99764824,39.8328018,-105.2050018,288.92825,28.4,81830.0,977.0,-0.022806644,0.0625,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,11:00,5/1/2023,18:00,0.04,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
12,2023-05-01 19:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396445.0,2023-05-01 19:00:00,0 days,5/1/2023 19:00,-1.818634,-0.031114578,39.8328018,-105.2050018,290.90845,27.6,81770.0,999.0,0.025901794,0.0625,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,12:00,5/1/2023,19:00,0.043,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
13,2023-05-01 20:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396446.0,2023-05-01 20:00:00,0 days,5/1/2023 20:00,-3.0540295,-1.1641407,39.8328018,-105.2050018,292.27966,27.4,81730.0,963.0,0.017392635,0.0625,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,13:00,5/1/2023,20:00,0.049,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
14,2023-05-01 21:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396447.0,2023-05-01 21:00:00,0 days,5/1/2023 21:00,-2.253214,-0.9785614,39.8328018,-105.2050018,293.3324,23.4,81690.0,869.0,-0.011781693,0.0625,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,14:00,5/1/2023,21:00,0.059,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
15,2023-05-01 22:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396448.0,2023-05-01 22:00:00,0 days,5/1/2023 22:00,-2.1393757,-1.2885132,39.8328018,-105.2050018,293.11514,22.7,81620.0,605.5,0.03087616,0.0,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,15:00,5/1/2023,22:00,0.062,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
16,2023-05-01 23:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396449.0,2023-05-01 23:00:00,0 days,5/1/2023 23:00,-2.6964455,-0.32352448,39.8328018,-105.2050018,293.66467,23.0,81640.0,446.1,0.004598618,0.0625,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,16:00,5/1/2023,23:00,0.066,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
17,2023-05-02 00:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396450.0,2023-05-02 00:00:00,0 days,5/2/2023 0:00,-2.8598366,-1.0788994,39.8328018,-105.2050018,293.3918,23.3,81610.0,123.0,0.023829937,0.0625,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,17:00,5/2/2023,0:00,0.067,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
18,2023-05-02 01:00:00,0.05,1789.5134,88.2040787,0.3333333,1802,79,396451.0,2023-05-02 01:00:00,0 days,5/2/2023 1:00,-2.0307026,-1.6490784,39.8328018,-105.2050018,291.84354,23.4,81610.0,53.2,-0.009526253,0.0,"39.8328018,-105.2050018","39.912799,-105.188587",39.912799,-105.188587,59.0,6.0,5/1/2023,18:00,5/2/2023,1:00,0.067,Jefferson,"39.912799,-105.188587",65.0,39.8328018,-105.2050018,Rocky Flats,10kgrid_merge2
