,Unnamed: 0,date,preds_0,actual,preds_1,preds_2,preds_3,preds_4,preds_5,preds_6,preds_7,site_name,lat,lon
1986,1986,2023-08-12 10:00:00,45.32514,44.0,46.00226,48.074600000000004,47.92428,48.90965,48.063790000000004,47.946677,45.988526,"39.3174019,-104.3799973",39.3174019,-104.3799973
1986,1986,2023-08-12 10:00:00,44.4416,44.0,44.362739999999995,45.875150000000005,45.01661,45.542054,44.29456,44.062354,41.869780000000006,"39.3174019,-104.4830017",39.3174019,-104.4830017
1986,1986,2023-08-12 10:00:00,43.965347,44.0,43.487784000000005,44.605758,43.519855,43.851994,42.391565,42.008333,39.631479999999996,"39.3174019,-104.5859985",39.3174019,-104.5859985
1986,1986,2023-08-12 10:00:00,43.827566999999995,44.0,43.244209999999995,44.26511,43.098148,43.381013,41.895065,41.44204,39.078638,"39.3174019,-104.6900024",39.3174019,-104.6900024
2266,2266,2023-08-12 10:00:00,43.87464,43.0,42.679198,42.3044,40.610697,41.497882,43.034453,42.398468,40.144800000000004,"39.3174019,-104.7929993",39.3174019,-104.7929993
2266,2266,2023-08-12 10:00:00,43.932939999999995,43.0,42.667919999999995,42.277183,40.490230000000004,41.293185,42.916138,42.359784,39.99427,"39.3174019,-104.8960037",39.3174019,-104.8960037
2266,2266,2023-08-12 10:00:00,45.195125000000004,42.0,46.65849,48.698783000000006,48.537240000000004,49.556144,52.251246,49.407627000000005,47.512565,"39.3174019,-104.9990005",39.3174019,-104.9990005
2266,2266,2023-08-12 10:00:00,42.90222,42.0,41.98165,41.90566,40.041234,39.943703,41.92145,37.886225,35.13872,"39.3174019,-105.1019974",39.3174019,-105.1019974
2266,2266,2023-08-12 10:00:00,41.634437000000005,42.0,39.8875,39.33621,37.254735999999994,36.719363,38.825131999999996,35.228904,32.928128,"39.3174019,-105.2050018",39.3174019,-105.2050018
2115,2115,2023-08-12 10:00:00,29.435112999999998,26.0,33.901278,35.900015,38.240894999999995,38.566235,45.836594,39.060418,42.038538,"39.3174019,-105.3079987",39.3174019,-105.3079987
2147,2147,2023-08-12 10:00:00,31.922303,26.0,38.07298,41.51229,45.361523,47.208335,56.51988,49.12937,53.35551,"39.3174019,-105.4110031",39.3174019,-105.4110031
2147,2147,2023-08-12 10:00:00,30.869146999999998,26.0,38.8643,43.225944000000005,48.20523,50.437115,60.46485,55.064883,60.628347,"39.3174019,-105.5139999",39.3174019,-105.5139999
2147,2147,2023-08-12 10:00:00,31.179927,26.0,39.329253,43.89178,48.602123,51.116943,59.169106,55.40179,59.86309,"39.3174019,-105.6169968",39.3174019,-105.6169968
2147,2147,2023-08-12 10:00:00,28.548487,26.0,33.457268,35.580013,37.921842,37.76522,47.010638,39.35197,43.827057,"39.3174019,-105.7200012",39.3174019,-105.7200012
1986,1986,2023-08-12 10:00:00,44.648133,44.0,44.758588,46.700474,46.287306,47.185449999999996,46.213829999999994,46.118173999999996,44.247363,"39.4205017,-104.3799973",39.4205017,-104.3799973
1986,1986,2023-08-12 10:00:00,44.93381,44.0,45.27519,47.371246,46.97146,47.891993,47.00483,46.996973,44.984385,"39.4205017,-104.4830017",39.4205017,-104.4830017
1986,1986,2023-08-12 10:00:00,44.159904,44.0,44.00779,45.510646,44.60393,45.268193,44.19972,44.048156999999996,41.929260000000006,"39.4205017,-104.5859985",39.4205017,-104.5859985
1986,1986,2023-08-12 10:00:00,44.175982000000005,44.0,43.912876000000004,45.24783,44.299565,44.747130000000006,43.52803,43.111995,41.03142,"39.4205017,-104.6900024",39.4205017,-104.6900024
