,Unnamed: 0,date,preds_0,actual,preds_1,preds_2,preds_3,preds_4,preds_5,preds_6,preds_7,site_name,lat,lon
1997,1997,2023-08-12 21:00:00,52.266825000000004,54.0,50.442882000000004,56.908645,52.7497,58.52007,61.13082,61.24133,62.322143000000004,"39.3174019,-104.3799973",39.3174019,-104.3799973
1997,1997,2023-08-12 21:00:00,51.88147,54.0,50.19259,56.020357,51.748283,58.03142,60.606970000000004,60.895175,62.236636999999995,"39.3174019,-104.4830017",39.3174019,-104.4830017
1997,1997,2023-08-12 21:00:00,51.670246000000006,54.0,50.278664,54.683127,51.045436,55.36199,57.492763000000004,57.695035,58.973406,"39.3174019,-104.5859985",39.3174019,-104.5859985
1997,1997,2023-08-12 21:00:00,51.50589,54.0,50.343074,54.39067,50.862382999999994,55.246968,57.468563,57.97361,59.495077,"39.3174019,-104.6900024",39.3174019,-104.6900024
2277,2277,2023-08-12 21:00:00,51.620386999999994,51.0,49.880598,51.265784000000004,49.19736,51.637605,53.814189999999996,56.086144999999995,57.109643,"39.3174019,-104.7929993",39.3174019,-104.7929993
2277,2277,2023-08-12 21:00:00,52.427620000000005,51.0,50.604016,52.098527999999995,50.179966,52.018080000000005,54.24936,56.162532,57.110910000000004,"39.3174019,-104.8960037",39.3174019,-104.8960037
2277,2277,2023-08-12 21:00:00,50.69927,53.0,52.733973000000006,51.893170000000005,52.07136,53.312995,55.021390000000004,56.660945999999996,57.144966,"39.3174019,-104.9990005",39.3174019,-104.9990005
2277,2277,2023-08-12 21:00:00,50.90787,53.0,52.14221,50.832078,50.370317,51.126454,52.640350000000005,54.030519999999996,54.400865,"39.3174019,-105.1019974",39.3174019,-105.1019974
2277,2277,2023-08-12 21:00:00,51.156037000000005,53.0,53.485352999999996,52.5493,51.220242,51.782068,53.147600000000004,54.865465,55.156591999999996,"39.3174019,-105.2050018",39.3174019,-105.2050018
2126,2126,2023-08-12 21:00:00,53.20432,50.0,54.940727,57.079416,55.600766,50.032545,50.648496,53.488974,54.784729999999996,"39.3174019,-105.3079987",39.3174019,-105.3079987
2158,2158,2023-08-12 21:00:00,52.130900000000004,50.0,51.694565,54.15083,53.06864,45.53645,46.730183000000004,50.22397,51.616926,"39.3174019,-105.4110031",39.3174019,-105.4110031
2158,2158,2023-08-12 21:00:00,51.194713,50.0,51.48717,51.487505000000006,50.623965,46.928883,46.748243,48.255004,49.41115,"39.3174019,-105.5139999",39.3174019,-105.5139999
2158,2158,2023-08-12 21:00:00,51.738247,50.0,53.071752,53.028733,51.79957,47.906591999999996,47.93357,49.378440000000005,50.34902,"39.3174019,-105.6169968",39.3174019,-105.6169968
2158,2158,2023-08-12 21:00:00,52.867132999999995,50.0,53.92955,56.101456,54.836374,47.562439999999995,47.28330699999999,49.262088000000006,50.278593,"39.3174019,-105.7200012",39.3174019,-105.7200012
