,Unnamed: 0,date,preds_0,actual,preds_1,preds_2,preds_3,preds_4,preds_5,preds_6,preds_7,site_name,lat,lon
1996,1996,2023-08-12 20:00:00,48.252627,50.0,55.98514,50.91506,57.900715999999996,60.935635000000005,61.05832,62.194105,62.445401999999994,"39.3174019,-104.3799973",39.3174019,-104.3799973
1996,1996,2023-08-12 20:00:00,48.227523,50.0,55.634405,50.335843,57.99601,61.037189999999995,61.364528,62.817104,63.19851,"39.3174019,-104.4830017",39.3174019,-104.4830017
1996,1996,2023-08-12 20:00:00,48.467102999999994,50.0,54.147266,49.661353,54.866575,57.372257000000005,57.603367000000006,59.003237999999996,59.360873,"39.3174019,-104.5859985",39.3174019,-104.5859985
1996,1996,2023-08-12 20:00:00,48.686456,50.0,54.005314,49.624182000000005,54.94746,57.58375,58.165092,59.837559999999996,60.182184,"39.3174019,-104.6900024",39.3174019,-104.6900024
2276,2276,2023-08-12 20:00:00,48.183728,50.0,49.97604,47.323015000000005,50.42838999999999,53.174310000000006,55.941987999999995,57.12535,57.556394,"39.3174019,-104.7929993",39.3174019,-104.7929993
2276,2276,2023-08-12 20:00:00,48.29126,50.0,50.099228000000004,47.665752,50.038245,52.896492,55.25829,56.366745,56.825109999999995,"39.3174019,-104.8960037",39.3174019,-104.8960037
2276,2276,2023-08-12 20:00:00,52.029002,50.0,50.99926,51.224157,52.791185999999996,54.896377,56.821704000000004,57.3605,57.672173,"39.3174019,-104.9990005",39.3174019,-104.9990005
2276,2276,2023-08-12 20:00:00,51.257614,50.0,49.60489,49.020283,49.96851,51.85891,53.570750000000004,54.01899,53.968799999999995,"39.3174019,-105.1019974",39.3174019,-105.1019974
2276,2276,2023-08-12 20:00:00,52.137647,50.0,51.022360000000006,49.3932,50.082467,51.769793,53.888563,54.247163,54.298646999999995,"39.3174019,-105.2050018",39.3174019,-105.2050018
2125,2125,2023-08-12 20:00:00,52.680377,51.0,55.169385,53.548567,47.576215,48.245713,51.389854,52.8215,53.198174,"39.3174019,-105.3079987",39.3174019,-105.3079987
2157,2157,2023-08-12 20:00:00,50.58492,51.0,53.358927,52.222933999999995,44.56157,45.77938,49.426083000000006,50.887622,51.154517,"39.3174019,-105.4110031",39.3174019,-105.4110031
2157,2157,2023-08-12 20:00:00,51.399946,51.0,51.40041,50.355990000000006,46.114407,45.908634,47.61878,48.910186,49.894147,"39.3174019,-105.5139999",39.3174019,-105.5139999
2157,2157,2023-08-12 20:00:00,52.55913,51.0,52.503474000000004,51.12587,47.012974,47.041435,48.582226,49.62448,50.383106,"39.3174019,-105.6169968",39.3174019,-105.6169968
2157,2157,2023-08-12 20:00:00,51.937796,51.0,54.296345,52.974630000000005,45.561768,45.271437999999996,47.473848,48.726603,49.20637,"39.3174019,-105.7200012",39.3174019,-105.7200012
1996,1996,2023-08-12 20:00:00,48.981108,50.0,54.8909,51.099554,56.639787,58.893867,58.993425,60.228421999999995,60.613208,"39.4205017,-104.3799973",39.4205017,-104.3799973
1996,1996,2023-08-12 20:00:00,49.01443,50.0,53.970534,50.770506,55.583864,57.426140000000004,57.512969999999996,58.651578,59.037976,"39.4205017,-104.4830017",39.4205017,-104.4830017
1996,1996,2023-08-12 20:00:00,49.113076,50.0,53.930588,50.85689,55.753632999999994,57.64976,58.016850000000005,59.393514,59.861038,"39.4205017,-104.5859985",39.4205017,-104.5859985
1996,1996,2023-08-12 20:00:00,48.68994,50.0,53.484377,49.6991,54.769546000000005,56.790307,57.307877,58.842286,59.312697,"39.4205017,-104.6900024",39.4205017,-104.6900024
2243,2243,2023-08-12 20:00:00,48.73044,50.0,50.63048,49.004346,51.59357,54.058414,56.379918,57.585829999999994,58.157149999999994,"39.4205017,-104.7929993",39.4205017,-104.7929993
2243,2243,2023-08-12 20:00:00,48.16168,50.0,49.985398,47.658246,50.50315,53.054154,55.634696,56.923516,57.605676,"39.4205017,-104.8960037",39.4205017,-104.8960037
2276,2276,2023-08-12 20:00:00,52.46024,50.0,51.771480000000004,51.495715999999994,53.68129,56.16463,58.722872,59.377603,60.000896,"39.4205017,-104.9990005",39.4205017,-104.9990005
2276,2276,2023-08-12 20:00:00,52.899483999999994,50.0,51.935505,51.89213,53.91693,56.295563,58.626283,59.10427,59.350319999999996,"39.4205017,-105.1019974",39.4205017,-105.1019974
2276,2276,2023-08-12 20:00:00,52.528933,50.0,51.243924,50.818715,51.994133999999995,53.717665,55.355340000000005,55.76501,55.95199,"39.4205017,-105.2050018",39.4205017,-105.2050018
2155,2155,2023-08-12 20:00:00,52.15707,51.0,53.177778,53.526536,47.413282,47.039412000000006,49.028393,49.886390000000006,50.13423,"39.4205017,-105.3079987",39.4205017,-105.3079987
2155,2155,2023-08-12 20:00:00,51.78709,51.0,52.708536,51.997952,46.447877,46.251155000000004,48.343748,49.286462,49.612379999999995,"39.4205017,-105.4110031",39.4205017,-105.4110031
2155,2155,2023-08-12 20:00:00,51.448510000000006,51.0,51.724869999999996,50.789606,44.215039999999995,43.57277,45.90996,47.22535,47.750494999999994,"39.4205017,-105.5139999",39.4205017,-105.5139999
2157,2157,2023-08-12 20:00:00,54.958023000000004,51.0,56.307767,55.502504,51.473126,51.70497,53.703956,55.314750000000004,56.59079,"39.4205017,-105.6169968",39.4205017,-105.6169968
2157,2157,2023-08-12 20:00:00,54.137286,51.0,55.86152,54.581374000000004,51.456798,51.834396999999996,53.739827,54.953754,56.174586999999995,"39.4205017,-105.7200012",39.4205017,-105.7200012
1879,1879,2023-08-12 20:00:00,49.135934999999996,50.0,54.15839,50.79464,55.734757,57.48604,57.57923,58.68413,59.044560000000004,"39.5236015,-104.3799973",39.5236015,-104.3799973
1879,1879,2023-08-12 20:00:00,48.949647999999996,50.0,54.097068,50.474722,56.50251,59.194036,59.52023,60.854644,61.254546,"39.5236015,-104.4830017",39.5236015,-104.4830017
1879,1879,2023-08-12 20:00:00,48.845362,50.0,53.240206,50.015792000000005,55.008269999999996,57.209655999999995,57.694286,59.188552,59.66382,"39.5236015,-104.5859985",39.5236015,-104.5859985
1996,1996,2023-08-12 20:00:00,48.96876,50.0,54.010123,50.53291,55.6725,57.914781999999995,58.330648,59.801344,60.236900000000006,"39.5236015,-104.6900024",39.5236015,-104.6900024
2151,2151,2023-08-12 20:00:00,48.71825,50.0,51.186312,49.678795,52.737925,55.391435,57.57879,58.676970000000004,59.187419999999996,"39.5236015,-104.7929993",39.5236015,-104.7929993
2243,2243,2023-08-12 20:00:00,48.551597,50.0,50.927956,49.167950000000005,51.99886,54.624323000000004,56.962118,58.03057,58.524527,"39.5236015,-104.8960037",39.5236015,-104.8960037
2243,2243,2023-08-12 20:00:00,48.671097,50.0,51.158868000000005,49.215175,52.138816999999996,54.842222,57.27579,58.461174,59.015773,"39.5236015,-104.9990005",39.5236015,-104.9990005
2243,2243,2023-08-12 20:00:00,52.24511,50.0,51.282227,51.47364,53.64786,56.729108000000004,59.47086,60.123123,60.494423,"39.5236015,-105.1019974",39.5236015,-105.1019974
2275,2275,2023-08-12 20:00:00,52.39719,50.0,51.041413,50.369404,52.247595000000004,54.61564,57.265381999999995,57.842955,57.959526999999994,"39.5236015,-105.2050018",39.5236015,-105.2050018
2155,2155,2023-08-12 20:00:00,52.031763000000005,51.0,53.671394,53.363018,48.15882,48.460793,51.313538,52.690439999999995,53.156294,"39.5236015,-105.3079987",39.5236015,-105.3079987
2155,2155,2023-08-12 20:00:00,51.338237,51.0,51.668060000000004,49.77061,45.028273,45.235026999999995,47.357596,48.610087,49.251888,"39.5236015,-105.4110031",39.5236015,-105.4110031
2155,2155,2023-08-12 20:00:00,48.08407,51.0,47.302183,45.74473,40.79697,40.794183,42.75669,43.89034,44.572703999999995,"39.5236015,-105.5139999",39.5236015,-105.5139999
2155,2155,2023-08-12 20:00:00,52.402403,51.0,51.958207,49.991965,47.352795,47.175363,48.924471999999994,50.15086,51.567234000000006,"39.5236015,-105.6169968",39.5236015,-105.6169968
2309,2309,2023-08-12 20:00:00,52.75463,50.0,49.850159999999995,44.98364,44.584457,43.669246,45.605897999999996,47.10122,48.0884,"39.5236015,-105.7200012",39.5236015,-105.7200012
1879,1879,2023-08-12 20:00:00,48.973985,50.0,54.33446,50.641510000000004,56.811288000000005,60.00933,60.03868,61.441492000000004,61.71041,"39.6265984,-104.3799973",39.6265984,-104.3799973
1879,1879,2023-08-12 20:00:00,49.165886,50.0,54.330982,50.661224999999995,56.20587,59.264686,59.36296,60.782477,61.18054,"39.6265984,-104.4830017",39.6265984,-104.4830017
1879,1879,2023-08-12 20:00:00,49.111422000000005,50.0,53.80607,50.08298,55.758790000000005,58.950450000000004,59.34048,60.94471,61.478402,"39.6265984,-104.5859985",39.6265984,-104.5859985
1879,1879,2023-08-12 20:00:00,49.064305000000004,50.0,55.626743,50.96764,58.140635,61.785735,62.216255999999994,63.79794,64.19046,"39.6265984,-104.6900024",39.6265984,-104.6900024
2034,2034,2023-08-12 20:00:00,48.437893,50.0,51.905308,49.643609999999995,52.883677,56.054905000000005,58.79491,60.01425,60.519863,"39.6265984,-104.7929993",39.6265984,-104.7929993
1824,1824,2023-08-12 20:00:00,48.72152,50.0,51.56389,49.764168,52.66461,55.789758,58.366396,59.44784,59.83567,"39.6265984,-104.8960037",39.6265984,-104.8960037
2126,2126,2023-08-12 20:00:00,48.28852,50.0,51.042683,49.721118000000004,53.274527,56.651812,59.21344,60.216103,60.56821,"39.6265984,-104.9990005",39.6265984,-104.9990005
2275,2275,2023-08-12 20:00:00,52.496254,50.0,51.884874999999994,52.187684999999995,54.001484000000005,56.703474,59.087694000000006,59.70156,60.225803,"39.6265984,-105.1019974",39.6265984,-105.1019974
2343,2343,2023-08-12 20:00:00,53.246219999999994,54.0,54.504780000000004,52.91999,52.81258,54.89069,56.108239999999995,56.747817,57.087053,"39.6265984,-105.2050018",39.6265984,-105.2050018
2155,2155,2023-08-12 20:00:00,51.50676,51.0,53.510975,53.681270000000005,48.74152,49.31474,51.873284999999996,52.99295,53.322665,"39.6265984,-105.3079987",39.6265984,-105.3079987
2155,2155,2023-08-12 20:00:00,51.456694,51.0,51.98804,50.74854,45.000054,45.616347000000005,47.510926000000005,48.503198,48.821076999999995,"39.6265984,-105.4110031",39.6265984,-105.4110031
2308,2308,2023-08-12 20:00:00,52.662928,50.0,47.553197,44.191767,44.220727000000004,43.519034999999995,45.356333,46.706962999999995,47.27787,"39.6265984,-105.5139999",39.6265984,-105.5139999
2308,2308,2023-08-12 20:00:00,51.09946,50.0,45.208633,41.855025999999995,42.1366,41.96486,43.687016,45.07395,46.353795000000005,"39.6265984,-105.6169968",39.6265984,-105.6169968
2309,2309,2023-08-12 20:00:00,53.56047,50.0,49.30972,47.698546,47.14861,47.260996,49.171186999999996,50.793745,52.265372,"39.6265984,-105.7200012",39.6265984,-105.7200012
1995,1995,2023-08-12 20:00:00,49.044404,50.0,54.119783999999996,50.834103999999996,56.33117,59.171389999999995,59.169095,60.373332000000005,60.500346,"39.7296982,-104.3799973",39.7296982,-104.3799973
1995,1995,2023-08-12 20:00:00,49.151234,50.0,54.983296,51.0959,57.943992,61.530374,61.813123999999995,63.215090000000004,63.399620000000006,"39.7296982,-104.4830017",39.7296982,-104.4830017
1995,1995,2023-08-12 20:00:00,49.057383,50.0,55.505164,51.069282,58.54282,62.50356,62.788709999999995,64.24101999999999,64.43509,"39.7296982,-104.5859985",39.7296982,-104.5859985
1995,1995,2023-08-12 20:00:00,49.024347000000006,50.0,55.50386,50.943844,57.79341,61.217766,61.354335000000006,62.80415,63.11161,"39.7296982,-104.6900024",39.7296982,-104.6900024
1903,1903,2023-08-12 20:00:00,56.503280000000004,55.0,50.528467,52.301140000000004,55.656053,55.838975999999995,58.472436,60.147908,59.616745,"39.7296982,-104.7929993",39.7296982,-104.7929993
1950,1950,2023-08-12 20:00:00,57.036829999999995,54.0,50.200067000000004,52.3504,53.646840000000005,57.920154000000004,59.956506,61.679511999999995,62.423777,"39.7296982,-104.8960037",39.7296982,-104.8960037
1950,1950,2023-08-12 20:00:00,55.904586,54.0,49.629476,51.561788,52.68002,56.516383000000005,58.277953000000004,59.790317,60.60525,"39.7296982,-104.9990005",39.7296982,-104.9990005
2259,2259,2023-08-12 20:00:00,52.49731,54.0,55.91955,57.010155,56.4251,58.469409999999996,59.334613000000004,60.093045,60.523720000000004,"39.7296982,-105.1019974",39.7296982,-105.1019974
2259,2259,2023-08-12 20:00:00,52.413523,54.0,55.880174,57.205573,57.082646000000004,59.1562,60.19729,60.762607,61.170407000000004,"39.7296982,-105.2050018",39.7296982,-105.2050018
2071,2071,2023-08-12 20:00:00,51.35888,51.0,53.132545,54.015010000000004,49.304392,50.136175,52.05677,53.054615999999996,53.42008,"39.7296982,-105.3079987",39.7296982,-105.3079987
2224,2224,2023-08-12 20:00:00,55.05944,50.0,52.488859999999995,50.636988,50.825799999999994,50.32708,52.34498,53.524986,53.785115000000005,"39.7296982,-105.4110031",39.7296982,-105.4110031
2224,2224,2023-08-12 20:00:00,55.32946,50.0,53.39936,50.527573,49.619112,48.693776,52.120965,54.190215,54.599132000000004,"39.7296982,-105.5139999",39.7296982,-105.5139999
2308,2308,2023-08-12 20:00:00,48.694264000000004,50.0,39.912887,35.618257,35.23608,35.10221,36.927726,38.1325,38.839999999999996,"39.7296982,-105.6169968",39.7296982,-105.6169968
2308,2308,2023-08-12 20:00:00,51.747166,50.0,45.781843,43.78589,42.17946,42.232987,44.5097,46.231754,47.381718000000006,"39.7296982,-105.7200012",39.7296982,-105.7200012
