,Unnamed: 0,date,preds_0,actual,preds_1,preds_2,preds_3,preds_4,preds_5,preds_6,preds_7,site_name,lat,lon
1994,1994,2023-08-12 18:00:00,42.42492,48.0,52.715395,57.13521,57.308935,58.83868,59.1497,59.377737,59.57747,"39.3174019,-104.3799973",39.3174019,-104.3799973
1994,1994,2023-08-12 18:00:00,42.124625,48.0,53.61664,58.101535000000005,58.570724,60.5625,61.048713,61.249356999999996,61.416693,"39.3174019,-104.4830017",39.3174019,-104.4830017
1994,1994,2023-08-12 18:00:00,41.792500000000004,48.0,51.110457999999994,55.315334,55.688005,57.858117,58.378544,58.495211999999995,58.627922,"39.3174019,-104.5859985",39.3174019,-104.5859985
1994,1994,2023-08-12 18:00:00,41.865463999999996,48.0,51.39341,55.733427,56.639712,59.108425,59.580013,59.648998,59.775118,"39.3174019,-104.6900024",39.3174019,-104.6900024
2274,2274,2023-08-12 18:00:00,39.16196,43.0,44.835586,49.559772,54.038424,55.835478,56.439713000000005,57.01625,57.44219,"39.3174019,-104.7929993",39.3174019,-104.7929993
2274,2274,2023-08-12 18:00:00,39.433796,43.0,43.86148,48.939539999999994,52.918274000000004,54.667197,55.32855,55.979929999999996,56.428317,"39.3174019,-104.8960037",39.3174019,-104.8960037
2274,2274,2023-08-12 18:00:00,45.38401,45.0,48.4457,52.174980000000005,55.28172,56.08034,56.49945,56.742180000000005,57.891079999999995,"39.3174019,-104.9990005",39.3174019,-104.9990005
2274,2274,2023-08-12 18:00:00,43.976071999999995,45.0,45.910336,49.342323,52.14334,52.832305000000005,52.760176,52.784216,53.60227,"39.3174019,-105.1019974",39.3174019,-105.1019974
2274,2274,2023-08-12 18:00:00,42.82888,45.0,44.080477,47.156937000000006,50.914038000000005,51.55203,51.646142999999995,51.703744,52.34487,"39.3174019,-105.2050018",39.3174019,-105.2050018
2123,2123,2023-08-12 18:00:00,50.632400000000004,53.0,40.73466,41.758843,46.325736,48.410114,48.958845000000004,49.186524000000006,49.450109999999995,"39.3174019,-105.3079987",39.3174019,-105.3079987
2155,2155,2023-08-12 18:00:00,51.412991999999996,53.0,39.775494,41.38852,45.88182,47.698267,48.027347999999996,48.17188,48.33962,"39.3174019,-105.4110031",39.3174019,-105.4110031
2155,2155,2023-08-12 18:00:00,50.770868,53.0,42.21449,41.865677,44.553200000000004,46.502586,47.922246,48.88592,49.749725000000005,"39.3174019,-105.5139999",39.3174019,-105.5139999
2155,2155,2023-08-12 18:00:00,50.285723,53.0,42.167358,42.21713,44.796467,46.51125,47.770273,48.652153,49.498435,"39.3174019,-105.6169968",39.3174019,-105.6169968
2155,2155,2023-08-12 18:00:00,51.259930000000004,53.0,39.75323,39.301336,42.796545,44.966727,45.948505,46.451147999999996,46.89542,"39.3174019,-105.7200012",39.3174019,-105.7200012
1994,1994,2023-08-12 18:00:00,42.590849999999996,48.0,52.621394,56.335570000000004,56.489993000000005,58.29364,58.808676999999996,58.99886,59.168357,"39.4205017,-104.3799973",39.4205017,-104.3799973
1994,1994,2023-08-12 18:00:00,42.93974,48.0,52.247796,55.427108000000004,55.567794,57.314478,57.860266,58.10817,58.325022,"39.4205017,-104.4830017",39.4205017,-104.4830017
1994,1994,2023-08-12 18:00:00,43.140862,48.0,52.699137,56.013335,56.61118,58.715805,59.37186,59.569437,59.764255000000006,"39.4205017,-104.5859985",39.4205017,-104.5859985
1994,1994,2023-08-12 18:00:00,42.177428000000006,48.0,51.543918,54.88165,55.68593,57.941455000000005,58.578216000000005,58.775112,58.954584999999994,"39.4205017,-104.6900024",39.4205017,-104.6900024
2241,2241,2023-08-12 18:00:00,40.269,43.0,45.548595,50.107654000000004,54.038078000000006,55.904754000000004,56.701153999999995,57.373162,57.889674,"39.4205017,-104.7929993",39.4205017,-104.7929993
2241,2241,2023-08-12 18:00:00,39.470855,43.0,44.858348,49.353175,53.676743,55.732638,56.738555000000005,57.693639999999995,58.37238,"39.4205017,-104.8960037",39.4205017,-104.8960037
2274,2274,2023-08-12 18:00:00,44.57821,45.0,48.754893,53.15395,57.296738,58.270443,59.111383000000004,59.290364,60.59212,"39.4205017,-104.9990005",39.4205017,-104.9990005
2274,2274,2023-08-12 18:00:00,44.939544,45.0,48.599700000000006,52.687667,56.321237,57.006717,57.332467,57.601344,58.742777000000004,"39.4205017,-105.1019974",39.4205017,-105.1019974
2274,2274,2023-08-12 18:00:00,44.40051,45.0,46.723496000000004,50.177194,53.3421,54.119572,54.4711,54.635253,55.53212,"39.4205017,-105.2050018",39.4205017,-105.2050018
