,Unnamed: 0,date,preds_0,actual,preds_1,preds_2,preds_3,preds_4,preds_5,preds_6,preds_7,site_name,lat,lon
1978,1978,2023-08-12 02:00:00,48.150536,41.0,51.456142,52.440334,54.837562,56.834143,57.552926,59.8753,61.502993,"39.3174019,-104.3799973",39.3174019,-104.3799973
1978,1978,2023-08-12 02:00:00,47.30549,41.0,49.207634999999996,50.179888,52.21227,54.09674,54.712984999999996,56.811728,58.255553,"39.3174019,-104.4830017",39.3174019,-104.4830017
1978,1978,2023-08-12 02:00:00,47.105442999999994,41.0,48.494473000000006,49.24658,50.938245,52.488215,52.874062,54.677334,55.86759,"39.3174019,-104.5859985",39.3174019,-104.5859985
1978,1978,2023-08-12 02:00:00,46.50049,41.0,47.895446,48.15989,49.70892,51.136248,51.307704,53.051019999999994,54.247633,"39.3174019,-104.6900024",39.3174019,-104.6900024
2258,2258,2023-08-12 02:00:00,40.638242,40.0,44.67156,47.861606,52.54985,53.378716,52.05478,54.265484,53.422187,"39.3174019,-104.7929993",39.3174019,-104.7929993
2258,2258,2023-08-12 02:00:00,40.45869,40.0,44.389803,47.34067,51.945212999999995,52.607276,51.28581,53.45537,52.679863,"39.3174019,-104.8960037",39.3174019,-104.8960037
2258,2258,2023-08-12 02:00:00,41.61743,41.0,46.2936,49.002677,52.65301,53.812064,52.174296000000005,53.63707,54.50642,"39.3174019,-104.9990005",39.3174019,-104.9990005
2258,2258,2023-08-12 02:00:00,37.760694,41.0,39.994314,42.203058,46.586546999999996,47.10853,45.101263,45.479193,45.285642,"39.3174019,-105.1019974",39.3174019,-105.1019974
2258,2258,2023-08-12 02:00:00,39.388824,41.0,43.566093,46.3203,50.652429999999995,51.500150000000005,49.60212,49.301520000000004,48.994040000000005,"39.3174019,-105.2050018",39.3174019,-105.2050018
2107,2107,2023-08-12 02:00:00,27.949993,42.0,32.668985,39.575938,44.902958,45.248173,46.278715,47.642794,45.84875,"39.3174019,-105.3079987",39.3174019,-105.3079987
2139,2139,2023-08-12 02:00:00,28.069219,42.0,30.817088,37.251039999999996,43.399964,44.808853,46.280693,45.87286,45.19209,"39.3174019,-105.4110031",39.3174019,-105.4110031
2139,2139,2023-08-12 02:00:00,29.906599,42.0,35.759903,43.10126,48.301805,49.226597,49.720816,51.450312,50.368838,"39.3174019,-105.5139999",39.3174019,-105.5139999
2139,2139,2023-08-12 02:00:00,32.755233000000004,42.0,38.34924,45.013953,49.463708000000004,50.538514,51.27703,52.765884,51.880072999999996,"39.3174019,-105.6169968",39.3174019,-105.6169968
2139,2139,2023-08-12 02:00:00,28.952142,42.0,32.343022999999995,39.041713,45.66447,47.271705999999995,48.621684,50.709218,50.283253,"39.3174019,-105.7200012",39.3174019,-105.7200012
1978,1978,2023-08-12 02:00:00,47.524273,41.0,50.31881,50.809156,52.755192,54.61517,55.307012,57.347897,58.75101,"39.4205017,-104.3799973",39.4205017,-104.3799973
1978,1978,2023-08-12 02:00:00,47.505528,41.0,49.74846,50.0484,51.445164,52.784684999999996,53.129549999999995,54.871086,56.117773,"39.4205017,-104.4830017",39.4205017,-104.4830017
1978,1978,2023-08-12 02:00:00,47.45007,41.0,49.069427,49.508723999999994,50.97414,52.435410000000005,52.808389999999996,54.534853,55.66094,"39.4205017,-104.5859985",39.4205017,-104.5859985
1978,1978,2023-08-12 02:00:00,47.222550000000005,41.0,49.023066,49.680932999999996,51.346637,53.209603,53.585146,55.33048,56.618378,"39.4205017,-104.6900024",39.4205017,-104.6900024
2225,2225,2023-08-12 02:00:00,41.79261,40.0,46.170655999999994,49.187765,53.880364,55.275794000000005,54.26624,56.55342,55.821784,"39.4205017,-104.7929993",39.4205017,-104.7929993
2225,2225,2023-08-12 02:00:00,41.449007,40.0,46.089444,48.825874999999996,54.778647,56.472950000000004,54.9628,57.421229999999994,56.628827,"39.4205017,-104.8960037",39.4205017,-104.8960037
2258,2258,2023-08-12 02:00:00,42.810764,41.0,47.589104999999996,50.359443,54.617636,56.330115,54.77138,56.09993,57.106860000000005,"39.4205017,-104.9990005",39.4205017,-104.9990005
2258,2258,2023-08-12 02:00:00,40.94125,41.0,45.171049999999994,48.031297,52.326147000000006,54.275673000000005,52.922487,54.401882,55.137592999999995,"39.4205017,-105.1019974",39.4205017,-105.1019974
2258,2258,2023-08-12 02:00:00,40.77319,41.0,44.80045,47.186732,52.615995999999996,55.002210000000005,52.987456,53.56825,53.263888,"39.4205017,-105.2050018",39.4205017,-105.2050018
2137,2137,2023-08-12 02:00:00,28.99314,42.0,33.404335,39.433113999999996,45.182396,46.47055,47.931504,50.254293,50.223924000000004,"39.4205017,-105.3079987",39.4205017,-105.3079987
2137,2137,2023-08-12 02:00:00,29.397177,42.0,34.471128,42.136397,48.442803,49.246565,49.682904,52.246790000000004,51.730573,"39.4205017,-105.4110031",39.4205017,-105.4110031
2137,2137,2023-08-12 02:00:00,28.653095,42.0,33.344515,40.72972,46.79108,47.798563,49.330145,52.041360000000005,51.15558,"39.4205017,-105.5139999",39.4205017,-105.5139999
2139,2139,2023-08-12 02:00:00,31.541819999999998,42.0,38.785427999999996,47.41715,55.641073999999996,52.62399,54.310570000000006,56.646094,56.01823,"39.4205017,-105.6169968",39.4205017,-105.6169968
2139,2139,2023-08-12 02:00:00,28.985958999999998,42.0,34.85336,45.240995,55.50148,57.291653,59.786882,62.774449999999995,61.52958,"39.4205017,-105.7200012",39.4205017,-105.7200012
1861,1861,2023-08-12 02:00:00,47.81056,41.0,50.539814,50.699797,52.378826000000004,54.005772,54.58019,56.471109999999996,57.78081,"39.5236015,-104.3799973",39.5236015,-104.3799973
1861,1861,2023-08-12 02:00:00,47.762394,41.0,50.62891,51.11798,53.08014,54.856215,55.420782,57.267725,58.531392000000004,"39.5236015,-104.4830017",39.5236015,-104.4830017
1861,1861,2023-08-12 02:00:00,47.2952,41.0,49.531084,49.886663,51.283075999999994,52.446138000000005,52.533987999999994,54.011736,55.058893,"39.5236015,-104.5859985",39.5236015,-104.5859985
1978,1978,2023-08-12 02:00:00,46.907455,41.0,48.636253999999994,49.132157,50.622933,52.036922,52.10865,53.659916,54.763295,"39.5236015,-104.6900024",39.5236015,-104.6900024
2133,2133,2023-08-12 02:00:00,41.39503,40.0,45.70298,48.618857,53.078140000000005,54.64046999999999,53.560990000000004,56.007877,55.424806,"39.5236015,-104.7929993",39.5236015,-104.7929993
2225,2225,2023-08-12 02:00:00,41.305646,40.0,45.547566999999994,48.375964,53.611655,55.378556,54.429732,56.69743,55.770982,"39.5236015,-104.8960037",39.5236015,-104.8960037
2225,2225,2023-08-12 02:00:00,41.137747000000005,40.0,45.029970000000006,47.778774000000006,53.203244,54.48513,53.117007,55.175405,54.34948,"39.5236015,-104.9990005",39.5236015,-104.9990005
2225,2225,2023-08-12 02:00:00,42.539038,41.0,47.107793,49.0748,52.536488,53.319048,51.784664,52.479386000000005,52.815076000000005,"39.5236015,-105.1019974",39.5236015,-105.1019974
2257,2257,2023-08-12 02:00:00,40.62384,41.0,43.97475,47.505480000000006,52.030395999999996,52.82422,50.716724,50.706446,49.772527,"39.5236015,-105.2050018",39.5236015,-105.2050018
2137,2137,2023-08-12 02:00:00,27.777462999999997,42.0,30.782571,36.94082,42.655163,43.640006,44.79442,46.05194,44.80094,"39.5236015,-105.3079987",39.5236015,-105.3079987
