,date,preds_0_Sunnyside,actual,preds_1_Sunnyside,preds_2_Sunnyside,preds_3_Sunnyside,preds_4_Sunnyside,preds_5_Sunnyside,site_name,lat,lon
0,2023-05-02 05:00:00+00:00,0.027142966,0.037,0.0301468,0.019252967,0.023866395,0.022276523,0.022793157,Sunnyside,39.77949,-105.00518
1,2023-05-02 06:00:00+00:00,0.03323686,0.039,0.024200046,0.026487075,0.018099707,0.021711234,0.020447714,Sunnyside,39.77949,-105.00518
2,2023-05-02 07:00:00+00:00,0.03423044,0.038,0.028661847,0.021627175,0.023396855,0.016789349,0.019625828,Sunnyside,39.77949,-105.00518
3,2023-05-02 08:00:00+00:00,0.033467542,0.035,0.029767938,0.025228437,0.019644817,0.021033151,0.015858153,Sunnyside,39.77949,-105.00518
4,2023-05-02 09:00:00+00:00,0.030337222,0.036,0.028849088,0.025750332,0.02205955,0.017624438,0.018709755,Sunnyside,39.77949,-105.00518
5,2023-05-02 10:00:00+00:00,0.031441383,0.035,0.025863541,0.02462507,0.022123443,0.019202057,0.015752733,Sunnyside,39.77949,-105.00518
6,2023-05-02 11:00:00+00:00,0.028994812,0.028999999999999998,0.025394306,0.02079436,0.019819543,0.017866274,0.015618748,Sunnyside,39.77949,-105.00518
7,2023-05-02 12:00:00+00:00,0.022954816,0.027000000000000003,0.022949744,0.020133423,0.01668571,0.01596124,0.014499313,Sunnyside,39.77949,-105.00518
8,2023-05-02 13:00:00+00:00,0.025209313,0.034,0.021596085,0.021592654,0.01966793,0.017301667,0.016796073,Sunnyside,39.77949,-105.00518
9,2023-05-02 14:00:00+00:00,0.035268392,0.036,0.027388664,0.025119537,0.025117356,0.023862693,0.022314038,Sunnyside,39.77949,-105.00518
10,2023-05-02 15:00:00+00:00,0.03698157,0.035,0.03628429,0.030910036,0.029419743,0.029418288,0.028587751,Sunnyside,39.77949,-105.00518
11,2023-05-02 16:00:00+00:00,0.036675334,0.035,0.038668256,0.03815232,0.034393422,0.033408154,0.03340722,Sunnyside,39.77949,-105.00518
12,2023-05-02 17:00:00+00:00,0.037302505,0.04066666666666667,0.039084025,0.040632006,0.040253434,0.0378049,0.03721663,Sunnyside,39.77949,-105.00518
13,2023-05-02 18:00:00+00:00,0.042739097,0.04633333333333333,0.03907364,0.04051218,0.041708216,0.041460715,0.04001244,Sunnyside,39.77949,-105.00518
14,2023-05-02 19:00:00+00:00,0.046311747,0.052,0.04274314,0.03988307,0.041007686,0.041828528,0.041667093,Sunnyside,39.77949,-105.00518
15,2023-05-02 20:00:00+00:00,0.050846722,0.058,0.045271643,0.04251481,0.040291775,0.041101784,0.041676212,Sunnyside,39.77949,-105.00518
16,2023-05-02 21:00:00+00:00,0.05537547,0.056999999999999995,0.04828462,0.044008415,0.041878127,0.040236764,0.040821373,Sunnyside,39.77949,-105.00518
17,2023-05-02 22:00:00+00:00,0.052396346,0.054,0.050736066,0.045130037,0.041779548,0.040145822,0.038884457,Sunnyside,39.77949,-105.00518
18,2023-05-02 23:00:00+00:00,0.0488025,0.054,0.047230802,0.04594797,0.0415508,0.03898135,0.037708003,Sunnyside,39.77949,-105.00518
19,2023-05-03 00:00:00+00:00,0.050162453,0.054,0.045066,0.043899965,0.042906396,0.039460395,0.037419748,Sunnyside,39.77949,-105.00518
20,2023-05-03 01:00:00+00:00,0.04769602,0.05500000000000001,0.043795884,0.040182747,0.039283987,0.0385179,0.03581222,Sunnyside,39.77949,-105.00518
21,2023-05-03 02:00:00+00:00,0.046177145,0.053000000000000005,0.03885436,0.036183387,0.03376246,0.033119496,0.032562517,Sunnyside,39.77949,-105.00518
22,2023-05-03 03:00:00+00:00,0.044416256,0.04700000000000001,0.03748711,0.03220371,0.030321132,0.028509451,0.02803409,Sunnyside,39.77949,-105.00518
23,2023-05-03 04:00:00+00:00,0.0395343,0.04,0.036931764,0.031697486,0.027782358,0.026333172,0.02491469,Sunnyside,39.77949,-105.00518
24,2023-05-03 05:00:00+00:00,0.033505917,0.039,0.033046223,0.031005945,0.026994811,0.02394242,0.022816846,Sunnyside,39.77949,-105.00518
25,2023-05-03 06:00:00+00:00,0.034074616,0.04,0.028737778,0.02837926,0.026803674,0.023690883,0.021342104,Sunnyside,39.77949,-105.00518
26,2023-05-03 07:00:00+00:00,0.035124145,0.026,0.029210571,0.02490686,0.024626102,0.023383379,0.020947317,Sunnyside,39.77949,-105.00518
27,2023-05-03 08:00:00+00:00,0.0208585,0.031000000000000003,0.029923879,0.024879081,0.021394296,0.021170687,0.020185329,Sunnyside,39.77949,-105.00518
28,2023-05-03 09:00:00+00:00,0.02763243,0.017,0.01803561,0.025492245,0.021320483,0.018516038,0.018338071,Sunnyside,39.77949,-105.00518
29,2023-05-03 10:00:00+00:00,0.0124379955,0.019,0.022706274,0.015073582,0.020875711,0.017534817,0.015320485,Sunnyside,39.77949,-105.00518
30,2023-05-03 11:00:00+00:00,0.016398057,0.013000000000000001,0.010607393,0.018126493,0.012471546,0.016794499,0.014253236,Sunnyside,39.77949,-105.00518
31,2023-05-03 12:00:00+00:00,0.0116584785,0.007000000000000001,0.014638046,0.010858155,0.015865909,0.011886759,0.014968487,Sunnyside,39.77949,-105.00518
32,2023-05-03 13:00:00+00:00,0.010640147,0.006,0.014414328,0.016198017,0.013800952,0.017146235,0.014397916,Sunnyside,39.77949,-105.00518
33,2023-05-03 14:00:00+00:00,0.013441969,0.013000000000000001,0.017153079,0.019302027,0.020409733,0.01885593,0.021062955,Sunnyside,39.77949,-105.00518
34,2023-05-03 15:00:00+00:00,0.021319149,0.027000000000000003,0.021686438,0.023786508,0.025101192,0.02580263,0.024823114,Sunnyside,39.77949,-105.00518
35,2023-05-03 16:00:00+00:00,0.033272997,0.035,0.027968522,0.02819634,0.02953247,0.030353073,0.030791806,Sunnyside,39.77949,-105.00518
36,2023-05-03 17:00:00+00:00,0.039631557,0.048,0.037842404,0.034156,0.03431129,0.03512466,0.035601214,Sunnyside,39.77949,-105.00518
37,2023-05-03 18:00:00+00:00,0.052241955,0.05500000000000001,0.042888075,0.041565634,0.038939152,0.0390297,0.039449215,Sunnyside,39.77949,-105.00518
38,2023-05-03 19:00:00+00:00,0.05436971,0.06,0.0510879,0.043772087,0.042774614,0.041217636,0.04126441,Sunnyside,39.77949,-105.00518
39,2023-05-03 20:00:00+00:00,0.058528263,0.06299999999999999,0.051727194,0.049088843,0.043185126,0.042534843,0.0415909,Sunnyside,39.77949,-105.00518
40,2023-05-03 21:00:00+00:00,0.0592833,0.065,0.053878747,0.04838012,0.04615151,0.041850228,0.041379035,Sunnyside,39.77949,-105.00518
41,2023-05-03 22:00:00+00:00,0.06095004,0.066,0.054151595,0.04972668,0.044894066,0.043138415,0.039656386,Sunnyside,39.77949,-105.00518
42,2023-05-03 23:00:00+00:00,0.061343,0.066,0.05542702,0.049968828,0.04614169,0.04228968,0.04083737,Sunnyside,39.77949,-105.00518
43,2023-05-04 00:00:00+00:00,0.06049346,0.064,0.055212814,0.0506104,0.04606411,0.04309506,0.0399603,Sunnyside,39.77949,-105.00518
44,2023-05-04 01:00:00+00:00,0.055075157,0.06,0.051238175,0.04753889,0.043984223,0.040656716,0.03834211,Sunnyside,39.77949,-105.00518
45,2023-05-04 02:00:00+00:00,0.048305325,0.053000000000000005,0.04317472,0.040685497,0.038283434,0.035915762,0.033583865,Sunnyside,39.77949,-105.00518
46,2023-05-04 03:00:00+00:00,0.043858614,0.044,0.039194454,0.035792507,0.034137886,0.032346595,0.030586917,Sunnyside,39.77949,-105.00518
47,2023-05-04 04:00:00+00:00,0.037791573,0.046,0.03765886,0.034427308,0.032023445,0.030723559,0.02926003,Sunnyside,39.77949,-105.00518
48,2023-05-04 05:00:00+00:00,0.040504884,0.04700000000000001,0.032930564,0.032835472,0.030473739,0.028595151,0.02756391,Sunnyside,39.77949,-105.00518
49,2023-05-04 06:00:00+00:00,0.041223716,0.04700000000000001,0.035022262,0.029475052,0.029404826,0.027574169,0.026113788,Sunnyside,39.77949,-105.00518
50,2023-05-04 07:00:00+00:00,0.041185282,0.04700000000000001,0.03557644,0.030737968,0.026484279,0.02642914,0.024986763,Sunnyside,39.77949,-105.00518
51,2023-05-04 08:00:00+00:00,0.041393757,0.043,0.03574673,0.03124038,0.027426746,0.024097418,0.0240545,Sunnyside,39.77949,-105.00518
52,2023-05-04 09:00:00+00:00,0.037539914,0.038,0.035961337,0.031192577,0.027522517,0.024458101,0.021827757,Sunnyside,39.77949,-105.00518
53,2023-05-04 10:00:00+00:00,0.03273438,0.034,0.03227639,0.030910935,0.02692657,0.023969322,0.021560112,Sunnyside,39.77949,-105.00518
54,2023-05-04 11:00:00+00:00,0.028232982,0.033,0.026996892,0.026618714,0.025501642,0.022330342,0.020064104,Sunnyside,39.77949,-105.00518
55,2023-05-04 12:00:00+00:00,0.026078703,0.021,0.021518867,0.0205741,0.020286502,0.019436913,0.017075855,Sunnyside,39.77949,-105.00518
56,2023-05-04 13:00:00+00:00,0.01973386,0.024000000000000004,0.02414379,0.021156339,0.020533066,0.0203427,0.019772474,Sunnyside,39.77949,-105.00518
57,2023-05-04 14:00:00+00:00,0.028348438,0.023,0.024969589,0.027509613,0.02563896,0.0252383,0.025113186,Sunnyside,39.77949,-105.00518
58,2023-05-04 15:00:00+00:00,0.027268069,0.036,0.03150815,0.02953968,0.031185005,0.029924326,0.029650226,Sunnyside,39.77949,-105.00518
59,2023-05-04 16:00:00+00:00,0.038593017,0.045,0.031435728,0.033963718,0.0326414,0.033782065,0.03289965,Sunnyside,39.77949,-105.00518
60,2023-05-04 17:00:00+00:00,0.044695176,0.051,0.039101936,0.0346115,0.036338057,0.03540636,0.036206726,Sunnyside,39.77949,-105.00518
61,2023-05-04 18:00:00+00:00,0.049403563,0.06,0.043638594,0.040007643,0.03693744,0.03813946,0.037493706,Sunnyside,39.77949,-105.00518
62,2023-05-04 19:00:00+00:00,0.057037752,0.062,0.047067795,0.043207187,0.040698815,0.038559273,0.039384704,Sunnyside,39.77949,-105.00518
63,2023-05-04 20:00:00+00:00,0.056721628,0.065,0.051889088,0.044839717,0.042090185,0.040291667,0.03878337,Sunnyside,39.77949,-105.00518
64,2023-05-04 21:00:00+00:00,0.059801444,0.064,0.051835578,0.048321847,0.043157734,0.041154943,0.03986668,Sunnyside,39.77949,-105.00518
65,2023-05-04 22:00:00+00:00,0.057998892,0.056999999999999995,0.05346291,0.047480866,0.044880252,0.041118722,0.039695658,Sunnyside,39.77949,-105.00518
66,2023-05-04 23:00:00+00:00,0.049849298,0.06,0.050805308,0.047435053,0.04288016,0.04099479,0.038259044,Sunnyside,39.77949,-105.00518
67,2023-05-05 00:00:00+00:00,0.05512213,0.052,0.04596417,0.04665052,0.04409044,0.04059035,0.039123334,Sunnyside,39.77949,-105.00518
68,2023-05-05 01:00:00+00:00,0.045655675,0.054,0.04889709,0.042380165,0.04289637,0.040891442,0.038184546,Sunnyside,39.77949,-105.00518
69,2023-05-05 02:00:00+00:00,0.04645561,0.044,0.037945166,0.04034862,0.035635687,0.03601416,0.03450861,Sunnyside,39.77949,-105.00518
70,2023-05-05 03:00:00+00:00,0.035194654,0.035,0.037712343,0.031168543,0.0329703,0.029396266,0.029675363,Sunnyside,39.77949,-105.00518
71,2023-05-05 04:00:00+00:00,0.029765552,0.031999999999999994,0.029954227,0.031935576,0.026817758,0.028242242,0.02541884,Sunnyside,39.77949,-105.00518
72,2023-05-05 05:00:00+00:00,0.028325815,0.022,0.0261994,0.02634321,0.027876431,0.023811681,0.024944572,Sunnyside,39.77949,-105.00518
73,2023-05-05 06:00:00+00:00,0.018420432,0.023,0.024307027,0.02261409,0.02272805,0.023964973,0.02066015,Sunnyside,39.77949,-105.00518
74,2023-05-05 07:00:00+00:00,0.020879153,0.039,0.016660867,0.021245379,0.019900547,0.019991197,0.020974139,Sunnyside,39.77949,-105.00518
75,2023-05-05 08:00:00+00:00,0.035784185,0.031999999999999994,0.018139224,0.014803787,0.018457515,0.01737499,0.017447323,Sunnyside,39.77949,-105.00518
76,2023-05-05 09:00:00+00:00,0.026423112,0.028999999999999998,0.030357158,0.015386609,0.012780604,0.015660856,0.014811219,Sunnyside,39.77949,-105.00518
77,2023-05-05 10:00:00+00:00,0.023691649,0.02,0.021128267,0.024511965,0.012298143,0.010267597,0.012513187,Sunnyside,39.77949,-105.00518
78,2023-05-05 11:00:00+00:00,0.015010958,0.014000000000000002,0.018605713,0.016592389,0.019223964,0.009895967,0.008377114,Sunnyside,39.77949,-105.00518
79,2023-05-05 12:00:00+00:00,0.011382543,0.012,0.012291487,0.014874677,0.013422531,0.015367698,0.008449188,Sunnyside,39.77949,-105.00518
80,2023-05-05 13:00:00+00:00,0.012808423,0.018,0.012271981,0.012852015,0.014563987,0.013551616,0.014944251,Sunnyside,39.77949,-105.00518
81,2023-05-05 14:00:00+00:00,0.021306135,0.028000000000000004,0.016764577,0.016432544,0.016803758,0.017957957,0.017258396,Sunnyside,39.77949,-105.00518
82,2023-05-05 15:00:00+00:00,0.03186809,0.044,0.0255138,0.022637457,0.022428393,0.022666918,0.023410983,Sunnyside,39.77949,-105.00518
83,2023-05-05 16:00:00+00:00,0.047466356,0.056999999999999995,0.03492628,0.030561207,0.028656365,0.02852515,0.028673211,Sunnyside,39.77949,-105.00518
84,2023-05-05 17:00:00+00:00,0.05854058,0.06,0.047642786,0.03837089,0.03533393,0.034164514,0.034088343,Sunnyside,39.77949,-105.00518
85,2023-05-05 18:00:00+00:00,0.05757099,0.06299999999999999,0.055850048,0.047441307,0.040705435,0.03890665,0.038282394,Sunnyside,39.77949,-105.00518
86,2023-05-05 19:00:00+00:00,0.059599627,0.064,0.05315691,0.05182146,0.04546682,0.04134786,0.04035862,Sunnyside,39.77949,-105.00518
87,2023-05-05 20:00:00+00:00,0.059406634,0.065,0.054157656,0.048992872,0.04789081,0.043477885,0.040741876,Sunnyside,39.77949,-105.00518
88,2023-05-05 21:00:00+00:00,0.060565244,0.064,0.05508643,0.05112619,0.04688138,0.046061434,0.042726494,Sunnyside,39.77949,-105.00518
89,2023-05-05 22:00:00+00:00,0.059149936,0.064,0.05579122,0.051758893,0.048724953,0.045583118,0.044967152,Sunnyside,39.77949,-105.00518
90,2023-05-05 23:00:00+00:00,0.058206584,0.06299999999999999,0.05342415,0.050968338,0.04795466,0.045673333,0.04333568,Sunnyside,39.77949,-105.00518
91,2023-05-06 00:00:00+00:00,0.05738967,0.061000000000000006,0.052970167,0.04960781,0.047774065,0.04546756,0.04365495,Sunnyside,39.77949,-105.00518
92,2023-05-06 01:00:00+00:00,0.0545244,0.058,0.05087501,0.04774821,0.045116477,0.043662615,0.04176239,Sunnyside,39.77949,-105.00518
93,2023-05-06 02:00:00+00:00,0.048595384,0.048,0.045085173,0.04256239,0.040344298,0.03838052,0.037287805,Sunnyside,39.77949,-105.00518
94,2023-05-06 03:00:00+00:00,0.038803294,0.034,0.0394049,0.036811765,0.03495647,0.033225775,0.03171805,Sunnyside,39.77949,-105.00518
95,2023-05-06 04:00:00+00:00,0.028548671,0.04700000000000001,0.03300049,0.03345448,0.031461492,0.029973542,0.02857924,Sunnyside,39.77949,-105.00518
96,2023-05-06 05:00:00+00:00,0.04207141,0.044,0.025036633,0.028356602,0.028705299,0.027104063,0.025911205,Sunnyside,39.77949,-105.00518
