,date,preds_0_Five Points,actual,preds_1_Five Points,preds_2_Five Points,preds_3_Five Points,preds_4_Five Points,preds_5_Five Points,site_name,lat,lon
0,2023-06-02 12:00:00+00:00,0.025629746,0.024000000000000004,0.02788497,0.024721118,0.021674076,0.018718794,0.01795144,Five Points,39.751184,-104.987625
1,2023-06-02 13:00:00+00:00,0.021461517,0.021,0.022921538,0.024552865,0.022278037,0.020029198,0.017941223,Five Points,39.751184,-104.987625
2,2023-06-02 14:00:00+00:00,0.023776881,0.026,0.024172105,0.025141114,0.026218694,0.024594288,0.023020873,Five Points,39.751184,-104.987625
3,2023-06-02 15:00:00+00:00,0.032502383,0.031000000000000003,0.030481312,0.030739246,0.03133136,0.032058254,0.030961957,Five Points,39.751184,-104.987625
4,2023-06-02 16:00:00+00:00,0.037932236,0.044,0.03939233,0.037971422,0.038131062,0.03851418,0.038977593,Five Points,39.751184,-104.987625
5,2023-06-02 17:00:00+00:00,0.050571714,0.048,0.044225115,0.04531328,0.04440281,0.044501018,0.04471711,Five Points,39.751184,-104.987625
6,2023-06-02 18:00:00+00:00,0.049867745,0.053000000000000005,0.052629095,0.047630545,0.048368156,0.047811087,0.047863625,Five Points,39.751184,-104.987625
7,2023-06-02 19:00:00+00:00,0.053068437,0.056999999999999995,0.049772173,0.05190697,0.04842984,0.04889358,0.048576552,Five Points,39.751184,-104.987625
8,2023-06-02 20:00:00+00:00,0.05556047,0.059,0.05099703,0.048279546,0.04988978,0.047451224,0.047760196,Five Points,39.751184,-104.987625
9,2023-06-02 21:00:00+00:00,0.05676448,0.056999999999999995,0.05279467,0.048901834,0.046699584,0.047935564,0.04609045,Five Points,39.751184,-104.987625
10,2023-06-02 22:00:00+00:00,0.054191798,0.06,0.05392759,0.050484765,0.04719962,0.04538128,0.046398085,Five Points,39.751184,-104.987625
11,2023-06-02 23:00:00+00:00,0.05687347,0.053000000000000005,0.05069932,0.05047075,0.047522087,0.044798102,0.043286465,Five Points,39.751184,-104.987625
12,2023-06-03 00:00:00+00:00,0.048060298,0.056,0.051808704,0.04694542,0.04676404,0.044444565,0.042277697,Five Points,39.751184,-104.987625
13,2023-06-03 01:00:00+00:00,0.05102468,0.043,0.04399192,0.046599653,0.043020632,0.042884693,0.04110794,Five Points,39.751184,-104.987625
14,2023-06-03 02:00:00+00:00,0.037456095,0.046,0.04477552,0.03998815,0.041754305,0.039102912,0.03900247,Five Points,39.751184,-104.987625
15,2023-06-03 03:00:00+00:00,0.042094626,0.04700000000000001,0.03505163,0.039924834,0.036628474,0.037927497,0.035937835,Five Points,39.751184,-104.987625
16,2023-06-03 04:00:00+00:00,0.04243161,0.04700000000000001,0.038245816,0.03347819,0.036898267,0.034334756,0.035343535,Five Points,39.751184,-104.987625
17,2023-06-03 05:00:00+00:00,0.042466067,0.044,0.03836548,0.035283074,0.031790018,0.03448448,0.032457396,Five Points,39.751184,-104.987625
18,2023-06-03 06:00:00+00:00,0.04042585,0.05,0.03902925,0.03584429,0.033448547,0.03060952,0.032766543,Five Points,39.751184,-104.987625
19,2023-06-03 07:00:00+00:00,0.045721512,0.048,0.036704935,0.035565212,0.032992665,0.031000998,0.028703772,Five Points,39.751184,-104.987625
20,2023-06-03 08:00:00+00:00,0.043141104,0.045,0.04091394,0.033412956,0.032492917,0.030334655,0.028719485,Five Points,39.751184,-104.987625
21,2023-06-03 09:00:00+00:00,0.03938842,0.036,0.03756634,0.035632834,0.029426932,0.028666127,0.02693821,Five Points,39.751184,-104.987625
22,2023-06-03 10:00:00+00:00,0.030708514,0.024000000000000004,0.034060463,0.03250294,0.030885091,0.025710225,0.02512076,Five Points,39.751184,-104.987625
23,2023-06-03 11:00:00+00:00,0.018528568,0.035,0.024797954,0.02754421,0.026268037,0.024926318,0.020958524,Five Points,39.751184,-104.987625
24,2023-06-03 12:00:00+00:00,0.0314927,0.025000000000000005,0.016897215,0.021204457,0.023188485,0.022219112,0.021257758,Five Points,39.751184,-104.987625
25,2023-06-03 13:00:00+00:00,0.023299653,0.033,0.02902859,0.019423168,0.022134885,0.023508225,0.02284647,Five Points,39.751184,-104.987625
26,2023-06-03 14:00:00+00:00,0.03424491,0.033,0.026417276,0.030003613,0.023960643,0.025797838,0.026733445,Five Points,39.751184,-104.987625
27,2023-06-03 15:00:00+00:00,0.034415513,0.034,0.035472207,0.03057263,0.032834172,0.028667692,0.029917238,Five Points,39.751184,-104.987625
28,2023-06-03 16:00:00+00:00,0.035890583,0.045,0.036243908,0.03693161,0.033762097,0.03538703,0.032412995,Five Points,39.751184,-104.987625
29,2023-06-03 17:00:00+00:00,0.046467613,0.046,0.038559448,0.03879462,0.039251972,0.03694644,0.038103856,Five Points,39.751184,-104.987625
30,2023-06-03 18:00:00+00:00,0.045237113,0.04900000000000001,0.045668148,0.040128447,0.040288467,0.040628348,0.038954448,Five Points,39.751184,-104.987625
31,2023-06-03 19:00:00+00:00,0.04807485,0.048,0.044540383,0.044860996,0.040853065,0.04097504,0.041227162,Five Points,39.751184,-104.987625
32,2023-06-03 20:00:00+00:00,0.04634401,0.04700000000000001,0.04641803,0.043669768,0.043912422,0.040748414,0.040840555,Five Points,39.751184,-104.987625
33,2023-06-03 21:00:00+00:00,0.044432215,0.048,0.04381984,0.043877013,0.041783918,0.04197564,0.039554354,Five Points,39.751184,-104.987625
34,2023-06-03 22:00:00+00:00,0.045294724,0.054,0.041996803,0.04152781,0.041571982,0.03987306,0.040025435,Five Points,39.751184,-104.987625
35,2023-06-03 23:00:00+00:00,0.050192878,0.054,0.04190243,0.03935054,0.03898209,0.039018493,0.03764226,Five Points,39.751184,-104.987625
36,2023-06-04 00:00:00+00:00,0.04917629,0.04900000000000001,0.045481015,0.03909789,0.03710914,0.036804765,0.03683438,Five Points,39.751184,-104.987625
37,2023-06-04 01:00:00+00:00,0.043752402,0.045,0.043930583,0.041126795,0.03623891,0.03461204,0.03436792,Five Points,39.751184,-104.987625
38,2023-06-04 02:00:00+00:00,0.03952393,0.041,0.03832187,0.03845733,0.036441192,0.032625306,0.03139041,Five Points,39.751184,-104.987625
39,2023-06-04 03:00:00+00:00,0.035845853,0.04,0.034464013,0.033546053,0.03364766,0.032070216,0.029117562,Five Points,39.751184,-104.987625
40,2023-06-04 04:00:00+00:00,0.035674013,0.042,0.031782735,0.030720254,0.030018704,0.030100178,0.028845865,Five Points,39.751184,-104.987625
41,2023-06-04 05:00:00+00:00,0.037646685,0.042,0.0316896,0.028637838,0.027812999,0.02724319,0.027308855,Five Points,39.751184,-104.987625
42,2023-06-04 06:00:00+00:00,0.03735356,0.041,0.033142902,0.028360238,0.025978493,0.02531234,0.02485776,Five Points,39.751184,-104.987625
43,2023-06-04 07:00:00+00:00,0.035993863,0.04900000000000001,0.03246778,0.02900555,0.02519909,0.023271346,0.022745093,Five Points,39.751184,-104.987625
44,2023-06-04 08:00:00+00:00,0.04425984,0.038,0.031251356,0.028335907,0.025561877,0.022467231,0.02095473,Five Points,39.751184,-104.987625
45,2023-06-04 09:00:00+00:00,0.031583954,0.034,0.038095705,0.026828863,0.024487615,0.022221914,0.019804372,Five Points,39.751184,-104.987625
46,2023-06-04 10:00:00+00:00,0.028796785,0.034,0.026444837,0.03201019,0.022690415,0.02080612,0.019069256,Five Points,39.751184,-104.987625
47,2023-06-04 11:00:00+00:00,0.028954152,0.037,0.023951812,0.022103563,0.026523426,0.018932957,0.017526664,Five Points,39.751184,-104.987625
48,2023-06-04 12:00:00+00:00,0.03163699,0.034,0.023878193,0.02015726,0.018844562,0.022207616,0.016621314,Five Points,39.751184,-104.987625
49,2023-06-04 13:00:00+00:00,0.029473726,0.037,0.02726224,0.021671273,0.01914737,0.018209916,0.0205835,Five Points,39.751184,-104.987625
50,2023-06-04 14:00:00+00:00,0.034358714,0.036,0.027568804,0.02603056,0.022263383,0.02046698,0.019805532,Five Points,39.751184,-104.987625
51,2023-06-04 15:00:00+00:00,0.03477072,0.042,0.03327694,0.028694691,0.027675543,0.024975354,0.023704983,Five Points,39.751184,-104.987625
52,2023-06-04 16:00:00+00:00,0.04102959,0.042,0.03455924,0.033554688,0.030462762,0.02971055,0.027734742,Five Points,39.751184,-104.987625
53,2023-06-04 17:00:00+00:00,0.040306777,0.039,0.039421972,0.034952622,0.034258112,0.031908374,0.031345014,Five Points,39.751184,-104.987625
54,2023-06-04 18:00:00+00:00,0.03787845,0.042,0.039037067,0.038415786,0.035228815,0.034688868,0.032895155,Five Points,39.751184,-104.987625
55,2023-06-04 19:00:00+00:00,0.041395083,0.043,0.03776032,0.03856439,0.038117826,0.03561255,0.03519906,Five Points,39.751184,-104.987625
56,2023-06-04 20:00:00+00:00,0.041935798,0.044,0.040421158,0.037766807,0.038354523,0.038001347,0.036079492,Five Points,39.751184,-104.987625
57,2023-06-04 21:00:00+00:00,0.042596426,0.04700000000000001,0.04067594,0.039546963,0.03756915,0.038032755,0.037764546,Five Points,39.751184,-104.987625
58,2023-06-04 22:00:00+00:00,0.044578023,0.044,0.040358093,0.03886897,0.0379871,0.03635005,0.03672103,Five Points,39.751184,-104.987625
59,2023-06-04 23:00:00+00:00,0.04079688,0.043,0.04138265,0.03794754,0.036746882,0.03600081,0.034653053,Five Points,39.751184,-104.987625
60,2023-06-05 00:00:00+00:00,0.040177397,0.046,0.038083218,0.038546573,0.035817057,0.034825824,0.03422154,Five Points,39.751184,-104.987625
61,2023-06-05 01:00:00+00:00,0.042223494,0.044,0.036530785,0.034961745,0.035322726,0.033066947,0.03226628,Five Points,39.751184,-104.987625
62,2023-06-05 02:00:00+00:00,0.038431548,0.038,0.036662523,0.032315522,0.031179842,0.031465806,0.029718027,Five Points,39.751184,-104.987625
63,2023-06-05 03:00:00+00:00,0.03291646,0.024000000000000004,0.033327546,0.03197938,0.028731102,0.027851652,0.028073883,Five Points,39.751184,-104.987625
64,2023-06-05 04:00:00+00:00,0.021103477,0.021,0.029115953,0.029428078,0.028399669,0.025813121,0.02511976,Five Points,39.751184,-104.987625
65,2023-06-05 05:00:00+00:00,0.020410862,0.015,0.020499235,0.026279286,0.026516458,0.025694069,0.023662748,Five Points,39.751184,-104.987625
66,2023-06-05 06:00:00+00:00,0.014969826,0.012,0.019554473,0.019616814,0.023930892,0.024121456,0.023471415,Five Points,39.751184,-104.987625
67,2023-06-05 07:00:00+00:00,0.012587216,0.007000000000000001,0.015010115,0.01818956,0.01823558,0.021685619,0.02183595,Five Points,39.751184,-104.987625
68,2023-06-05 08:00:00+00:00,0.008504447,0.007702127659574468,0.012996866,0.014611969,0.0169063,0.016942844,0.019634627,Five Points,39.751184,-104.987625
69,2023-06-05 09:00:00+00:00,0.008753505,0.008404255319148936,0.009389751,0.012237314,0.01336123,0.015160006,0.01518833,Five Points,39.751184,-104.987625
70,2023-06-05 10:00:00+00:00,0.009034774,0.009106382978723404,0.009316118,0.009698952,0.011550002,0.012398962,0.013745773,Five Points,39.751184,-104.987625
71,2023-06-05 11:00:00+00:00,0.008782647,0.009808510638297872,0.008725302,0.008893456,0.009133841,0.010513009,0.011144227,Five Points,39.751184,-104.987625
72,2023-06-05 12:00:00+00:00,0.009775252,0.01051063829787234,0.008947454,0.008914459,0.009014961,0.009188179,0.010192738,Five Points,39.751184,-104.987625
73,2023-06-05 13:00:00+00:00,0.011189514,0.011212765957446809,0.010595004,0.010128944,0.010109729,0.01018121,0.010308271,Five Points,39.751184,-104.987625
74,2023-06-05 14:00:00+00:00,0.014377582,0.011914893617021277,0.014358447,0.014028694,0.013765982,0.013752574,0.013804678,Five Points,39.751184,-104.987625
75,2023-06-05 15:00:00+00:00,0.017790062,0.012617021276595745,0.01994875,0.019937288,0.019747563,0.019562803,0.019553028,Five Points,39.751184,-104.987625
76,2023-06-05 16:00:00+00:00,0.019913439,0.013319148936170214,0.024127888,0.025449963,0.025442885,0.025305483,0.025170734,Five Points,39.751184,-104.987625
77,2023-06-05 17:00:00+00:00,0.02137548,0.014021276595744682,0.027018823,0.029623117,0.03043921,0.030434318,0.030339308,Five Points,39.751184,-104.987625
78,2023-06-05 18:00:00+00:00,0.021820394,0.01472340425531915,0.028737018,0.032554127,0.03422938,0.0347819,0.034778737,Five Points,39.751184,-104.987625
79,2023-06-05 19:00:00+00:00,0.023147052,0.015425531914893618,0.029299041,0.034014743,0.036611266,0.037776176,0.038137477,Five Points,39.751184,-104.987625
80,2023-06-05 20:00:00+00:00,0.020648248,0.016127659574468087,0.028420568,0.032978673,0.03638029,0.03827977,0.03908007,Five Points,39.751184,-104.987625
81,2023-06-05 21:00:00+00:00,0.021115968,0.016829787234042555,0.025319532,0.031242196,0.03473348,0.037236057,0.03854524,Five Points,39.751184,-104.987625
