,date,preds_0_Chatfield Reservoir,actual,preds_1_Chatfield Reservoir,preds_2_Chatfield Reservoir,preds_3_Chatfield Reservoir,preds_4_Chatfield Reservoir,preds_5_Chatfield Reservoir,site_name,lat,lon
0,2023-06-02 12:00:00+00:00,0.022940157,0.024000000000000004,0.02110111,0.02352949,0.024246948,0.022414261,0.022953492,Chatfield Reservoir,39.534488,-105.070358
1,2023-06-02 13:00:00+00:00,0.026790187,0.033,0.025791146,0.024463387,0.026256103,0.026798753,0.025457244,Chatfield Reservoir,39.534488,-105.070358
2,2023-06-02 14:00:00+00:00,0.03895274,0.04,0.032922965,0.032219727,0.0313122,0.03252742,0.032882046,Chatfield Reservoir,39.534488,-105.070358
3,2023-06-02 15:00:00+00:00,0.044955865,0.042,0.043870542,0.039488383,0.039009586,0.03840774,0.039154526,Chatfield Reservoir,39.534488,-105.070358
4,2023-06-02 16:00:00+00:00,0.046231482,0.048,0.049507048,0.04867979,0.04553889,0.045220442,0.0448606,Chatfield Reservoir,39.534488,-105.070358
5,2023-06-02 17:00:00+00:00,0.052929528,0.056,0.050860874,0.05347928,0.0528569,0.050807547,0.05063335,Chatfield Reservoir,39.534488,-105.070358
6,2023-06-02 18:00:00+00:00,0.05922951,0.06,0.05544899,0.053667612,0.055818476,0.055394907,0.054248463,Chatfield Reservoir,39.534488,-105.070358
7,2023-06-02 19:00:00+00:00,0.06080878,0.062,0.059882753,0.056687146,0.055145796,0.056701142,0.056433685,Chatfield Reservoir,39.534488,-105.070358
8,2023-06-02 20:00:00+00:00,0.061548095,0.069,0.06000861,0.059179008,0.056329306,0.05509172,0.056208357,Chatfield Reservoir,39.534488,-105.070358
9,2023-06-02 21:00:00+00:00,0.069755755,0.071,0.059999015,0.05855297,0.057769697,0.055366576,0.05439814,Chatfield Reservoir,39.534488,-105.070358
10,2023-06-02 22:00:00+00:00,0.06966223,0.065,0.0680608,0.05874488,0.057318427,0.05661474,0.054566793,Chatfield Reservoir,39.534488,-105.070358
11,2023-06-02 23:00:00+00:00,0.06074041,0.061000000000000006,0.06638564,0.06494016,0.056382343,0.055170085,0.054605596,Chatfield Reservoir,39.534488,-105.070358
12,2023-06-03 00:00:00+00:00,0.0569715,0.07,0.056722097,0.061257277,0.060040273,0.05318773,0.052252393,Chatfield Reservoir,39.534488,-105.070358
13,2023-06-03 01:00:00+00:00,0.06565348,0.061000000000000006,0.052128,0.05194836,0.05545758,0.054491233,0.049179025,Chatfield Reservoir,39.534488,-105.070358
14,2023-06-03 02:00:00+00:00,0.0509132,0.05500000000000001,0.055992797,0.046118975,0.045990977,0.048712704,0.04798603,Chatfield Reservoir,39.534488,-105.070358
15,2023-06-03 03:00:00+00:00,0.04906152,0.053000000000000005,0.04505515,0.04893417,0.041202012,0.04109776,0.043277018,Chatfield Reservoir,39.534488,-105.070358
16,2023-06-03 04:00:00+00:00,0.048525725,0.045,0.04464313,0.041573577,0.04463895,0.03809384,0.038008705,Chatfield Reservoir,39.534488,-105.070358
17,2023-06-03 05:00:00+00:00,0.04018831,0.058,0.04371176,0.0405898,0.038088888,0.040655416,0.03532143,Chatfield Reservoir,39.534488,-105.070358
18,2023-06-03 06:00:00+00:00,0.05451571,0.051,0.037336394,0.040199704,0.037580512,0.035449624,0.037573196,Chatfield Reservoir,39.534488,-105.070358
19,2023-06-03 07:00:00+00:00,0.045278203,0.04700000000000001,0.049046405,0.034202535,0.036630563,0.034365643,0.032586243,Chatfield Reservoir,39.534488,-105.070358
20,2023-06-03 08:00:00+00:00,0.04329013,0.04,0.041513827,0.044906173,0.031654432,0.03374779,0.031852365,Chatfield Reservoir,39.534488,-105.070358
21,2023-06-03 09:00:00+00:00,0.036509465,0.035,0.039908357,0.03832678,0.04138024,0.029606113,0.031362507,Chatfield Reservoir,39.534488,-105.070358
22,2023-06-03 10:00:00+00:00,0.0318855,0.034,0.03343744,0.03652133,0.035088327,0.03782447,0.02773414,Chatfield Reservoir,39.534488,-105.070358
