,o3,site,latitude,longitude,randoms
o3_sim_Evergreen_1,48.017483,o3_sim_Evergreen_1,39.620362099999994,-105.33872,4.59e-05
o3_sim_Idaho Springs_1,50.17239,o3_sim_Idaho Springs_1,39.7924357,-105.49127,8.33e-05
o3_sim_Five Points_1,68.82346,o3_sim_Five Points_1,39.7510866,-104.987625,9.74e-05
o3_sim_Welby_1,71.85615,o3_sim_Welby_1,39.8380977,-104.94984,2.13e-05
o3_sim_Highlands Ranch_1,66.030556,o3_sim_Highlands Ranch_1,39.5678814,-104.957193,5.6e-06
o3_sim_Rocky Flats_1,63.022987,o3_sim_Rocky Flats_1,39.912767099999996,-105.188587,3.19e-05
o3_sim_Boulder_1,64.33385,o3_sim_Boulder_1,40.070013100000004,-105.220238,2.9e-06
o3_sim_Chatfield Reservoir_1,60.943535,o3_sim_Chatfield Reservoir_1,39.5344204,-105.070358,6.76e-05
o3_sim_Sunnyside_1,70.854675,o3_sim_Sunnyside_1,39.7794862,-105.00518,3.8e-06
o3_sim_East Plains_1,70.92124,o3_sim_East Plains_1,39.6385145,-104.569335,7.5e-06
o3_sim_South Table_1,58.401222,o3_sim_South Table_1,39.7437064,-105.177989,1.76e-05
o3_sim_Evergreen_1,48.017483,o3_sim_Evergreen_1,39.620385999999996,-105.33872,2.2e-05
o3_sim_Idaho Springs_1,50.17239,o3_sim_Idaho Springs_1,39.7924794,-105.49127,3.96e-05
o3_sim_Five Points_1,68.82346,o3_sim_Five Points_1,39.7511766,-104.987625,7.4e-06
o3_sim_Welby_1,71.85615,o3_sim_Welby_1,39.8381033,-104.94984,1.57e-05
o3_sim_Highlands Ranch_1,66.030556,o3_sim_Highlands Ranch_1,39.567857,-104.957193,3e-05
o3_sim_Rocky Flats_1,63.022987,o3_sim_Rocky Flats_1,39.9127052,-105.188587,9.38e-05
o3_sim_Boulder_1,64.33385,o3_sim_Boulder_1,40.069925100000006,-105.220238,9.09e-05
o3_sim_Chatfield Reservoir_1,60.943535,o3_sim_Chatfield Reservoir_1,39.534452800000004,-105.070358,3.52e-05
o3_sim_Sunnyside_1,70.854675,o3_sim_Sunnyside_1,39.7794868,-105.00518,3.2e-06
o3_sim_East Plains_1,70.92124,o3_sim_East Plains_1,39.6384822,-104.569335,3.98e-05
o3_sim_South Table_1,58.401222,o3_sim_South Table_1,39.7436464,-105.177989,7.76e-05
o3_sim_140,48.272026,o3_sim_140,40.2452011,-105.7200012,3.38e-05
o3_sim_1,63.62745,o3_sim_1,39.3174019,-104.3799973,1.53e-05
o3_sim_2,59.377968,o3_sim_2,39.3174019,-104.4830017,7.79e-05
