,time,surface,sp,point_latitude,point_longitude,surface_x,orog,surface_y,dswrf,pressureFromGroundLayer_x,unknown_x,pressureFromGroundLayer_y,unknown_y
0,2022-08-01 00:00:00,0.0,78300.0,39.620408,-105.33872,0.0,2259.076,0.0,13.3,10000.0,0.0021500587,10000.0,0.0625
1,2022-08-01 01:00:00,0.0,78210.0,39.620408,-105.33872,0.0,2259.076,0.0,170.0,10000.0,-0.04373336,10000.0,0.0
2,2022-08-01 02:00:00,0.0,78170.0,39.620408,-105.33872,0.0,2259.076,0.0,8.5,10000.0,-0.093416214,10000.0,0.0
3,2022-08-01 03:00:00,0.0,78190.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.032955647,10000.0,0.0
4,2022-08-01 04:00:00,0.0,78210.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.017675877,10000.0,0.0
5,2022-08-01 05:00:00,0.0,78200.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.030475616,10000.0,0.0
6,2022-08-01 06:00:00,0.0,78170.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.09492731,10000.0,0.0
7,2022-08-01 07:00:00,0.0,78140.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.091519356,10000.0,0.0
8,2022-08-01 08:00:00,0.0,78140.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.094955444,10000.0,0.0
9,2022-08-01 09:00:00,0.0,78110.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.1860137,10000.0,0.0
10,2022-08-01 10:00:00,0.0,78100.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.14915276,10000.0,0.0
11,2022-08-01 11:00:00,0.0,78060.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.15207767,10000.0,0.0
12,2022-08-01 12:00:00,0.0,78070.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.21121693,10000.0,0.0
13,2022-08-01 13:00:00,0.0,78120.0,39.620408,-105.33872,0.0,2259.076,0.0,135.3,10000.0,-0.21509194,10000.0,0.0
14,2022-08-01 14:00:00,0.0,78140.0,39.620408,-105.33872,0.0,2259.076,0.0,339.5,10000.0,-0.14045477,10000.0,0.0
15,2022-08-01 15:00:00,0.0,78160.0,39.620408,-105.33872,0.0,2259.076,0.0,541.8,10000.0,-0.01895094,10000.0,0.0625
16,2022-08-01 16:00:00,0.0,78140.0,39.620408,-105.33872,0.0,2259.076,0.0,713.0,10000.0,0.022541046,10000.0,0.125
17,2022-08-01 17:00:00,0.0,78140.0,39.620408,-105.33872,0.0,2259.076,0.0,854.0,10000.0,0.01571107,10000.0,0.125
18,2022-08-01 18:00:00,0.0,78140.0,39.620408,-105.33872,0.0,2259.076,0.0,872.0,10000.0,0.01861763,10000.0,0.0625
19,2022-08-01 19:00:00,0.0,78120.0,39.620408,-105.33872,0.0,2259.076,0.0,890.0,10000.0,0.016312838,10000.0,0.1875
20,2022-08-01 20:00:00,0.0,78100.0,39.620408,-105.33872,0.0,2259.076,0.0,74.0,10000.0,-0.02853918,10000.0,0.25
21,2022-08-01 21:00:00,0.0,78030.0,39.620408,-105.33872,0.0,2259.076,0.0,506.4,10000.0,-0.022997856,10000.0,0.125
22,2022-08-01 22:00:00,0.0,78020.0,39.620408,-105.33872,0.0,2259.076,0.0,224.5,10000.0,0.006574154,10000.0,0.125
23,2022-08-01 23:00:00,0.0,77970.0,39.620408,-105.33872,0.0,2259.076,0.0,132.7,10000.0,-0.013039112,10000.0,0.0625
24,2022-08-01 00:00:00,0.0,82900.0,39.743724,-105.177989,0.0,1756.7634,0.0,61.2,10000.0,-0.12284994,10000.0,0.0
25,2022-08-01 01:00:00,0.0,82820.0,39.743724,-105.177989,0.0,1756.7634,0.0,145.3,10000.0,-0.10623336,10000.0,0.0
26,2022-08-01 02:00:00,0.0,82820.0,39.743724,-105.177989,0.0,1756.7634,0.0,7.9,10000.0,-0.030916214,10000.0,0.0
27,2022-08-01 03:00:00,0.0,82850.0,39.743724,-105.177989,0.0,1756.7634,0.0,0.0,10000.0,-0.032955647,10000.0,0.0
28,2022-08-01 04:00:00,0.0,82840.0,39.743724,-105.177989,0.0,1756.7634,0.0,0.0,10000.0,-0.08017588,10000.0,0.0
29,2022-08-01 05:00:00,0.0,82830.0,39.743724,-105.177989,0.0,1756.7634,0.0,0.0,10000.0,-0.09297562,10000.0,0.0
30,2022-08-01 06:00:00,0.0,82790.0,39.743724,-105.177989,0.0,1756.7634,0.0,0.0,10000.0,-0.09492731,10000.0,0.0
31,2022-08-01 07:00:00,0.0,82780.0,39.743724,-105.177989,0.0,1756.7634,0.0,0.0,10000.0,-0.029019356,10000.0,0.0
32,2022-08-01 08:00:00,0.0,82760.0,39.743724,-105.177989,0.0,1756.7634,0.0,0.0,10000.0,-0.032455444,10000.0,0.0
33,2022-08-01 09:00:00,0.0,82730.0,39.743724,-105.177989,0.0,1756.7634,0.0,0.0,10000.0,-0.0610137,10000.0,0.0
34,2022-08-01 10:00:00,0.0,82720.0,39.743724,-105.177989,0.0,1756.7634,0.0,0.0,10000.0,-0.024152756,10000.0,0.0
35,2022-08-01 11:00:00,0.0,82690.0,39.743724,-105.177989,0.0,1756.7634,0.0,0.0,10000.0,-0.027077675,10000.0,0.0
36,2022-08-01 12:00:00,0.0,82710.0,39.743724,-105.177989,0.0,1756.7634,0.0,0.0,10000.0,-0.023716927,10000.0,0.0
37,2022-08-01 13:00:00,0.0,82760.0,39.743724,-105.177989,0.0,1756.7634,0.0,134.3,10000.0,-0.027591944,10000.0,0.0
38,2022-08-01 14:00:00,0.0,82740.0,39.743724,-105.177989,0.0,1756.7634,0.0,335.8,10000.0,-0.015454769,10000.0,0.0
39,2022-08-01 15:00:00,0.0,82800.0,39.743724,-105.177989,0.0,1756.7634,0.0,537.0,10000.0,-0.01895094,10000.0,0.0625
40,2022-08-01 16:00:00,0.0,82770.0,39.743724,-105.177989,0.0,1756.7634,0.0,715.0,10000.0,0.022541046,10000.0,0.0625
41,2022-08-01 17:00:00,0.0,82760.0,39.743724,-105.177989,0.0,1756.7634,0.0,860.0,10000.0,0.01571107,10000.0,0.0625
42,2022-08-01 18:00:00,0.0,82750.0,39.743724,-105.177989,0.0,1756.7634,0.0,947.0,10000.0,0.01861763,10000.0,0.0625
