,time,surface,sp,point_latitude,point_longitude,surface_x,orog,surface_y,dswrf,pressureFromGroundLayer_x,unknown_x,pressureFromGroundLayer_y,unknown_y
0,2021-05-01 00:00:00,0.0,77850.0,39.620408,-105.33872,0.0,2259.076,0.0,322.6,10000.0,0.021865368,10000.0,0.0
1,2021-05-01 01:00:00,0.0,77800.0,39.620408,-105.33872,0.0,2259.076,0.0,113.0,10000.0,-0.026367188,10000.0,0.0
2,2021-05-01 02:00:00,0.0,77780.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.07224941,10000.0,0.0
3,2021-05-01 03:00:00,0.0,77780.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.15990162,10000.0,0.0
4,2021-05-01 04:00:00,0.0,77790.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.056192398,10000.0,0.0
5,2021-05-01 05:00:00,0.0,77790.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.113603115,10000.0,0.0
6,2021-05-01 06:00:00,0.0,77760.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.14730549,10000.0,0.0
7,2021-05-01 07:00:00,0.0,77750.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.16532564,10000.0,0.0
8,2021-05-01 08:00:00,0.0,77700.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.16651344,10000.0,0.0
9,2021-05-01 09:00:00,0.0,77600.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.14401293,10000.0,0.0
10,2021-05-01 10:00:00,0.0,77560.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.18665981,10000.0,0.0
11,2021-05-01 11:00:00,0.0,77520.0,39.620408,-105.33872,0.0,2259.076,0.0,0.0,10000.0,-0.19255257,10000.0,0.0
