,run,Evergreen_NSE,Evergreen_RMSE,Evergreen_R2,Idaho Springs_NSE,Idaho Springs_RMSE,Idaho Springs_R2,Five Points_NSE,Five Points_RMSE,Five Points_R2,Welby_NSE,Welby_RMSE,Welby_R2,Highlands Ranch_NSE,Highlands Ranch_RMSE,Highlands Ranch_R2,Rocky Flats_NSE,Rocky Flats_RMSE,Rocky Flats_R2,Boulder_NSE,Boulder_RMSE,Boulder_R2,Chatfield Reservoir_NSE,Chatfield Reservoir_RMSE,Chatfield Reservoir_R2,Sunnyside_NSE,Sunnyside_RMSE,Sunnyside_R2,East Plains_NSE,East Plains_RMSE,East Plains_R2,South Table_NSE,South Table_RMSE,South Table_R2
0,ua_1st_1503_165139,0.612818568944931,9.705666324434894,0.7956684991191068,0.25381261110305786,8.674791440188157,0.5955109330582888,0.427695095539093,10.890878595056765,0.7371791136275319,0.48955368995666504,12.925363939130857,0.7338181425378785,0.4269568920135498,8.951158024550162,0.734280596690067,0.2179284691810608,9.617500851668064,0.6434055855682332,0.5662726163864136,8.934334574524886,0.8035234953093936,0.6033120453357697,9.020533133100898,0.7872882158518033,0.568612277507782,11.22942352472975,0.7962257691711627,0.30069708824157715,8.887941193393809,0.6582889894636434,0.4960210919380188,8.703110973956381,0.7701596910939885
