,date,preds_0_South Table,actual,preds_1_South Table,preds_2_South Table,preds_3_South Table,preds_4_South Table,preds_5_South Table,preds_6_South Table,preds_7_South Table,site_name,lat,lon
0,2023-05-02 07:00:00+00:00,0.045875907,0.038,0.045090303,0.045080237,0.045426156,0.04586501,0.04632452,0.046480566,0.046774745,South Table,39.743724,-105.177989
1,2023-05-02 08:00:00+00:00,0.038787153,0.039,0.045540895,0.044901635,0.044893123,0.045190867,0.045568984,0.045966897,0.046104856,South Table,39.743724,-105.177989
2,2023-05-02 09:00:00+00:00,0.0398118,0.037,0.039627276,0.04497706,0.044454914,0.04444787,0.044696394,0.04501743,0.045363117,South Table,39.743724,-105.177989
3,2023-05-02 10:00:00+00:00,0.037315484,0.034,0.039953392,0.03980494,0.044172343,0.043746054,0.043740287,0.043947823,0.04422344,South Table,39.743724,-105.177989
4,2023-05-02 11:00:00+00:00,0.033394035,0.033,0.03664955,0.038762435,0.038637564,0.042331655,0.041969888,0.04196496,0.042146917,South Table,39.743724,-105.177989
5,2023-05-02 12:00:00+00:00,0.032270767,0.033,0.032660324,0.035137903,0.036915373,0.036811505,0.039906148,0.039594084,0.039589725,South Table,39.743724,-105.177989
6,2023-05-02 13:00:00+00:00,0.033678323,0.04,0.032984983,0.033264775,0.035184704,0.03653217,0.036455154,0.038835138,0.038581148,South Table,39.743724,-105.177989
7,2023-05-02 14:00:00+00:00,0.04272016,0.04,0.037163455,0.036698326,0.036880862,0.038091008,0.038988605,0.038934756,0.040693957,South Table,39.743724,-105.177989
8,2023-05-02 15:00:00+00:00,0.04299587,0.039,0.045293055,0.041621167,0.04134625,0.041449707,0.04220067,0.042855788,0.042812053,South Table,39.743724,-105.177989
9,2023-05-02 16:00:00+00:00,0.043177914,0.041,0.046975564,0.04862145,0.046282824,0.046116855,0.04618226,0.046759542,0.04733201,South Table,39.743724,-105.177989
10,2023-05-02 17:00:00+00:00,0.04642266,0.044,0.048827756,0.051728483,0.05286649,0.05122318,0.051109858,0.05115969,0.05167543,South Table,39.743724,-105.177989
11,2023-05-02 18:00:00+00:00,0.048284385,0.045,0.051131252,0.05313643,0.05541741,0.05631462,0.055038698,0.054952648,0.054996513,South Table,39.743724,-105.177989
12,2023-05-02 19:00:00+00:00,0.04822541,0.052,0.05194364,0.054377187,0.056012698,0.05780415,0.058488697,0.057550423,0.057485737,South Table,39.743724,-105.177989
13,2023-05-02 20:00:00+00:00,0.054376483,0.05800000000000001,0.05054196,0.053675167,0.055660743,0.05694378,0.0582869,0.058799103,0.058092408,South Table,39.743724,-105.177989
14,2023-05-02 21:00:00+00:00,0.058594596,0.056999999999999995,0.054565717,0.05106114,0.053811874,0.05545547,0.056445245,0.057433292,0.057819575,South Table,39.743724,-105.177989
15,2023-05-02 22:00:00+00:00,0.05640578,0.054,0.05821805,0.054599956,0.051496807,0.053927552,0.055332832,0.056162048,0.056995224,South Table,39.743724,-105.177989
16,2023-05-02 23:00:00+00:00,0.053206585,0.053,0.055903327,0.05758047,0.05435504,0.051652223,0.05369055,0.054824855,0.05548672,South Table,39.743724,-105.177989
17,2023-05-03 00:00:00+00:00,0.05147608,0.051,0.051692892,0.054045197,0.055447273,0.05275384,0.05052909,0.052176304,0.053088937,South Table,39.743724,-105.177989
18,2023-05-03 01:00:00+00:00,0.048018787,0.051,0.048421048,0.048585624,0.050363258,0.05143291,0.049377393,0.047671396,0.048916396,South Table,39.743724,-105.177989
19,2023-05-03 02:00:00+00:00,0.04744379,0.051,0.044960756,0.0452708,0.045398716,0.04684266,0.047709677,0.04600994,0.044555776,South Table,39.743724,-105.177989
20,2023-05-03 03:00:00+00:00,0.04737516,0.05,0.044139385,0.04210051,0.04235348,0.04246316,0.043703552,0.04445412,0.04294065,South Table,39.743724,-105.177989
