,date,preds_0_Highlands Ranch,actual,preds_1_Highlands Ranch,preds_2_Highlands Ranch,preds_3_Highlands Ranch,preds_4_Highlands Ranch,preds_5_Highlands Ranch,preds_6_Highlands Ranch,preds_7_Highlands Ranch,site_name,lat,lon
0,2023-05-02 07:00:00+00:00,0.042097807,0.032,0.042097807,0.042097807,0.042097807,0.042097807,0.042097807,0.042097807,0.042097807,Highlands Ranch,39.567887,-104.957193
1,2023-05-02 08:00:00+00:00,0.039494656,0.037,0.039494656,0.039494656,0.039494656,0.039494656,0.039494656,0.039494656,0.039494656,Highlands Ranch,39.567887,-104.957193
2,2023-05-02 09:00:00+00:00,0.03595844,0.034,0.03595844,0.03595844,0.03595844,0.03595844,0.03595844,0.03595844,0.03595844,Highlands Ranch,39.567887,-104.957193
3,2023-05-02 10:00:00+00:00,0.032342605,0.031000000000000003,0.032342605,0.032342605,0.032342605,0.032342605,0.032342605,0.032342605,0.032342605,Highlands Ranch,39.567887,-104.957193
4,2023-05-02 11:00:00+00:00,0.029945392,0.028,0.029945392,0.029945392,0.029945392,0.029945392,0.029945392,0.029945392,0.029945392,Highlands Ranch,39.567887,-104.957193
5,2023-05-02 12:00:00+00:00,0.02769168,0.029000000000000005,0.02769168,0.02769168,0.02769168,0.02769168,0.02769168,0.02769168,0.02769168,Highlands Ranch,39.567887,-104.957193
6,2023-05-02 13:00:00+00:00,0.026369384,0.032,0.026369384,0.026369384,0.026369384,0.026369384,0.026369384,0.026369384,0.026369384,Highlands Ranch,39.567887,-104.957193
7,2023-05-02 14:00:00+00:00,0.0293862,0.033,0.0293862,0.0293862,0.0293862,0.0293862,0.0293862,0.0293862,0.0293862,Highlands Ranch,39.567887,-104.957193
8,2023-05-02 15:00:00+00:00,0.037730332,0.034,0.037730332,0.037730332,0.037730332,0.037730332,0.037730332,0.037730332,0.037730332,Highlands Ranch,39.567887,-104.957193
9,2023-05-02 16:00:00+00:00,0.04443286,0.038,0.04443286,0.04443286,0.04443286,0.04443286,0.04443286,0.04443286,0.04443286,Highlands Ranch,39.567887,-104.957193
10,2023-05-02 17:00:00+00:00,0.050762124,0.045,0.050762124,0.050762124,0.050762124,0.050762124,0.050762124,0.050762124,0.050762124,Highlands Ranch,39.567887,-104.957193
11,2023-05-02 18:00:00+00:00,0.05027865,0.048,0.05027865,0.05027865,0.05027865,0.05027865,0.05027865,0.05027865,0.05027865,Highlands Ranch,39.567887,-104.957193
12,2023-05-02 19:00:00+00:00,0.052548748,0.055,0.052548748,0.052548748,0.052548748,0.052548748,0.052548748,0.052548748,0.052548748,Highlands Ranch,39.567887,-104.957193
