,o3,site,latitude,longitude,randoms
o3_sim_Evergreen_3,32.919754,o3_sim_Evergreen_3,39.620390799999996,-105.33872,1.72e-05
o3_sim_Idaho Springs_3,45.454895,o3_sim_Idaho Springs_3,39.7924588,-105.49127,6.02e-05
o3_sim_Five Points_3,26.044458,o3_sim_Five Points_3,39.751097200000004,-104.987625,8.68e-05
o3_sim_Welby_3,41.595497,o3_sim_Welby_3,39.8381155,-104.94984,3.5e-06
o3_sim_Highlands Ranch_3,41.95759,o3_sim_Highlands Ranch_3,39.5678546,-104.957193,3.24e-05
o3_sim_Rocky Flats_3,47.401264,o3_sim_Rocky Flats_3,39.9127724,-105.188587,2.66e-05
o3_sim_Boulder_3,42.885433,o3_sim_Boulder_3,40.0699715,-105.220238,4.45e-05
o3_sim_Chatfield Reservoir_3,44.291115,o3_sim_Chatfield Reservoir_3,39.53441350000001,-105.070358,7.45e-05
o3_sim_Sunnyside_3,41.863995,o3_sim_Sunnyside_3,39.779479800000004,-105.00518,1.02e-05
o3_sim_East Plains_3,43.138992,o3_sim_East Plains_3,39.6384787,-104.569335,4.33e-05
o3_sim_South Table_3,44.412933,o3_sim_South Table_3,39.7436694,-105.177989,5.46e-05
o3_sim_Evergreen_3,32.919754,o3_sim_Evergreen_3,39.6204068,-105.33872,1.2e-06
o3_sim_Idaho Springs_3,45.454895,o3_sim_Idaho Springs_3,39.7924876,-105.49127,3.14e-05
o3_sim_Five Points_3,26.044458,o3_sim_Five Points_3,39.7511764,-104.987625,7.6e-06
o3_sim_Welby_3,41.595497,o3_sim_Welby_3,39.8380501,-104.94984,6.89e-05
o3_sim_Highlands Ranch_3,41.95759,o3_sim_Highlands Ranch_3,39.5678491,-104.957193,3.79e-05
o3_sim_Rocky Flats_3,47.401264,o3_sim_Rocky Flats_3,39.9127007,-105.188587,9.83e-05
o3_sim_Boulder_3,42.885433,o3_sim_Boulder_3,40.069940700000004,-105.220238,7.53e-05
o3_sim_Chatfield Reservoir_3,44.291115,o3_sim_Chatfield Reservoir_3,39.5344685,-105.070358,1.95e-05
o3_sim_Sunnyside_3,41.863995,o3_sim_Sunnyside_3,39.779393400000004,-105.00518,9.66e-05
o3_sim_East Plains_3,43.138992,o3_sim_East Plains_3,39.6384435,-104.569335,7.85e-05
o3_sim_South Table_3,44.412933,o3_sim_South Table_3,39.7436428,-105.177989,8.12e-05
o3_sim_Evergreen_3,32.919754,o3_sim_Evergreen_3,39.620398599999994,-105.33872,9.4e-06
o3_sim_Idaho Springs_3,45.454895,o3_sim_Idaho Springs_3,39.7924387,-105.49127,8.03e-05
o3_sim_Five Points_3,26.044458,o3_sim_Five Points_3,39.7511309,-104.987625,5.31e-05
o3_sim_Welby_3,41.595497,o3_sim_Welby_3,39.838035,-104.94984,8.4e-05
o3_sim_Highlands Ranch_3,41.95759,o3_sim_Highlands Ranch_3,39.5677996,-104.957193,8.74e-05
o3_sim_Rocky Flats_3,47.401264,o3_sim_Rocky Flats_3,39.9127799,-105.188587,1.91e-05
o3_sim_Boulder_3,42.885433,o3_sim_Boulder_3,40.069932300000005,-105.220238,8.37e-05
o3_sim_Chatfield Reservoir_3,44.291115,o3_sim_Chatfield Reservoir_3,39.534417100000006,-105.070358,7.09e-05
o3_sim_Sunnyside_3,41.863995,o3_sim_Sunnyside_3,39.7794024,-105.00518,8.76e-05
o3_sim_East Plains_3,43.138992,o3_sim_East Plains_3,39.6384518,-104.569335,7.02e-05
o3_sim_South Table_3,44.412933,o3_sim_South Table_3,39.7437047,-105.177989,1.93e-05
o3_sim_Evergreen_3,32.919754,o3_sim_Evergreen_3,39.6203351,-105.33872,7.29e-05
o3_sim_Idaho Springs_3,45.454895,o3_sim_Idaho Springs_3,39.792420199999995,-105.49127,9.88e-05
o3_sim_Five Points_3,26.044458,o3_sim_Five Points_3,39.7511227,-104.987625,6.13e-05
o3_sim_Welby_3,41.595497,o3_sim_Welby_3,39.838071899999996,-104.94984,4.71e-05
o3_sim_Highlands Ranch_3,41.95759,o3_sim_Highlands Ranch_3,39.5678428,-104.957193,4.42e-05
o3_sim_Rocky Flats_3,47.401264,o3_sim_Rocky Flats_3,39.9127254,-105.188587,7.36e-05
o3_sim_Boulder_3,42.885433,o3_sim_Boulder_3,40.0699388,-105.220238,7.72e-05
o3_sim_Chatfield Reservoir_3,44.291115,o3_sim_Chatfield Reservoir_3,39.534454100000005,-105.070358,3.39e-05
o3_sim_Sunnyside_3,41.863995,o3_sim_Sunnyside_3,39.779399100000006,-105.00518,9.09e-05
o3_sim_East Plains_3,43.138992,o3_sim_East Plains_3,39.6385133,-104.569335,8.7e-06
o3_sim_South Table_3,44.412933,o3_sim_South Table_3,39.7436577,-105.177989,6.63e-05
o3_sim_Evergreen_3,32.919754,o3_sim_Evergreen_3,39.620310599999996,-105.33872,9.74e-05
o3_sim_Idaho Springs_3,45.454895,o3_sim_Idaho Springs_3,39.7924338,-105.49127,8.52e-05
o3_sim_Five Points_3,26.044458,o3_sim_Five Points_3,39.7511499,-104.987625,3.41e-05
o3_sim_Welby_3,41.595497,o3_sim_Welby_3,39.8380682,-104.94984,5.08e-05
o3_sim_Highlands Ranch_3,41.95759,o3_sim_Highlands Ranch_3,39.5678075,-104.957193,7.95e-05
o3_sim_Rocky Flats_3,47.401264,o3_sim_Rocky Flats_3,39.9127836,-105.188587,1.54e-05
