,o3,site,latitude,longitude,randoms
o3_sim_Evergreen_3,43.64288,o3_sim_Evergreen_3,39.6203341,-105.33872,7.39e-05
o3_sim_Idaho Springs_3,53.826385,o3_sim_Idaho Springs_3,39.7924922,-105.49127,2.68e-05
o3_sim_Five Points_3,47.219727,o3_sim_Five Points_3,39.7511687,-104.987625,1.53e-05
o3_sim_Welby_3,44.860447,o3_sim_Welby_3,39.8380986,-104.94984,2.04e-05
o3_sim_Highlands Ranch_3,50.56211,o3_sim_Highlands Ranch_3,39.567803,-104.957193,8.4e-05
o3_sim_Rocky Flats_3,48.84445,o3_sim_Rocky Flats_3,39.912722699999996,-105.188587,7.63e-05
o3_sim_Boulder_3,50.201065,o3_sim_Boulder_3,40.0699425,-105.220238,7.35e-05
o3_sim_Chatfield Reservoir_3,58.608624,o3_sim_Chatfield Reservoir_3,39.534454200000006,-105.070358,3.38e-05
o3_sim_Sunnyside_3,45.096767,o3_sim_Sunnyside_3,39.7794243,-105.00518,6.57e-05
o3_sim_East Plains_3,49.317375,o3_sim_East Plains_3,39.6385075,-104.569335,1.45e-05
o3_sim_Evergreen_3,43.64288,o3_sim_Evergreen_3,39.6204027,-105.33872,5.3e-06
o3_sim_Idaho Springs_3,53.826385,o3_sim_Idaho Springs_3,39.7924712,-105.49127,4.78e-05
o3_sim_Five Points_3,47.219727,o3_sim_Five Points_3,39.7511116,-104.987625,7.24e-05
o3_sim_Welby_3,44.860447,o3_sim_Welby_3,39.8380627,-104.94984,5.63e-05
o3_sim_Highlands Ranch_3,50.56211,o3_sim_Highlands Ranch_3,39.5678634,-104.957193,2.36e-05
o3_sim_Rocky Flats_3,48.84445,o3_sim_Rocky Flats_3,39.9127252,-105.188587,7.38e-05
o3_sim_Boulder_3,50.201065,o3_sim_Boulder_3,40.069960800000004,-105.220238,5.52e-05
o3_sim_Chatfield Reservoir_3,58.608624,o3_sim_Chatfield Reservoir_3,39.5344099,-105.070358,7.81e-05
o3_sim_Sunnyside_3,45.096767,o3_sim_Sunnyside_3,39.779417900000006,-105.00518,7.21e-05
o3_sim_East Plains_3,49.317375,o3_sim_East Plains_3,39.6385191,-104.569335,2.9e-06
o3_sim_140,48.88036,o3_sim_140,40.2452011,-105.7200012,1.76e-05
o3_sim_1,44.77031,o3_sim_1,39.3174019,-104.3799973,5.88e-05
o3_sim_2,44.29144,o3_sim_2,39.3174019,-104.4830017,9.14e-05
o3_sim_3,45.282467,o3_sim_3,39.3174019,-104.5859985,3.3e-05
o3_sim_4,42.063126,o3_sim_4,39.3174019,-104.6900024,4.3e-05
o3_sim_5,42.620453,o3_sim_5,39.3174019,-104.7929993,5.69e-05
o3_sim_6,44.89953,o3_sim_6,39.3174019,-104.8960037,6.84e-05
o3_sim_7,52.384487,o3_sim_7,39.3174019,-104.9990005,8.38e-05
o3_sim_8,60.78827,o3_sim_8,39.3174019,-105.1019974,4.43e-05
o3_sim_9,52.913605,o3_sim_9,39.3174019,-105.2050018,6.14e-05
o3_sim_10,47.82546,o3_sim_10,39.3174019,-105.3079987,3.64e-05
o3_sim_11,46.767445,o3_sim_11,39.3174019,-105.4110031,6.01e-05
o3_sim_12,49.788662,o3_sim_12,39.3174019,-105.5139999,9.35e-05
o3_sim_13,45.453415,o3_sim_13,39.3174019,-105.6169968,1.56e-05
o3_sim_14,51.02654,o3_sim_14,39.3174019,-105.7200012,2.12e-05
o3_sim_15,45.402126,o3_sim_15,39.4205017,-104.3799973,3.32e-05
o3_sim_16,42.65371,o3_sim_16,39.4205017,-104.4830017,8.24e-05
o3_sim_17,40.24102,o3_sim_17,39.4205017,-104.5859985,2.5e-05
o3_sim_18,46.30308,o3_sim_18,39.4205017,-104.6900024,8.41e-05
o3_sim_19,47.754463,o3_sim_19,39.4205017,-104.7929993,9.85e-05
o3_sim_20,56.2667,o3_sim_20,39.4205017,-104.8960037,3.9e-06
o3_sim_21,65.0121,o3_sim_21,39.4205017,-104.9990005,1.13e-05
o3_sim_22,53.454536,o3_sim_22,39.4205017,-105.1019974,8.23e-05
o3_sim_23,51.915936,o3_sim_23,39.4205017,-105.2050018,4.9e-05
o3_sim_24,49.02163,o3_sim_24,39.4205017,-105.3079987,5.36e-05
o3_sim_25,51.164696,o3_sim_25,39.4205017,-105.4110031,5.3e-05
o3_sim_26,55.344444,o3_sim_26,39.4205017,-105.5139999,6.59e-05
o3_sim_27,46.532494,o3_sim_27,39.4205017,-105.6169968,4.48e-05
o3_sim_28,50.484142,o3_sim_28,39.4205017,-105.7200012,2.72e-05
o3_sim_29,43.298355,o3_sim_29,39.5236015,-104.3799973,4.1e-05
o3_sim_30,45.316925,o3_sim_30,39.5236015,-104.4830017,9.71e-05
o3_sim_31,46.714466,o3_sim_31,39.5236015,-104.5859985,9.29e-05
o3_sim_32,49.49292,o3_sim_32,39.5236015,-104.6900024,6.79e-05
