,date,preds_0_Highlands Ranch,actual,preds_1_Highlands Ranch,preds_2_Highlands Ranch,preds_3_Highlands Ranch,preds_4_Highlands Ranch,preds_5_Highlands Ranch,site_name,lat,lon
0,2023-05-02 15:00:00+00:00,0.03599534,0.034,0.040910482,0.044184525,0.03365619,0.04311204,0.0426718,Highlands Ranch,39.567887,-104.957193
1,2023-05-02 16:00:00+00:00,0.037128378,0.038,0.042200167,0.04965984,0.039376777,0.048082873,0.047695108,Highlands Ranch,39.567887,-104.957193
2,2023-05-02 17:00:00+00:00,0.0418169,0.045,0.04367403,0.05266966,0.046398103,0.050923124,0.04904209,Highlands Ranch,39.567887,-104.957193
3,2023-05-02 18:00:00+00:00,0.047727272,0.048,0.047920186,0.054254,0.052290086,0.051054634,0.049665213,Highlands Ranch,39.567887,-104.957193
4,2023-05-02 19:00:00+00:00,0.048841942,0.055,0.04985076,0.054149985,0.055411182,0.051502325,0.050467458,Highlands Ranch,39.567887,-104.957193
5,2023-05-02 20:00:00+00:00,0.055282187,0.053,0.048244584,0.053942624,0.05675285,0.05151454,0.051762618,Highlands Ranch,39.567887,-104.957193
6,2023-05-02 21:00:00+00:00,0.052170653,0.055,0.053633217,0.051532388,0.05666708,0.05145395,0.05349035,Highlands Ranch,39.567887,-104.957193
7,2023-05-02 22:00:00+00:00,0.05418286,0.055,0.05056896,0.05036345,0.056016803,0.05079385,0.054733686,Highlands Ranch,39.567887,-104.957193
8,2023-05-02 23:00:00+00:00,0.053658765,0.052,0.054385457,0.050469615,0.055207722,0.05069201,0.05378218,Highlands Ranch,39.567887,-104.957193
9,2023-05-03 00:00:00+00:00,0.050055765,0.051,0.05045145,0.04818253,0.053003144,0.049916744,0.054063182,Highlands Ranch,39.567887,-104.957193
10,2023-05-03 01:00:00+00:00,0.048727673,0.051,0.047170363,0.04796492,0.049653593,0.048519805,0.053809304,Highlands Ranch,39.567887,-104.957193
11,2023-05-03 02:00:00+00:00,0.047950324,0.047,0.044545103,0.047968697,0.046019677,0.04627807,0.05112917,Highlands Ranch,39.567887,-104.957193
12,2023-05-03 03:00:00+00:00,0.04296423,0.047,0.044861395,0.045381673,0.040489826,0.044452295,0.047240406,Highlands Ranch,39.567887,-104.957193
13,2023-05-03 04:00:00+00:00,0.044042625,0.048,0.041660395,0.043524187,0.03597745,0.04267457,0.045627475,Highlands Ranch,39.567887,-104.957193
14,2023-05-03 05:00:00+00:00,0.04563091,0.047,0.04248698,0.041639827,0.033227675,0.042318042,0.044970177,Highlands Ranch,39.567887,-104.957193
15,2023-05-03 06:00:00+00:00,0.04492576,0.044,0.04306161,0.038379204,0.03179657,0.042885143,0.044067085,Highlands Ranch,39.567887,-104.957193
16,2023-05-03 07:00:00+00:00,0.04221286,0.043,0.042335264,0.03639745,0.035081442,0.041104205,0.042475596,Highlands Ranch,39.567887,-104.957193
17,2023-05-03 08:00:00+00:00,0.042067014,0.041,0.040515874,0.036444806,0.037520424,0.03961913,0.041621476,Highlands Ranch,39.567887,-104.957193
18,2023-05-03 09:00:00+00:00,0.040078573,0.041,0.04042398,0.037789285,0.038736533,0.039364118,0.040805157,Highlands Ranch,39.567887,-104.957193
19,2023-05-03 10:00:00+00:00,0.039822858,0.039,0.038344588,0.03868174,0.038903203,0.03807555,0.037666366,Highlands Ranch,39.567887,-104.957193
20,2023-05-03 11:00:00+00:00,0.036968015,0.035,0.038119018,0.039245073,0.03757329,0.036695626,0.038030908,Highlands Ranch,39.567887,-104.957193
