,date,preds_0_Chatfield Reservoir,actual,preds_1_Chatfield Reservoir,preds_2_Chatfield Reservoir,preds_3_Chatfield Reservoir,preds_4_Chatfield Reservoir,preds_5_Chatfield Reservoir,site_name,lat,lon
0,2023-05-02 15:00:00+00:00,0.037320934,0.038,0.04064833,0.043310806,0.03902165,0.050159313,0.046548538,Chatfield Reservoir,39.534488,-105.070358
1,2023-05-02 16:00:00+00:00,0.04095439,0.044,0.04364082,0.047859553,0.044226646,0.05330494,0.051528126,Chatfield Reservoir,39.534488,-105.070358
2,2023-05-02 17:00:00+00:00,0.04776036,0.048,0.047714766,0.051614784,0.04984644,0.05595265,0.05411629,Chatfield Reservoir,39.534488,-105.070358
3,2023-05-02 18:00:00+00:00,0.05031792,0.054,0.053832274,0.053820938,0.05351758,0.057967804,0.055762194,Chatfield Reservoir,39.534488,-105.070358
4,2023-05-02 19:00:00+00:00,0.055748068,0.06,0.053059425,0.055958617,0.05475265,0.05918062,0.05735448,Chatfield Reservoir,39.534488,-105.070358
5,2023-05-02 20:00:00+00:00,0.06061568,0.05800000000000001,0.05583351,0.057956003,0.056723356,0.06017385,0.058357973,Chatfield Reservoir,39.534488,-105.070358
6,2023-05-02 21:00:00+00:00,0.056871966,0.05800000000000001,0.059047967,0.054442458,0.05765245,0.059890132,0.05837697,Chatfield Reservoir,39.534488,-105.070358
7,2023-05-02 22:00:00+00:00,0.05668824,0.05800000000000001,0.05545422,0.05499089,0.058348607,0.058816303,0.05819423,Chatfield Reservoir,39.534488,-105.070358
8,2023-05-02 23:00:00+00:00,0.05630952,0.051,0.05532838,0.05569753,0.058771756,0.056972,0.057967916,Chatfield Reservoir,39.534488,-105.070358
9,2023-05-03 00:00:00+00:00,0.048640195,0.056,0.05341917,0.05307681,0.05636655,0.0544834,0.056534886,Chatfield Reservoir,39.534488,-105.070358
10,2023-05-03 01:00:00+00:00,0.05297659,0.055,0.045184523,0.051494323,0.053858776,0.05166694,0.053969823,Chatfield Reservoir,39.534488,-105.070358
11,2023-05-03 02:00:00+00:00,0.050405964,0.046,0.048176043,0.050579734,0.05080053,0.04831131,0.050349575,Chatfield Reservoir,39.534488,-105.070358
12,2023-05-03 03:00:00+00:00,0.039741624,0.043,0.045491915,0.046237346,0.046398394,0.0448101,0.04644407,Chatfield Reservoir,39.534488,-105.070358
13,2023-05-03 04:00:00+00:00,0.03894334,0.046,0.038190056,0.045801762,0.043404043,0.042514455,0.043208428,Chatfield Reservoir,39.534488,-105.070358
14,2023-05-03 05:00:00+00:00,0.043680634,0.049,0.037074003,0.044290382,0.041146204,0.04307689,0.040813606,Chatfield Reservoir,39.534488,-105.070358
15,2023-05-03 06:00:00+00:00,0.047310013,0.044,0.040475346,0.039390773,0.038875286,0.043497246,0.03858148,Chatfield Reservoir,39.534488,-105.070358
16,2023-05-03 07:00:00+00:00,0.04102421,0.039,0.043803457,0.034858342,0.039875843,0.04085854,0.035763405,Chatfield Reservoir,39.534488,-105.070358
17,2023-05-03 08:00:00+00:00,0.036596544,0.032,0.038559254,0.03303603,0.03945905,0.03826701,0.03605906,Chatfield Reservoir,39.534488,-105.070358
18,2023-05-03 09:00:00+00:00,0.030148905,0.032,0.03497365,0.03437317,0.038128432,0.03596229,0.036271907,Chatfield Reservoir,39.534488,-105.070358
19,2023-05-03 10:00:00+00:00,0.03026591,0.031000000000000003,0.02926934,0.034993798,0.03652052,0.0336092,0.035182796,Chatfield Reservoir,39.534488,-105.070358
20,2023-05-03 11:00:00+00:00,0.029209247,0.031000000000000003,0.031147556,0.03443089,0.034859546,0.033820655,0.035043914,Chatfield Reservoir,39.534488,-105.070358
21,2023-05-03 12:00:00+00:00,0.029594563,0.029000000000000005,0.029371133,0.032157935,0.032979432,0.03186274,0.033635404,Chatfield Reservoir,39.534488,-105.070358
22,2023-05-03 13:00:00+00:00,0.028802529,0.025,0.031550877,0.032541156,0.031847887,0.03298331,0.03575643,Chatfield Reservoir,39.534488,-105.070358
23,2023-05-03 14:00:00+00:00,0.028300198,0.026,0.032425363,0.03708955,0.033245657,0.036868516,0.040466517,Chatfield Reservoir,39.534488,-105.070358
24,2023-05-03 15:00:00+00:00,0.03057918,0.043,0.03262564,0.043446682,0.036559764,0.04260034,0.044204,Chatfield Reservoir,39.534488,-105.070358
25,2023-05-03 16:00:00+00:00,0.04884915,0.05,0.036021385,0.04801221,0.041984122,0.047102343,0.04840096,Chatfield Reservoir,39.534488,-105.070358
26,2023-05-03 17:00:00+00:00,0.053446647,0.052,0.054614577,0.050568935,0.04652432,0.04918161,0.05151782,Chatfield Reservoir,39.534488,-105.070358
27,2023-05-03 18:00:00+00:00,0.053389706,0.056,0.05564585,0.051686957,0.050503183,0.05220707,0.052245576,Chatfield Reservoir,39.534488,-105.070358
28,2023-05-03 19:00:00+00:00,0.05762026,0.061,0.05414562,0.055757303,0.05245596,0.05472395,0.051774554,Chatfield Reservoir,39.534488,-105.070358
29,2023-05-03 20:00:00+00:00,0.06276983,0.065,0.057929233,0.057161786,0.052866902,0.057124138,0.050710667,Chatfield Reservoir,39.534488,-105.070358
30,2023-05-03 21:00:00+00:00,0.06629273,0.066,0.06356996,0.05696634,0.053250857,0.058739558,0.049381707,Chatfield Reservoir,39.534488,-105.070358
31,2023-05-03 22:00:00+00:00,0.06600929,0.068,0.066514045,0.0569961,0.055760495,0.05944125,0.04737964,Chatfield Reservoir,39.534488,-105.070358
32,2023-05-03 23:00:00+00:00,0.067053124,0.069,0.064163275,0.05856508,0.05662478,0.059408743,0.046193603,Chatfield Reservoir,39.534488,-105.070358
33,2023-05-04 00:00:00+00:00,0.0660176,0.066,0.06338872,0.05779883,0.056190405,0.057747472,0.044254415,Chatfield Reservoir,39.534488,-105.070358
34,2023-05-04 01:00:00+00:00,0.059715733,0.062000000000000006,0.059403565,0.052840024,0.05405573,0.053879637,0.042273708,Chatfield Reservoir,39.534488,-105.070358
