,date,preds_0_Idaho Springs,actual,preds_1_Idaho Springs,preds_2_Idaho Springs,preds_3_Idaho Springs,preds_4_Idaho Springs,preds_5_Idaho Springs,site_name,lat,lon
0,2023-05-02 15:00:00+00:00,0.04551977,0.049,0.04501607,0.045988813,0.04871715,0.05085565,0.057193566,Idaho Springs,39.792519,-105.49127
1,2023-05-02 16:00:00+00:00,0.048733767,0.048,0.045817614,0.049735986,0.051945355,0.05258461,0.057387184,Idaho Springs,39.792519,-105.49127
2,2023-05-02 17:00:00+00:00,0.046825167,0.046,0.051697757,0.050718438,0.05413316,0.05375168,0.058022466,Idaho Springs,39.792519,-105.49127
3,2023-05-02 18:00:00+00:00,0.045596138,0.048,0.049441483,0.051493794,0.056137435,0.054608416,0.058107108,Idaho Springs,39.792519,-105.49127
4,2023-05-02 19:00:00+00:00,0.048728257,0.0475,0.047960546,0.05322453,0.057101253,0.05548795,0.058001503,Idaho Springs,39.792519,-105.49127
5,2023-05-02 20:00:00+00:00,0.04674017,0.047,0.051341712,0.05308075,0.0572667,0.056641433,0.05708789,Idaho Springs,39.792519,-105.49127
6,2023-05-02 21:00:00+00:00,0.04655928,0.05,0.04865676,0.051746707,0.05763349,0.057741962,0.055787526,Idaho Springs,39.792519,-105.49127
7,2023-05-02 22:00:00+00:00,0.049873374,0.053,0.048223477,0.052504662,0.057609025,0.058707234,0.05503332,Idaho Springs,39.792519,-105.49127
8,2023-05-02 23:00:00+00:00,0.052308116,0.055,0.050492845,0.051932696,0.056272306,0.05822283,0.054075234,Idaho Springs,39.792519,-105.49127
9,2023-05-03 00:00:00+00:00,0.053624935,0.052,0.052475683,0.049861506,0.053597856,0.05476857,0.052949402,Idaho Springs,39.792519,-105.49127
10,2023-05-03 01:00:00+00:00,0.049655523,0.048,0.051156707,0.04704661,0.05061909,0.052889913,0.05040639,Idaho Springs,39.792519,-105.49127
11,2023-05-03 02:00:00+00:00,0.043574702,0.049,0.04603707,0.04568726,0.046820994,0.051603727,0.04829206,Idaho Springs,39.792519,-105.49127
12,2023-05-03 03:00:00+00:00,0.045491356,0.042,0.04139271,0.04416131,0.043716174,0.050291862,0.04770357,Idaho Springs,39.792519,-105.49127
13,2023-05-03 04:00:00+00:00,0.03772937,0.041,0.0435337,0.042313885,0.041733477,0.046759747,0.046248503,Idaho Springs,39.792519,-105.49127
14,2023-05-03 05:00:00+00:00,0.038792204,0.041,0.03741149,0.040440485,0.04168008,0.042171292,0.044012025,Idaho Springs,39.792519,-105.49127
15,2023-05-03 06:00:00+00:00,0.039589867,0.04,0.039818645,0.040202036,0.041552156,0.03954651,0.042845618,Idaho Springs,39.792519,-105.49127
16,2023-05-03 07:00:00+00:00,0.03913509,0.046,0.040006883,0.039006002,0.040974785,0.038770434,0.042309653,Idaho Springs,39.792519,-105.49127
17,2023-05-03 08:00:00+00:00,0.04605764,0.054,0.040370427,0.03921594,0.041717365,0.040050972,0.041516084,Idaho Springs,39.792519,-105.49127
18,2023-05-03 09:00:00+00:00,0.05407156,0.051,0.04711572,0.03973274,0.0420553,0.047068737,0.04044629,Idaho Springs,39.792519,-105.49127
19,2023-05-03 10:00:00+00:00,0.049804732,0.047,0.053059556,0.03947937,0.041051213,0.04845151,0.03830413,Idaho Springs,39.792519,-105.49127
20,2023-05-03 11:00:00+00:00,0.045302268,0.048,0.04803678,0.040169924,0.040364977,0.042016447,0.03604132,Idaho Springs,39.792519,-105.49127
21,2023-05-03 12:00:00+00:00,0.046151303,0.045,0.043581698,0.04134523,0.039286587,0.039910637,0.033724435,Idaho Springs,39.792519,-105.49127
22,2023-05-03 13:00:00+00:00,0.041493513,0.039,0.044886526,0.041456405,0.038508374,0.0414685,0.03454461,Idaho Springs,39.792519,-105.49127
23,2023-05-03 14:00:00+00:00,0.03791337,0.043,0.044121504,0.042809814,0.039899472,0.041540798,0.039925627,Idaho Springs,39.792519,-105.49127
24,2023-05-03 15:00:00+00:00,0.046369888,0.048,0.042739436,0.046677984,0.042334028,0.043599237,0.04327461,Idaho Springs,39.792519,-105.49127
25,2023-05-03 16:00:00+00:00,0.047573898,0.052,0.046299532,0.049186137,0.04365982,0.045667186,0.0427848,Idaho Springs,39.792519,-105.49127
26,2023-05-03 17:00:00+00:00,0.051603146,0.055,0.0495511,0.049562655,0.04459857,0.046140507,0.04272977,Idaho Springs,39.792519,-105.49127
27,2023-05-03 18:00:00+00:00,0.054514665,0.056999999999999995,0.054129343,0.05008694,0.045864277,0.046709873,0.043766998,Idaho Springs,39.792519,-105.49127
28,2023-05-03 19:00:00+00:00,0.056623194,0.055,0.056140754,0.050887533,0.04593929,0.046345312,0.04470503,Idaho Springs,39.792519,-105.49127
29,2023-05-03 20:00:00+00:00,0.054276906,0.05750000000000001,0.059605405,0.05412381,0.045100298,0.046186384,0.046889137,Idaho Springs,39.792519,-105.49127
30,2023-05-03 21:00:00+00:00,0.057655048,0.06,0.057183888,0.058483385,0.04506558,0.0468257,0.04948021,Idaho Springs,39.792519,-105.49127
31,2023-05-03 22:00:00+00:00,0.060304888,0.0625,0.061100893,0.062039793,0.04594795,0.04883574,0.050699696,Idaho Springs,39.792519,-105.49127
32,2023-05-03 23:00:00+00:00,0.062331527,0.065,0.06323474,0.06006906,0.04779565,0.051791046,0.051195566,Idaho Springs,39.792519,-105.49127
33,2023-05-04 00:00:00+00:00,0.062391844,0.062000000000000006,0.061882786,0.061026927,0.048853982,0.053668242,0.050104093,Idaho Springs,39.792519,-105.49127
34,2023-05-04 01:00:00+00:00,0.058144078,0.056999999999999995,0.058820352,0.05852703,0.049227078,0.05362341,0.04767961,Idaho Springs,39.792519,-105.49127
35,2023-05-04 02:00:00+00:00,0.05121305,0.059000000000000004,0.05240006,0.053500842,0.049148776,0.051948138,0.04529202,Idaho Springs,39.792519,-105.49127
36,2023-05-04 03:00:00+00:00,0.05505998,0.056,0.047593337,0.049228486,0.049326148,0.051285878,0.044437274,Idaho Springs,39.792519,-105.49127
37,2023-05-04 04:00:00+00:00,0.05224624,0.053,0.053232823,0.046470426,0.04934076,0.050767902,0.044384185,Idaho Springs,39.792519,-105.49127
38,2023-05-04 05:00:00+00:00,0.05078811,0.051,0.05185733,0.045611665,0.049076,0.048568815,0.043997265,Idaho Springs,39.792519,-105.49127
39,2023-05-04 06:00:00+00:00,0.049998246,0.05,0.04983848,0.046832703,0.047681082,0.047203213,0.043846633,Idaho Springs,39.792519,-105.49127
40,2023-05-04 07:00:00+00:00,0.049356036,0.052,0.04865793,0.045837414,0.047506735,0.04853974,0.044065487,Idaho Springs,39.792519,-105.49127
41,2023-05-04 08:00:00+00:00,0.051637225,0.053,0.047302097,0.044492554,0.046371475,0.049208462,0.04511116,Idaho Springs,39.792519,-105.49127
42,2023-05-04 09:00:00+00:00,0.052375536,0.053,0.049477965,0.04311976,0.047026377,0.049533073,0.046202973,Idaho Springs,39.792519,-105.49127
43,2023-05-04 10:00:00+00:00,0.052013163,0.05,0.050198082,0.042253044,0.045093205,0.050567735,0.045360543,Idaho Springs,39.792519,-105.49127
44,2023-05-04 11:00:00+00:00,0.047920648,0.049,0.049366686,0.042546015,0.043175735,0.04772161,0.044278987,Idaho Springs,39.792519,-105.49127
45,2023-05-04 12:00:00+00:00,0.04570336,0.05,0.04494018,0.043104224,0.04101912,0.046343498,0.04556618,Idaho Springs,39.792519,-105.49127
46,2023-05-04 13:00:00+00:00,0.0466484,0.048,0.044873286,0.044344623,0.040161714,0.048587043,0.047833364,Idaho Springs,39.792519,-105.49127
47,2023-05-04 14:00:00+00:00,0.046675973,0.051,0.05039755,0.046424266,0.041474305,0.050292097,0.05099443,Idaho Springs,39.792519,-105.49127
48,2023-05-04 15:00:00+00:00,0.050995253,0.056,0.05006129,0.0494348,0.043472394,0.05308842,0.05275398,Idaho Springs,39.792519,-105.49127
49,2023-05-04 16:00:00+00:00,0.05584097,0.054,0.051211055,0.052122056,0.045007586,0.054199602,0.056909863,Idaho Springs,39.792519,-105.49127
50,2023-05-04 17:00:00+00:00,0.051863756,0.054,0.054463387,0.052001677,0.045951393,0.054269534,0.05914859,Idaho Springs,39.792519,-105.49127
51,2023-05-04 18:00:00+00:00,0.05307334,0.054,0.05047818,0.053409856,0.046914954,0.05419305,0.06076112,Idaho Springs,39.792519,-105.49127
52,2023-05-04 19:00:00+00:00,0.053238604,0.054,0.05171093,0.053417828,0.04857623,0.054722227,0.06088994,Idaho Springs,39.792519,-105.49127
53,2023-05-04 20:00:00+00:00,0.052160922,0.053,0.051951483,0.04996424,0.049746815,0.056035403,0.060922377,Idaho Springs,39.792519,-105.49127
54,2023-05-04 21:00:00+00:00,0.051718637,0.054,0.050564602,0.051136367,0.0516849,0.056959443,0.06095635,Idaho Springs,39.792519,-105.49127
55,2023-05-04 22:00:00+00:00,0.05281081,0.053,0.051294513,0.050407805,0.0526169,0.05792602,0.060730003,Idaho Springs,39.792519,-105.49127
