,date,preds_0_Boulder,actual,preds_1_Boulder,preds_2_Boulder,preds_3_Boulder,preds_4_Boulder,preds_5_Boulder,site_name,lat,lon
0,2023-05-02 15:00:00+00:00,0.04072324,0.041,0.044571217,0.040844407,0.03905725,0.046104446,0.04291717,Boulder,40.070016,-105.220238
1,2023-05-02 16:00:00+00:00,0.04264895,0.043,0.04511166,0.045752008,0.042869546,0.050900415,0.04771821,Boulder,40.070016,-105.220238
2,2023-05-02 17:00:00+00:00,0.04486494,0.049,0.04763668,0.049504187,0.047137998,0.054825515,0.05126528,Boulder,40.070016,-105.220238
3,2023-05-02 18:00:00+00:00,0.05189386,0.053,0.048797186,0.05255197,0.051844545,0.057595104,0.05361866,Boulder,40.070016,-105.220238
4,2023-05-02 19:00:00+00:00,0.053846486,0.056999999999999995,0.055351228,0.05512945,0.05609159,0.059063245,0.055721093,Boulder,40.070016,-105.220238
5,2023-05-02 20:00:00+00:00,0.056925405,0.063,0.05427495,0.05622072,0.05766416,0.060137387,0.05722219,Boulder,40.070016,-105.220238
6,2023-05-02 21:00:00+00:00,0.06308587,0.064,0.056125473,0.06046701,0.05883386,0.060425937,0.058183074,Boulder,40.070016,-105.220238
7,2023-05-02 22:00:00+00:00,0.061535716,0.062000000000000006,0.061090145,0.05938005,0.05896511,0.060160305,0.059036706,Boulder,40.070016,-105.220238
8,2023-05-02 23:00:00+00:00,0.05880366,0.059000000000000004,0.058801662,0.05953226,0.05797117,0.059522774,0.05925562,Boulder,40.070016,-105.220238
9,2023-05-03 00:00:00+00:00,0.056846555,0.056,0.056229513,0.06009705,0.056758784,0.05724558,0.058148228,Boulder,40.070016,-105.220238
10,2023-05-03 01:00:00+00:00,0.053325716,0.056999999999999995,0.05342774,0.057180237,0.052847143,0.053851016,0.053588826,Boulder,40.070016,-105.220238
11,2023-05-03 02:00:00+00:00,0.052849784,0.055,0.049005568,0.052387044,0.049276393,0.050908536,0.05039782,Boulder,40.070016,-105.220238
12,2023-05-03 03:00:00+00:00,0.050224185,0.053,0.048437137,0.04730181,0.045997027,0.047556564,0.04757591,Boulder,40.070016,-105.220238
