,date,preds_0_Evergreen,actual,preds_1_Evergreen,preds_2_Evergreen,preds_3_Evergreen,preds_4_Evergreen,preds_5_Evergreen,preds_6_Evergreen,preds_7_Evergreen,preds_8_Evergreen,preds_9_Evergreen,preds_10_Evergreen,preds_11_Evergreen,preds_12_Evergreen,preds_13_Evergreen,preds_14_Evergreen,preds_15_Evergreen,preds_16_Evergreen,preds_17_Evergreen,preds_18_Evergreen,preds_19_Evergreen,preds_20_Evergreen,preds_21_Evergreen,preds_22_Evergreen,preds_23_Evergreen,site_name,lat,lon
10,2023-06-03 16:00:00+00:00,0.04056717,0.042,0.031327065,0.035333835,0.035581976,0.035466827,0.035649065,0.035701886,0.03593039,0.0358616,0.035885584,0.035876174,0.03587885,0.03587633,0.03587358,0.035932697,0.03585881,0.035986926,0.035882782,0.0358411,0.035679463,0.035608035,0.03571167,0.035565536,0.035249583,Evergreen,39.620408,-105.33872
11,2023-06-03 17:00:00+00:00,0.04174265,0.04700000000000001,0.04042085,0.033805147,0.036631227,0.03680045,0.036731675,0.036823418,0.036842294,0.036882002,0.03688905,0.036870975,0.036898427,0.036953572,0.036925472,0.03692675,0.036962043,0.036895245,0.037040412,0.03690668,0.03684154,0.036595616,0.03647641,0.03662649,0.036450673,Evergreen,39.620408,-105.33872
12,2023-06-03 18:00:00+00:00,0.04612414,0.05,0.0411315,0.040095244,0.034823652,0.03698797,0.037101515,0.037062008,0.037098233,0.03709764,0.037035804,0.037081614,0.03704412,0.037086572,0.03715816,0.03712475,0.037126437,0.037164815,0.037090644,0.03726176,0.037103284,0.03702213,0.036723796,0.03657815,0.036748223,Evergreen,39.620408,-105.33872
13,2023-06-03 19:00:00+00:00,0.048253406,0.053000000000000005,0.04451112,0.040535133,0.039669786,0.035415452,0.03699251,0.037065502,0.03704689,0.037045818,0.037033163,0.036911838,0.036977693,0.03693164,0.036978833,0.03705192,0.037020747,0.03702166,0.037070252,0.036986865,0.037179187,0.03700432,0.03691395,0.03659012,0.036434248,Evergreen,39.620408,-105.33872
14,2023-06-03 20:00:00+00:00,0.049896583,0.052,0.04504152,0.041897252,0.03851023,0.037800755,0.034592148,0.0356715,0.035712007,0.035708766,0.035683148,0.03566354,0.035516504,0.035587717,0.035541948,0.03558542,0.03564743,0.035625048,0.035624094,0.035690617,0.035594713,0.035807565,0.03562186,0.03552746,0.035200186,Evergreen,39.620408,-105.33872
15,2023-06-03 21:00:00+00:00,0.04863061,0.053000000000000005,0.04649907,0.042292748,0.039445125,0.036519986,0.035942275,0.033495888,0.034225296,0.034243993,0.034250215,0.03421049,0.03418783,0.034035817,0.034103762,0.034062892,0.034098558,0.03414397,0.03413317,0.03412984,0.034218263,0.034107637,0.03434158,0.034147102,0.034051213,Evergreen,39.620408,-105.33872
16,2023-06-03 22:00:00+00:00,0.049506925,0.053000000000000005,0.045221955,0.04342809,0.039646193,0.03716762,0.034734383,0.034272302,0.03245471,0.032903116,0.032906495,0.03291879,0.032872707,0.032849975,0.03271211,0.03276827,0.032737568,0.032760255,0.032780994,0.03278605,0.032779664,0.032893825,0.03276779,0.033018958,0.03282154,Evergreen,39.620408,-105.33872
17,2023-06-03 23:00:00+00:00,0.04864873,0.053000000000000005,0.045152422,0.041507095,0.039919443,0.036674865,0.03463811,0.032709114,0.03235555,0.031104265,0.031334728,0.031327993,0.031342335,0.031298965,0.03128019,0.031182438,0.03121442,0.031201912,0.031203354,0.031185903,0.031214138,0.031203555,0.03134988,0.031207427,0.031470202,Evergreen,39.620408,-105.33872
18,2023-06-04 00:00:00+00:00,0.049088664,0.052,0.044904098,0.042031754,0.038776997,0.037416626,0.03472621,0.03308747,0.031576496,0.03131358,0.030488957,0.03056171,0.030549668,0.030563785,0.030527717,0.030514367,0.030463304,0.030468592,0.030476172,0.030453902,0.030392785,0.030447686,0.03043234,0.030612633,0.030456038,Evergreen,39.620408,-105.33872
19,2023-06-04 01:00:00+00:00,0.04480371,0.05,0.04184499,0.03862587,0.03624781,0.03359337,0.032522287,0.030445449,0.02921001,0.028115775,0.027933385,0.027445422,0.027430791,0.02741863,0.027429318,0.027406765,0.027401088,0.02740735,0.02738231,0.02741195,0.027363682,0.027252737,0.027338678,0.02731787,0.027532052,Evergreen,39.620408,-105.33872
20,2023-06-04 02:00:00+00:00,0.041389413,0.048,0.036248412,0.033949494,0.031466804,0.029645136,0.027675686,0.026891354,0.025392441,0.024532953,0.023800397,0.023685085,0.023431353,0.023376064,0.023366643,0.023372995,0.02336428,0.023365512,0.023418272,0.023370624,0.023415849,0.023349682,0.023203569,0.023311691,0.023287082,Evergreen,39.620408,-105.33872
21,2023-06-04 03:00:00+00:00,0.04054271,0.031999999999999994,0.034122244,0.029930018,0.028011747,0.025934344,0.024476975,0.022920655,0.022312948,0.021176549,0.020552214,0.020046318,0.019971812,0.019853596,0.019782519,0.019775353,0.01977876,0.019778773,0.019784167,0.019863904,0.019803388,0.019857526,0.019781055,0.019614697,0.019735184,Evergreen,39.620408,-105.33872
22,2023-06-04 04:00:00+00:00,0.026441311,0.03,0.034576215,0.029216938,0.025593353,0.02392245,0.022186555,0.020999126,0.019755868,0.019282855,0.018424029,0.017978933,0.017643014,0.01759877,0.017574023,0.017496368,0.01749124,0.017492322,0.017498916,0.017507348,0.01760656,0.017536657,0.017597381,0.017513633,0.01733445,Evergreen,39.620408,-105.33872
23,2023-06-04 05:00:00+00:00,0.026654553,0.026,0.0235221,0.030244503,0.025540082,0.022388503,0.020994253,0.019576881,0.018634431,0.017669065,0.017313112,0.016689848,0.016390584,0.016187208,0.016165065,0.016196769,0.016124766,0.016121868,0.016120903,0.016132712,0.016143383,0.016256187,0.016180066,0.01624478,0.016157467,Evergreen,39.620408,-105.33872
24,2023-06-04 06:00:00+00:00,0.02263485,0.022,0.023214046,0.020687189,0.026498208,0.022405682,0.019779831,0.018641636,0.017504407,0.016769761,0.0160364,0.015776172,0.0153404875,0.015152717,0.015045089,0.015037807,0.015096741,0.015037181,0.015036348,0.01503379,0.015049268,0.01506141,0.015182769,0.015103121,0.015169565,Evergreen,39.620408,-105.33872
25,2023-06-04 07:00:00+00:00,0.019273138,0.019,0.019830672,0.020309074,0.018075366,0.023138827,0.019720696,0.017578699,0.016663982,0.01576259,0.015199733,0.014655305,0.014471363,0.014182146,0.0140777705,0.014038099,0.014040429,0.0141079575,0.014064022,0.0140650775,0.014061229,0.014079616,0.014093049,0.014223305,0.014139605,Evergreen,39.620408,-105.33872
26,2023-06-04 08:00:00+00:00,0.017065143,0.017,0.017300196,0.017757325,0.018179704,0.01623149,0.020428687,0.017653331,0.015942626,0.015221294,0.014518943,0.01409644,0.013702531,0.013577627,0.013397654,0.013351765,0.013355526,0.01336303,0.0134240445,0.013397701,0.013400395,0.013395563,0.013416448,0.013431285,0.013573055,Evergreen,39.620408,-105.33872
27,2023-06-04 09:00:00+00:00,0.015533928,0.012,0.015588327,0.01577727,0.0161848,0.016557919,0.014927231,0.018357128,0.016106237,0.014738444,0.014168796,0.013619494,0.013302773,0.013020693,0.012938634,0.012836088,0.012829423,0.012859697,0.012869629,0.01291728,0.012907843,0.012911905,0.012906186,0.012929989,0.012946616,Evergreen,39.620408,-105.33872
28,2023-06-04 10:00:00+00:00,0.011724042,0.010000000000000002,0.0146088675,0.014652536,0.014823108,0.015188817,0.015505425,0.014163921,0.01694487,0.015121518,0.014027321,0.013575922,0.013143097,0.012905609,0.012704265,0.012651723,0.01259802,0.012611242,0.012647945,0.012656378,0.012677146,0.01268678,0.012692233,0.012685514,0.012711952,Evergreen,39.620408,-105.33872
29,2023-06-04 11:00:00+00:00,0.010819143,0.009000000000000001,0.012213769,0.014561506,0.014601095,0.01475608,0.015069823,0.015332471,0.014241105,0.016502626,0.015001366,0.014088828,0.013705077,0.013325821,0.013115275,0.01293017,0.012878383,0.012812604,0.012807042,0.0128154345,0.012816743,0.012800547,0.012826808,0.012832928,0.012826348,Evergreen,39.620408,-105.33872
30,2023-06-04 12:00:00+00:00,0.010141676,0.010000000000000002,0.011586487,0.012687107,0.01475156,0.014787604,0.014922166,0.0151870325,0.015405968,0.014491057,0.01643994,0.015099576,0.014265057,0.013905718,0.01354194,0.0133407535,0.013166908,0.013120693,0.0130683575,0.013072358,0.0130884,0.013089538,0.013051526,0.013101723,0.013110793,Evergreen,39.620408,-105.33872
31,2023-06-04 13:00:00+00:00,0.011362636,0.014000000000000002,0.011478473,0.012562304,0.013466759,0.015265943,0.015296445,0.015406864,0.0156188365,0.015792865,0.015064458,0.016655164,0.01553338,0.014846518,0.014558896,0.014280936,0.014161612,0.014098467,0.014105617,0.014171747,0.014250419,0.014320876,0.014323528,0.01418949,0.01434943,Evergreen,39.620408,-105.33872
32,2023-06-04 14:00:00+00:00,0.017865947,0.017,0.015714977,0.015797498,0.016630752,0.017373618,0.018807335,0.018830847,0.018912984,0.019065073,0.019187128,0.018685713,0.01978005,0.019004105,0.018553296,0.018378919,0.018229295,0.018220495,0.018290488,0.018354217,0.018527683,0.018656021,0.018732952,0.01872048,0.018352957,Evergreen,39.620408,-105.33872
33,2023-06-04 15:00:00+00:00,0.021990763,0.028999999999999998,0.022714848,0.021235669,0.021296019,0.021946913,0.022503106,0.02352591,0.023541877,0.023594722,0.023686165,0.023755899,0.023481598,0.024070617,0.023647165,0.023419775,0.023342237,0.023285754,0.02333897,0.02346535,0.023544665,0.023727959,0.023838721,0.023865482,0.023830108,Evergreen,39.620408,-105.33872
34,2023-06-04 16:00:00+00:00,0.03472139,0.041,0.028835837,0.029303357,0.02831591,0.028357344,0.028768264,0.029089859,0.029628873,0.02963648,0.029658223,0.02968873,0.029708792,0.029635517,0.029817237,0.02965004,0.029554462,0.029514957,0.029463818,0.029478408,0.02951768,0.029540678,0.029573908,0.029568372,0.029474836,Evergreen,39.620408,-105.33872
35,2023-06-04 17:00:00+00:00,0.042091504,0.046,0.036573026,0.032686677,0.03299389,0.032344103,0.03236793,0.032576766,0.0327144,0.03290509,0.032907087,0.032909337,0.032905053,0.032899436,0.03291786,0.032944787,0.032854166,0.032773018,0.032718826,0.032620598,0.03255738,0.032471683,0.03242776,0.032309424,0.032210995,Evergreen,39.620408,-105.33872
36,2023-06-04 18:00:00+00:00,0.04423632,0.04900000000000001,0.04068364,0.036700327,0.033858363,0.03407875,0.033666786,0.033679944,0.03377294,0.033814598,0.033836868,0.03383636,0.03383089,0.03381509,0.033803027,0.033833772,0.033865593,0.0337521,0.033633515,0.033549782,0.0334029,0.033280138,0.033110235,0.033026315,0.032830216,Evergreen,39.620408,-105.33872
37,2023-06-04 19:00:00+00:00,0.047308303,0.053000000000000005,0.04267251,0.03993515,0.036829263,0.034646694,0.0347942,0.03455018,0.034555923,0.034574796,0.03455922,0.034485966,0.034484174,0.03447537,0.034456354,0.034444273,0.034462985,0.034542862,0.03438397,0.03422144,0.034110263,0.03392499,0.03376147,0.03353971,0.033434693,Evergreen,39.620408,-105.33872
38,2023-06-04 20:00:00+00:00,0.049708076,0.054,0.04414518,0.040400278,0.03812047,0.035612732,0.034012064,0.03410788,0.033982705,0.033983618,0.033956744,0.033907358,0.033782117,0.0337797,0.03376974,0.03375095,0.033740964,0.033742916,0.03387178,0.03367328,0.033476874,0.033346534,0.033137683,0.03295225,0.03270697,Evergreen,39.620408,-105.33872
39,2023-06-04 21:00:00+00:00,0.050385952,0.053000000000000005,0.04620104,0.04152405,0.03828636,0.03637794,0.034411937,0.033242296,0.033301592,0.033251897,0.033250082,0.03320003,0.033137094,0.03299733,0.032994885,0.03298575,0.03297042,0.03296455,0.032944996,0.03312449,0.03289131,0.032670405,0.03252847,0.032309152,0.032116372,Evergreen,39.620408,-105.33872
40,2023-06-04 22:00:00+00:00,0.049566332,0.052,0.046960466,0.04336706,0.03909059,0.036216054,0.034627408,0.033075202,0.0322515,0.032280605,0.03229399,0.03228978,0.03221959,0.03214477,0.031994067,0.031991653,0.031983536,0.03197208,0.031970806,0.031927206,0.032165468,0.031890266,0.031640008,0.03148438,0.031252764,Evergreen,39.620408,-105.33872
41,2023-06-04 23:00:00+00:00,0.047984548,0.052,0.045599088,0.043395948,0.040187918,0.036488894,0.034119844,0.03287378,0.031730406,0.031223407,0.031229315,0.031284247,0.031278983,0.031205516,0.03113575,0.03100907,0.031007316,0.03100259,0.030999685,0.031006567,0.030926874,0.031238023,0.030921686,0.030651756,0.030492816,Evergreen,39.620408,-105.33872
42,2023-06-05 00:00:00+00:00,0.04745784,0.05500000000000001,0.043566525,0.041578695,0.03963629,0.03688514,0.033834375,0.03195335,0.031003969,0.03019785,0.029913621,0.029905781,0.029975569,0.029970469,0.029907474,0.029854195,0.029771775,0.029770976,0.029770665,0.029778017,0.029794082,0.029675985,0.0300561,0.029709049,0.02943174,Evergreen,39.620408,-105.33872
43,2023-06-05 01:00:00+00:00,0.047979515,0.053000000000000005,0.04039603,0.03730667,0.035575137,0.03391844,0.031649765,0.029186184,0.027719984,0.027014686,0.026453156,0.026309352,0.026296495,0.026361486,0.026357451,0.026314216,0.026285231,0.026260665,0.026261032,0.026265807,0.026284568,0.02631065,0.026150728,0.026601544,0.026227076,Evergreen,39.620408,-105.33872
44,2023-06-05 02:00:00+00:00,0.04365024,0.033,0.038614705,0.032659188,0.03023672,0.028863875,0.02759236,0.025870234,0.024034385,0.022989998,0.022509763,0.022156058,0.022101244,0.022088358,0.022136599,0.022134071,0.022113837,0.022109803,0.022139322,0.022140684,0.022149513,0.02217666,0.022209367,0.022025432,0.022501446,Evergreen,39.620408,-105.33872
45,2023-06-05 03:00:00+00:00,0.026277725,0.024000000000000004,0.036425307,0.032373324,0.027368208,0.025347339,0.024244847,0.02323823,0.02189587,0.020502372,0.019754143,0.019431444,0.019218108,0.0192194,0.019207347,0.019242307,0.019240884,0.019236661,0.019249376,0.019314,0.019315984,0.019327294,0.019359387,0.019395737,0.019200094,Evergreen,39.620408,-105.33872
46,2023-06-05 04:00:00+00:00,0.021121664,0.017,0.023024596,0.031087277,0.027620351,0.023255054,0.02155088,0.020638753,0.019819798,0.018746486,0.0176665,0.017124044,0.016907845,0.016786031,0.016817937,0.016807305,0.016831193,0.016830597,0.016837822,0.01686217,0.016950905,0.01695332,0.016966293,0.017001616,0.017040152,Evergreen,39.620408,-105.33872
47,2023-06-05 05:00:00+00:00,0.014936407,0.015,0.018212017,0.01968927,0.026526546,0.023528751,0.01986874,0.018460479,0.017723802,0.017073357,0.0162379,0.015427672,0.015053904,0.014920687,0.014863945,0.0149098355,0.01490143,0.01491429,0.014914426,0.014931045,0.014964485,0.015071403,0.015074124,0.015088197,0.015125324,Evergreen,39.620408,-105.33872
48,2023-06-05 06:00:00+00:00,0.0128948605,0.013000000000000001,0.012845504,0.015426348,0.016716314,0.022677932,0.020166868,0.017139327,0.015991505,0.015405465,0.014898755,0.014264139,0.013677552,0.013438575,0.013368411,0.013356936,0.01340617,0.013400276,0.013402875,0.013403638,0.013428143,0.013469137,0.013591051,0.013594015,0.01360887,Evergreen,39.620408,-105.33872
49,2023-06-05 07:00:00+00:00,0.010904125,0.012,0.010820533,0.010781024,0.013087141,0.01423413,0.019251002,0.01718213,0.014716618,0.013796802,0.01334161,0.012958511,0.012494568,0.012094784,0.0119638415,0.011941796,0.011961277,0.012007317,0.012003949,0.011997457,0.011998744,0.0120297475,0.01207698,0.012211581,0.012214745,Evergreen,39.620408,-105.33872
50,2023-06-05 08:00:00+00:00,0.010967583,0.009000000000000001,0.010077205,0.0100102555,0.009974502,0.012026965,0.012984527,0.017035147,0.015379236,0.013430622,0.012718549,0.012379688,0.012104731,0.011787865,0.011544786,0.011500122,0.011514259,0.011553963,0.011592525,0.011591546,0.011577324,0.011579048,0.011615607,0.011668619,0.011816238,Evergreen,39.620408,-105.33872
51,2023-06-05 09:00:00+00:00,0.008987817,0.006,0.0105572445,0.009836152,0.009774672,0.009742265,0.011482769,0.012261032,0.01549772,0.014171353,0.012631433,0.012081413,0.011832465,0.01164049,0.011435509,0.011310186,0.011328364,0.011367366,0.011417746,0.011445496,0.011446786,0.01142522,0.011427417,0.011471384,0.011533035,Evergreen,39.620408,-105.33872
52,2023-06-05 10:00:00+00:00,0.0068955338,0.005,0.009244308,0.010513559,0.009851734,0.009795866,0.009768276,0.011181617,0.011791557,0.014314429,0.013270964,0.012074005,0.011656346,0.011479428,0.011352207,0.0112311095,0.011187009,0.011241368,0.0112895705,0.0113350935,0.011345145,0.011348791,0.011319943,0.011322616,0.011373214,Evergreen,39.620408,-105.33872
53,2023-06-05 11:00:00+00:00,0.0065840487,0.004,0.00808807,0.009967839,0.011125058,0.010519528,0.01047164,0.010448962,0.011571675,0.012049249,0.014046874,0.013200068,0.012210455,0.011858822,0.011711652,0.011605606,0.01150118,0.011454819,0.011489961,0.011519224,0.011539498,0.011529716,0.011534937,0.011504569,0.0115070585,Evergreen,39.620408,-105.33872
54,2023-06-05 12:00:00+00:00,0.006022364,0.006,0.008127468,0.009291235,0.010926454,0.011964277,0.011452117,0.01141337,0.011395541,0.012275731,0.0126606915,0.014374486,0.013605872,0.01267551,0.012334359,0.012188442,0.012080583,0.011969196,0.011911064,0.011935373,0.011955894,0.011962512,0.01193682,0.01194397,0.011909421,Evergreen,39.620408,-105.33872
55,2023-06-05 13:00:00+00:00,0.008188057,0.014000000000000002,0.00820616,0.009757543,0.010717847,0.012150747,0.013018661,0.01260946,0.012579787,0.012566443,0.013226758,0.013524682,0.014950042,0.014277651,0.013478572,0.013201353,0.013101824,0.013046637,0.013023392,0.013085647,0.013192855,0.013247243,0.013257101,0.013188139,0.013205473,Evergreen,39.620408,-105.33872
56,2023-06-05 14:00:00+00:00,0.019768916,0.03,0.014763091,0.014775845,0.015936391,0.016712759,0.017827278,0.018466474,0.018183094,0.018163893,0.018155739,0.01854237,0.018711649,0.01955618,0.019140676,0.018685285,0.018562337,0.018567903,0.018622564,0.018766114,0.01902543,0.01924153,0.019319464,0.019278273,0.019066256,Evergreen,39.620408,-105.33872
57,2023-06-05 15:00:00+00:00,0.037903268,0.041,0.028580528,0.025106259,0.025114696,0.025913872,0.026411762,0.027068676,0.027408289,0.027277293,0.027270067,0.027267564,0.02736851,0.02740883,0.027673094,0.027506834,0.02732173,0.0272825,0.027323758,0.027395498,0.02753204,0.027730267,0.02785569,0.027849985,0.027670812,Evergreen,39.620408,-105.33872
58,2023-06-05 16:00:00+00:00,0.04289634,0.046,0.040080532,0.033664327,0.031338166,0.031343777,0.031818807,0.03208064,0.032376725,0.032499306,0.03247056,0.03247074,0.03247141,0.032432295,0.032421265,0.03249748,0.032395486,0.0322276,0.032153536,0.03214415,0.032140564,0.032130774,0.032109648,0.03206577,0.031968553,Evergreen,39.620408,-105.33872
59,2023-06-05 17:00:00+00:00,0.045975044,0.053000000000000005,0.0432032,0.041275933,0.036815323,0.035260826,0.03526414,0.035504933,0.035608623,0.035685208,0.0356873,0.035709836,0.03571323,0.03571503,0.035641145,0.035626505,0.03572864,0.035599537,0.035353,0.035216358,0.03514536,0.035063587,0.034918856,0.034719724,0.034562074,Evergreen,39.620408,-105.33872
60,2023-06-05 18:00:00+00:00,0.052708957,0.056,0.045865104,0.043838397,0.042439725,0.039410133,0.03853744,0.038538862,0.038592994,0.03858143,0.038507406,0.038431343,0.038483504,0.038488403,0.038490545,0.038419243,0.03841572,0.038601115,0.038423765,0.038087405,0.037893124,0.037770044,0.037626237,0.037381988,0.037065666,Evergreen,39.620408,-105.33872
61,2023-06-05 19:00:00+00:00,0.053545564,0.059,0.050027985,0.044442963,0.042805713,0.04174612,0.03975701,0.039313328,0.039313596,0.03926519,0.039195187,0.03905084,0.038943805,0.039004054,0.03900895,0.039010808,0.038967535,0.0389829,0.03927013,0.03904311,0.03862982,0.038393963,0.038237717,0.038058437,0.037764575,Evergreen,39.620408,-105.33872
62,2023-06-05 20:00:00+00:00,0.05661738,0.056999999999999995,0.05054859,0.047441594,0.042349398,0.040957123,0.040125564,0.03877379,0.03861056,0.038610056,0.03849059,0.038378026,0.038182586,0.038052276,0.038118795,0.038123716,0.038125362,0.038106587,0.038139995,0.03853518,0.03825099,0.03774869,0.03746638,0.037277486,0.03706603,Evergreen,39.620408,-105.33872
63,2023-06-05 21:00:00+00:00,0.052565895,0.054,0.052176334,0.046992738,0.04416918,0.039880656,0.038756873,0.038132217,0.037298974,0.03735305,0.03735201,0.037184544,0.03704601,0.036822047,0.036681753,0.03674909,0.036753736,0.0367551,0.03675902,0.036806818,0.03727907,0.036957473,0.03640016,0.036091536,0.035885774,Evergreen,39.620408,-105.33872
64,2023-06-05 22:00:00+00:00,0.049607318,0.05,0.048196733,0.047883153,0.04340927,0.041095488,0.037698634,0.036833815,0.03638064,0.035952162,0.036139946,0.036138617,0.035951395,0.03580494,0.0355779,0.03544115,0.035503913,0.035508007,0.03550906,0.03553059,0.035586808,0.036091674,0.035759736,0.035193924,0.03488596,Evergreen,39.620408,-105.33872
65,2023-06-05 23:00:00+00:00,0.04654675,0.045,0.046191104,0.04513469,0.044877212,0.041286767,0.039484367,0.036860667,0.0362071,0.035889164,0.035712488,0.035959985,0.035958637,0.035780244,0.035646327,0.035446044,0.03533064,0.03538063,0.035383604,0.035384137,0.03542927,0.03549328,0.03600829,0.0356865,0.035157785,Evergreen,39.620408,-105.33872
66,2023-06-06 00:00:00+00:00,0.041566182,0.04,0.042965155,0.042694617,0.041832574,0.04162149,0.03872712,0.03730224,0.03524295,0.034751363,0.03452452,0.034503143,0.03476189,0.034760647,0.03460593,0.034494985,0.03433789,0.03425471,0.03428566,0.034286916,0.034286574,0.034376435,0.034458064,0.035015583,0.03469963,Evergreen,39.620408,-105.33872
67,2023-06-06 01:00:00+00:00,0.03461918,0.043,0.036046755,0.03704839,0.036830705,0.036146548,0.03598129,0.03374366,0.0326588,0.03113555,0.030783448,0.030628644,0.030667933,0.030888714,0.03088775,0.030775966,0.030702341,0.030611034,0.030574935,0.03057839,0.030577134,0.030575437,0.03073789,0.030849455,0.03147934,Evergreen,39.620408,-105.33872
68,2023-06-06 02:00:00+00:00,0.035905067,0.028000000000000004,0.028201226,0.02922947,0.0299541,0.029792093,0.029294405,0.02917406,0.027545352,0.026784062,0.025741152,0.025511531,0.025409814,0.025456369,0.02561068,0.025610061,0.025545625,0.025510108,0.02548196,0.025488425,0.025468176,0.02546481,0.025462007,0.025681848,0.025815232,Evergreen,39.620408,-105.33872
69,2023-06-06 03:00:00+00:00,0.021902923,0.024000000000000004,0.029014986,0.022780627,0.023635326,0.024250062,0.02411776,0.023711462,0.023613313,0.022306718,0.021720804,0.020950858,0.020790128,0.020719318,0.020767191,0.020882204,0.020881789,0.02084532,0.020832395,0.020842044,0.020874543,0.020839343,0.020834606,0.020831076,0.02108869,Evergreen,39.620408,-105.33872
70,2023-06-06 04:00:00+00:00,0.020306133,0.022,0.0185184,0.024092594,0.018784998,0.019529743,0.020045523,0.019936651,0.019604405,0.019524725,0.018489687,0.018051712,0.017508069,0.017404215,0.017358607,0.017405309,0.017485466,0.01748523,0.017471762,0.01747691,0.01751623,0.017568743,0.017522579,0.017516926,0.01751299,Evergreen,39.620408,-105.33872
71,2023-06-06 05:00:00+00:00,0.019038737,0.018,0.017605377,0.016200293,0.021002192,0.016354855,0.01698261,0.01740749,0.017319525,0.017052973,0.016989669,0.016189817,0.015873406,0.0155086545,0.015446882,0.015418889,0.015455212,0.015503364,0.015503273,0.015508043,0.015526967,0.015588194,0.015654707,0.015601707,0.015595594,Evergreen,39.620408,-105.33872
