,date,preds_0_Chatfield Reservoir,actual,preds_1_Chatfield Reservoir,preds_2_Chatfield Reservoir,preds_3_Chatfield Reservoir,preds_4_Chatfield Reservoir,preds_5_Chatfield Reservoir,preds_6_Chatfield Reservoir,preds_7_Chatfield Reservoir,preds_8_Chatfield Reservoir,preds_9_Chatfield Reservoir,preds_10_Chatfield Reservoir,preds_11_Chatfield Reservoir,preds_12_Chatfield Reservoir,preds_13_Chatfield Reservoir,preds_14_Chatfield Reservoir,preds_15_Chatfield Reservoir,preds_16_Chatfield Reservoir,preds_17_Chatfield Reservoir,preds_18_Chatfield Reservoir,preds_19_Chatfield Reservoir,preds_20_Chatfield Reservoir,preds_21_Chatfield Reservoir,preds_22_Chatfield Reservoir,preds_23_Chatfield Reservoir,site_name,lat,lon
23,2023-06-04 05:00:00+00:00,0.021170719,0.028000000000000004,0.020848565,0.031683475,0.0314908,0.03202697,0.030469075,0.028485816,0.028283365,0.027189448,0.026696322,0.026951404,0.026303176,0.026178308,0.025525158,0.025570327,0.025576517,0.025652837,0.025698317,0.02583796,0.02575275,0.025829168,0.026050089,0.025913399,0.02623636,Chatfield Reservoir,39.534488,-105.070358
24,2023-06-04 06:00:00+00:00,0.026336962,0.027000000000000003,0.01973222,0.019478975,0.028579414,0.028413763,0.02885959,0.027551226,0.025890946,0.025723528,0.024829295,0.024431976,0.024638306,0.024108058,0.02400527,0.023477042,0.023511386,0.023517476,0.023602815,0.023651615,0.023797136,0.02371028,0.02378737,0.024005273,0.023872089,Chatfield Reservoir,39.534488,-105.070358
25,2023-06-04 07:00:00+00:00,0.024561962,0.043,0.023901701,0.018404348,0.018185874,0.025950972,0.025813898,0.026184706,0.025095902,0.023700716,0.023562707,0.022834111,0.022515655,0.02268202,0.022247586,0.022162361,0.021723475,0.021753041,0.021759573,0.021855116,0.021906808,0.022056222,0.02196855,0.02204602,0.022261452,Chatfield Reservoir,39.534488,-105.070358
26,2023-06-04 08:00:00+00:00,0.042040195,0.034,0.022900416,0.02233873,0.017530162,0.017341629,0.023722665,0.023609323,0.023915648,0.02300201,0.021823911,0.021709537,0.021115482,0.020860909,0.020994712,0.020638179,0.020567134,0.020194657,0.020222975,0.020230146,0.02033563,0.0203897,0.02054221,0.02045349,0.02053221,Chatfield Reservoir,39.534488,-105.070358
27,2023-06-04 09:00:00+00:00,0.030034604,0.028000000000000004,0.038977563,0.02171801,0.021225333,0.017087365,0.016932752,0.022163192,0.02207033,0.02232591,0.02155311,0.020540865,0.0204447,0.019953037,0.019746477,0.019855687,0.019558853,0.019498657,0.019169431,0.019200392,0.019208506,0.019324815,0.019381236,0.01953646,0.019447355,Chatfield Reservoir,39.534488,-105.070358
28,2023-06-04 10:00:00+00:00,0.026221167,0.026,0.028300764,0.036420826,0.0208756,0.020454383,0.017087875,0.016962837,0.02116225,0.021085449,0.02130102,0.02063218,0.019743785,0.019660832,0.019244028,0.019072184,0.019163266,0.01891197,0.018860191,0.018559486,0.018595487,0.01860472,0.018733189,0.018792406,0.018950129,Chatfield Reservoir,39.534488,-105.070358
29,2023-06-04 11:00:00+00:00,0.024755994,0.033,0.024976332,0.02674289,0.033848066,0.020423464,0.020084066,0.017403439,0.01730651,0.02064481,0.020581342,0.02076553,0.020180102,0.019389354,0.019317362,0.01896417,0.018822491,0.018897608,0.018686045,0.018641429,0.018359859,0.01840242,0.01841308,0.018558271,0.018622823,Chatfield Reservoir,39.534488,-105.070358
30,2023-06-04 12:00:00+00:00,0.03232434,0.038,0.024012066,0.024190515,0.025645498,0.031578217,0.020831292,0.02056851,0.018561477,0.018490227,0.021020267,0.020968962,0.021123165,0.020618139,0.019925922,0.019865643,0.019580994,0.019472044,0.019530611,0.019354947,0.019315448,0.019028708,0.019082613,0.019095832,0.019276273,Chatfield Reservoir,39.534488,-105.070358
31,2023-06-04 13:00:00+00:00,0.037071913,0.037,0.031222891,0.024583757,0.024725156,0.025897738,0.030552104,0.022247998,0.0220563,0.020637577,0.020589633,0.022386316,0.022346556,0.022471594,0.022046907,0.021450449,0.021401504,0.021178337,0.02109619,0.021143492,0.02098039,0.020938944,0.020585874,0.020663673,0.02068263,Chatfield Reservoir,39.534488,-105.070358
32,2023-06-04 14:00:00+00:00,0.036169462,0.044,0.03624363,0.03159265,0.026428286,0.026538443,0.027422134,0.030936038,0.024908109,0.024779465,0.023885403,0.023857284,0.025005952,0.024976857,0.025074165,0.024724703,0.024210667,0.024169529,0.023976434,0.023901062,0.023949716,0.02376266,0.023711275,0.023234159,0.02335193,Chatfield Reservoir,39.534488,-105.070358
33,2023-06-04 15:00:00+00:00,0.04458527,0.046,0.036557943,0.03661472,0.03304906,0.029130721,0.029210048,0.029838698,0.032322682,0.028215861,0.028139083,0.027646543,0.027632738,0.028307699,0.028286984,0.028361917,0.02807452,0.027626429,0.027589116,0.027398132,0.027314287,0.0273709,0.027153457,0.027093615,0.02650288,Chatfield Reservoir,39.534488,-105.070358
34,2023-06-04 16:00:00+00:00,0.045132224,0.046,0.043642446,0.037481062,0.037524574,0.03478773,0.03194947,0.03200533,0.032431185,0.034149017,0.031412188,0.031367797,0.031102123,0.031095276,0.031538475,0.03152233,0.0315846,0.031333808,0.030924072,0.030886874,0.03067899,0.030579362,0.030645221,0.030407712,0.030342571,Chatfield Reservoir,39.534488,-105.070358
35,2023-06-04 17:00:00+00:00,0.04503346,0.04700000000000001,0.044126328,0.042939514,0.038034264,0.038068518,0.036013078,0.033943485,0.033981618,0.034266647,0.035448685,0.03359701,0.03357101,0.033417195,0.03341305,0.03377098,0.033756725,0.03381371,0.03357821,0.03318288,0.03314415,0.032915767,0.03280133,0.032874383,0.03262034,Chatfield Reservoir,39.534488,-105.070358
36,2023-06-04 18:00:00+00:00,0.046406295,0.04900000000000001,0.04435709,0.043629,0.04266911,0.038744353,0.03877025,0.03724582,0.035811245,0.03583609,0.036015898,0.036807973,0.035562605,0.035547566,0.03544912,0.035445746,0.035787947,0.035774257,0.035829727,0.035598584,0.03520559,0.035164747,0.034915976,0.034788918,0.034868743,Chatfield Reservoir,39.534488,-105.070358
37,2023-06-04 19:00:00+00:00,0.047911298,0.04700000000000001,0.045196265,0.043547746,0.042957604,0.04218903,0.039200757,0.039219934,0.0381489,0.037215676,0.03723013,0.037330393,0.037833422,0.037027888,0.037020396,0.036957316,0.036954224,0.03729519,0.037281774,0.037336335,0.037108455,0.036719013,0.036676835,0.036415838,0.03628036,Chatfield Reservoir,39.534488,-105.070358
38,2023-06-04 20:00:00+00:00,0.04553459,0.046,0.046509396,0.044287004,0.042937297,0.04246434,0.04187741,0.039663445,0.039676826,0.038976245,0.03845139,0.03845761,0.038497597,0.038794417,0.03828531,0.03828272,0.03823658,0.03823324,0.038594056,0.038580474,0.038635474,0.038406804,0.038015738,0.03797225,0.03769968,Chatfield Reservoir,39.534488,-105.070358
39,2023-06-04 21:00:00+00:00,0.044891898,0.05,0.044388197,0.04519916,0.04334827,0.042261872,0.041900907,0.041467037,0.0399232,0.039931662,0.0395379,0.039347418,0.03934715,0.039341886,0.039501067,0.0391747,0.039174527,0.03912838,0.039124247,0.039525528,0.039511357,0.03956798,0.039334387,0.038937006,0.038891666,Chatfield Reservoir,39.534488,-105.070358
40,2023-06-04 22:00:00+00:00,0.048295494,0.04900000000000001,0.042840306,0.042416006,0.043102797,0.041582532,0.040731844,0.040457007,0.040138528,0.039092254,0.03909725,0.038915433,0.038941365,0.03893706,0.038907077,0.03900303,0.03873428,0.03873394,0.03867149,0.038666166,0.039119102,0.03910415,0.03916297,0.038923267,0.03851764,Chatfield Reservoir,39.534488,-105.070358
41,2023-06-04 23:00:00+00:00,0.045971602,0.04700000000000001,0.04521772,0.04052174,0.0401571,0.04073034,0.039514866,0.038847346,0.03863683,0.038401835,0.037683774,0.037686564,0.037619438,0.037747074,0.037741445,0.037707627,0.03781395,0.037480526,0.037476975,0.03737889,0.03737187,0.03788601,0.0378702,0.037930854,0.03768717,Chatfield Reservoir,39.534488,-105.070358
42,2023-06-05 00:00:00+00:00,0.04472306,0.048,0.04363378,0.042995933,0.038885742,0.038572237,0.039045442,0.038055774,0.037521232,0.037357684,0.037178475,0.036679607,0.03668113,0.036673058,0.03683367,0.036828056,0.036800954,0.03695211,0.036493506,0.03648525,0.036340766,0.036331728,0.03691773,0.03690091,0.03696368,Chatfield Reservoir,39.534488,-105.070358
43,2023-06-05 01:00:00+00:00,0.044665717,0.048,0.04114558,0.040282447,0.039747965,0.0363254,0.036071073,0.036451574,0.035658985,0.035237983,0.035109024,0.034968548,0.034582168,0.034583237,0.034571555,0.034689344,0.034685537,0.034677804,0.034905627,0.034269243,0.034254476,0.034052122,0.03404076,0.034690246,0.034672957,Chatfield Reservoir,39.534488,-105.070358
44,2023-06-05 02:00:00+00:00,0.042376265,0.038,0.038747106,0.03595908,0.0353003,0.034882106,0.03227569,0.032081597,0.03237125,0.03176542,0.03144183,0.03134188,0.031228125,0.030902857,0.030903976,0.030858802,0.030891579,0.030890448,0.030907542,0.031215053,0.030397683,0.030375725,0.030110335,0.030096497,0.03079729,Chatfield Reservoir,39.534488,-105.070358
45,2023-06-05 03:00:00+00:00,0.032401655,0.035,0.037057776,0.034110826,0.031845987,0.031310298,0.03098225,0.028926378,0.028776921,0.028999541,0.028533831,0.028286114,0.028208634,0.028117329,0.027844168,0.02784525,0.027779536,0.027754823,0.027755585,0.027789218,0.02814123,0.027219055,0.027192252,0.026885515,0.026870135,Chatfield Reservoir,39.534488,-105.070358
46,2023-06-05 04:00:00+00:00,0.031605694,0.031000000000000003,0.028995542,0.03276685,0.030320074,0.028415848,0.027978236,0.027710482,0.02606649,0.025949636,0.026121842,0.025762249,0.025572354,0.025512204,0.025438411,0.025206797,0.025207851,0.025127307,0.02505802,0.025060229,0.025106218,0.02548812,0.024497213,0.024467077,0.024134813,Chatfield Reservoir,39.534488,-105.070358
47,2023-06-05 05:00:00+00:00,0.027443785,0.025000000000000005,0.028063467,0.025947198,0.029069297,0.027014898,0.025471134,0.025113266,0.024900489,0.02361076,0.023522621,0.023651017,0.023383552,0.023243133,0.023197636,0.023138504,0.022938069,0.022939146,0.022842642,0.022730475,0.022734037,0.02279112,0.023197325,0.022157334,0.022124862,Chatfield Reservoir,39.534488,-105.070358
48,2023-06-05 06:00:00+00:00,0.022440882,0.02,0.024871107,0.02538547,0.02358357,0.026218139,0.024543969,0.023271892,0.022980787,0.022810994,0.021810524,0.021745358,0.02183863,0.021644423,0.021542776,0.021508515,0.021460246,0.021279018,0.021280177,0.0211664,0.021012487,0.02101733,0.02108508,0.021516591,0.020430084,Chatfield Reservoir,39.534488,-105.070358
49,2023-06-05 07:00:00+00:00,0.018374957,0.015,0.020697737,0.022680249,0.023119241,0.021590205,0.023735298,0.022359923,0.021326244,0.021088783,0.020954743,0.020188551,0.02014193,0.020207142,0.020071011,0.019999655,0.019974038,0.019934028,0.019764926,0.019766176,0.019636273,0.019444786,0.01945078,0.01952822,0.019983783,Chatfield Reservoir,39.534488,-105.070358
50,2023-06-05 08:00:00+00:00,0.014176545,0.016,0.017350739,0.019222911,0.020918667,0.021293227,0.020041833,0.021804467,0.020684507,0.019835502,0.019641709,0.019535819,0.018956417,0.018924395,0.018967478,0.018877355,0.018829994,0.018811313,0.018778108,0.018619314,0.018620636,0.018477542,0.018252717,0.018259797,0.018346801,Chatfield Reservoir,39.534488,-105.070358
51,2023-06-05 09:00:00+00:00,0.015941242,0.017,0.014229026,0.016767422,0.018384002,0.019839229,0.02014666,0.019120075,0.020549264,0.019627903,0.01892989,0.018769506,0.018685343,0.018247655,0.018226566,0.018253332,0.0181966,0.018166168,0.018152231,0.01812349,0.017967945,0.017969368,0.017812803,0.01755552,0.017563622,Chatfield Reservoir,39.534488,-105.070358
52,2023-06-05 10:00:00+00:00,0.017173698,0.016,0.016152097,0.014795339,0.016957456,0.018332949,0.019508744,0.019755716,0.018945094,0.020087657,0.01934188,0.01876945,0.018637054,0.018570242,0.0182436,0.018230736,0.01824551,0.018213002,0.018194338,0.01818361,0.018157847,0.018001845,0.018003387,0.017834833,0.017552318,Chatfield Reservoir,39.534488,-105.070358
53,2023-06-05 11:00:00+00:00,0.016150815,0.013000000000000001,0.017262364,0.016455026,0.015314232,0.017158391,0.018274171,0.019223033,0.019418959,0.01877228,0.019693417,0.019075308,0.018596344,0.018484183,0.018430056,0.0181854,0.018178597,0.018184524,0.018169845,0.018159641,0.018151095,0.018127065,0.017965982,0.017967686,0.017783478,Chatfield Reservoir,39.534488,-105.070358
54,2023-06-05 12:00:00+00:00,0.014282263,0.013000000000000001,0.017232232,0.018076848,0.017425925,0.016490817,0.01793696,0.018803686,0.019522972,0.019672044,0.019182023,0.019897982,0.019401073,0.019010281,0.018917581,0.018875916,0.018712,0.018711159,0.018708454,0.018710474,0.018707566,0.018700594,0.018676916,0.018499829,0.018501911,Chatfield Reservoir,39.534488,-105.070358
55,2023-06-05 13:00:00+00:00,0.01621316,0.012,0.017400706,0.01956348,0.020224288,0.019704346,0.018993689,0.020069756,0.020688476,0.021196334,0.021300897,0.020957556,0.021475252,0.02109612,0.020792069,0.020718182,0.020688439,0.020598285,0.020602504,0.020592853,0.020606305,0.020606983,0.020600272,0.020574458,0.020344509,Chatfield Reservoir,39.534488,-105.070358
56,2023-06-05 14:00:00+00:00,0.017774224,0.024000000000000004,0.021779113,0.022620246,0.024216361,0.024712987,0.02434445,0.023860797,0.02454078,0.024916213,0.02521476,0.025276698,0.025072953,0.025404084,0.025135813,0.02490897,0.02484998,0.024827512,0.024765715,0.024770169,0.024762185,0.024766346,0.024758581,0.024748364,0.024710374,Chatfield Reservoir,39.534488,-105.070358
57,2023-06-05 15:00:00+00:00,0.03152569,0.036,0.025244717,0.028146598,0.028758494,0.02991646,0.030252228,0.030015938,0.029739289,0.03008858,0.030266186,0.030403605,0.03043431,0.030325519,0.03053839,0.030334854,0.030144716,0.03008935,0.03006446,0.02995558,0.029953469,0.029958334,0.029929241,0.029900499,0.029880427,Chatfield Reservoir,39.534488,-105.070358
58,2023-06-05 16:00:00+00:00,0.04173122,0.045,0.036811195,0.031940635,0.034141213,0.034592036,0.035374984,0.03558763,0.03545691,0.03533289,0.035446145,0.035488416,0.035521615,0.03553368,0.035473935,0.035636496,0.035452858,0.035263322,0.03520272,0.035169255,0.034972947,0.034961313,0.034983493,0.034913387,0.03485599,Chatfield Reservoir,39.534488,-105.070358
59,2023-06-05 17:00:00+00:00,0.049670976,0.054,0.045924094,0.04187068,0.038005672,0.039622754,0.039922487,0.040388826,0.04049226,0.040448975,0.040446613,0.040379573,0.040323686,0.040285666,0.040286332,0.040251095,0.04039794,0.04021346,0.040009774,0.039941024,0.03989716,0.039603755,0.03958203,0.039621826,0.0395089,Chatfield Reservoir,39.534488,-105.070358
60,2023-06-05 18:00:00+00:00,0.057458065,0.058,0.052139286,0.048962127,0.04570074,0.042916495,0.043933187,0.044090614,0.044254422,0.0442603,0.044291954,0.044390325,0.044183996,0.044056084,0.043970786,0.043964658,0.043940067,0.044085726,0.043895405,0.043677725,0.043602224,0.04354931,0.043170866,0.043140307,0.043195423,Chatfield Reservoir,39.534488,-105.070358
61,2023-06-05 19:00:00+00:00,0.05838829,0.059,0.05770171,0.053028595,0.050352238,0.047977496,0.046206065,0.046704717,0.046741538,0.046659827,0.04658957,0.04667901,0.046850357,0.046546154,0.04637247,0.046260104,0.046250973,0.046227068,0.046381824,0.046182066,0.045950517,0.04586939,0.045808963,0.04536119,0.045323346,Chatfield Reservoir,39.534488,-105.070358
62,2023-06-05 20:00:00+00:00,0.05746448,0.056999999999999995,0.05671357,0.056113996,0.052138478,0.050135195,0.048534654,0.04757329,0.047689844,0.04764266,0.047405962,0.047289148,0.047409523,0.047617022,0.047273956,0.047085844,0.046969645,0.046961028,0.046930514,0.04709693,0.046890914,0.0466527,0.04656932,0.04650524,0.046020918,Chatfield Reservoir,39.534488,-105.070358
63,2023-06-05 21:00:00+00:00,0.05387298,0.054,0.054401398,0.053775724,0.05327615,0.050267566,0.048848964,0.047818873,0.04738485,0.047273237,0.047185995,0.046882518,0.046752043,0.046878558,0.04708536,0.046754252,0.04657912,0.046476014,0.04646997,0.046431925,0.04660266,0.04640073,0.0461687,0.046088077,0.046025235,Chatfield Reservoir,39.534488,-105.070358
64,2023-06-05 22:00:00+00:00,0.050379977,0.05500000000000001,0.050247163,0.050662912,0.050160415,0.049776435,0.04755978,0.04653406,0.04585877,0.045722414,0.04551686,0.045416012,0.045109473,0.044983324,0.045100912,0.04528935,0.04499557,0.04484503,0.04476234,0.044759683,0.044713568,0.044886827,0.04469061,0.04446778,0.04439107,Chatfield Reservoir,39.534488,-105.070358
65,2023-06-05 23:00:00+00:00,0.05192439,0.041,0.04715915,0.047055144,0.04738508,0.04698419,0.04668791,0.044971343,0.04419088,0.043720704,0.043709293,0.04347913,0.04338512,0.043110576,0.043002307,0.043101225,0.043256417,0.043021895,0.04291003,0.042859837,0.042863242,0.042800322,0.042989,0.04279037,0.042571604,Chatfield Reservoir,39.534488,-105.070358
66,2023-06-06 00:00:00+00:00,0.036976386,0.045,0.048029765,0.044234455,0.04414987,0.044420663,0.04409859,0.04386119,0.042480372,0.04186975,0.041510206,0.04154957,0.041346334,0.04126742,0.041049417,0.040965736,0.04103939,0.04115192,0.040993888,0.040932447,0.040926374,0.04093855,0.040849317,0.04106597,0.04085842,Chatfield Reservoir,39.534488,-105.070358
67,2023-06-06 01:00:00+00:00,0.042834904,0.044,0.034915287,0.043217085,0.040144414,0.04007426,0.040297855,0.04003159,0.039831143,0.03867479,0.038151156,0.037839673,0.037844766,0.03769207,0.03763614,0.037483145,0.03742754,0.037473906,0.03754026,0.037464634,0.037457686,0.03749982,0.037521776,0.037402328,0.03765185,Chatfield Reservoir,39.534488,-105.070358
68,2023-06-06 02:00:00+00:00,0.038522884,0.037,0.03730401,0.031343598,0.037373245,0.03499432,0.034940638,0.03511612,0.03490182,0.03473988,0.033783343,0.03334634,0.033055946,0.0330077,0.032930233,0.032900434,0.03282335,0.03279828,0.032814927,0.032831457,0.03284386,0.03289371,0.0329846,0.033016037,0.032869264,Chatfield Reservoir,39.534488,-105.070358
