,date,preds_0_Idaho Springs,actual,preds_1_Idaho Springs,preds_2_Idaho Springs,preds_3_Idaho Springs,preds_4_Idaho Springs,preds_5_Idaho Springs,preds_6_Idaho Springs,preds_7_Idaho Springs,preds_8_Idaho Springs,preds_9_Idaho Springs,preds_10_Idaho Springs,preds_11_Idaho Springs,preds_12_Idaho Springs,preds_13_Idaho Springs,preds_14_Idaho Springs,preds_15_Idaho Springs,preds_16_Idaho Springs,preds_17_Idaho Springs,preds_18_Idaho Springs,preds_19_Idaho Springs,preds_20_Idaho Springs,preds_21_Idaho Springs,preds_22_Idaho Springs,preds_23_Idaho Springs,site_name,lat,lon
48,2023-06-05 06:00:00+00:00,0.020386565,0.021,0.025877822,0.027132725,0.03086181,0.032263707,0.031071365,0.03149008,0.030138345,0.03009299,0.030501205,0.030390544,0.030036366,0.029478803,0.029523844,0.028754897,0.028499402,0.028158324,0.027862137,0.027903406,0.02781724,0.027814638,0.027794886,0.02769771,0.027770836,Idaho Springs,39.792519,-105.49127
49,2023-06-05 07:00:00+00:00,0.022719905,0.022,0.022210686,0.026380342,0.027456004,0.030473588,0.03155773,0.03061825,0.030950645,0.029846083,0.029809587,0.0301431,0.030052189,0.029761394,0.02930634,0.029343018,0.028716547,0.028510159,0.028233983,0.027991157,0.028025681,0.027949888,0.027947532,0.027928788,0.027829139,Idaho Springs,39.792519,-105.49127
50,2023-06-05 08:00:00+00:00,0.02317218,0.022,0.023787268,0.023396293,0.026963547,0.0278443,0.030186461,0.031038987,0.03029597,0.030566279,0.029655445,0.02962562,0.029898234,0.029823419,0.029585974,0.029216668,0.029246332,0.028737849,0.028571341,0.02834666,0.028143482,0.02817326,0.02810403,0.02810171,0.028081426,Idaho Springs,39.792519,-105.49127
51,2023-06-05 09:00:00+00:00,0.02309172,0.021,0.024099356,0.024595471,0.02425095,0.027235437,0.027933422,0.029803906,0.030488502,0.029874304,0.030101834,0.029314399,0.02928908,0.029521191,0.029457377,0.029255938,0.028942846,0.028968021,0.028531188,0.028386656,0.028186006,0.02799434,0.028023789,0.027954273,0.027951807,Idaho Springs,39.792519,-105.49127
52,2023-06-05 10:00:00+00:00,0.022453858,0.019,0.02426182,0.025072537,0.025503945,0.025216883,0.027564952,0.028116627,0.029604355,0.030168163,0.02964961,0.029847372,0.029145895,0.029123234,0.029331809,0.029274346,0.029092608,0.028807154,0.028830288,0.028422622,0.028283374,0.02808463,0.027884983,0.027916264,0.027854696,Idaho Springs,39.792519,-105.49127
53,2023-06-05 11:00:00+00:00,0.02027788,0.021,0.023255792,0.024712162,0.025410052,0.02577249,0.025541864,0.027452052,0.027907535,0.029193731,0.0296973,0.029217767,0.029404756,0.028726678,0.028703919,0.028915627,0.02885723,0.028670665,0.028373243,0.02839749,0.027970457,0.027820729,0.027608292,0.027398992,0.027420703,Idaho Springs,39.792519,-105.49127
54,2023-06-05 12:00:00+00:00,0.022415666,0.026,0.021764893,0.024028305,0.025200756,0.0257587,0.02604038,0.02585598,0.027432049,0.027830608,0.029012637,0.029494135,0.029024964,0.029210012,0.028536018,0.028512388,0.028733421,0.028672703,0.02847867,0.02817087,0.028195707,0.02776959,0.027619619,0.027416145,0.027270095,Idaho Springs,39.792519,-105.49127
55,2023-06-05 13:00:00+00:00,0.025493136,0.027000000000000003,0.022233102,0.021752685,0.023486,0.024404483,0.024841396,0.025071848,0.024917116,0.026304804,0.026666977,0.027773788,0.02823395,0.027786076,0.027960999,0.027335644,0.02731443,0.027507965,0.027455818,0.027295504,0.027052322,0.027071467,0.026744014,0.026627962,0.02645373,Idaho Springs,39.792519,-105.49127
56,2023-06-05 14:00:00+00:00,0.027676448,0.04,0.026288353,0.023988923,0.02364736,0.024913931,0.025595939,0.025936762,0.026117686,0.025995716,0.02708072,0.027363865,0.028226567,0.02859143,0.028238157,0.028375652,0.027886512,0.027872367,0.027992662,0.027961459,0.027872879,0.027743945,0.027754674,0.027535588,0.027418675,Idaho Springs,39.792519,-105.49127
57,2023-06-05 15:00:00+00:00,0.044006716,0.053000000000000005,0.031593002,0.03064213,0.0291488,0.028933289,0.029719995,0.030169321,0.030391317,0.030508118,0.030433206,0.031087425,0.031260315,0.03179744,0.032037906,0.03179425,0.03189442,0.03151019,0.03150088,0.031577345,0.03155705,0.03149713,0.03139231,0.031402636,0.031086493,Idaho Springs,39.792519,-105.49127
58,2023-06-05 16:00:00+00:00,0.05314689,0.048,0.043265905,0.033767313,0.033067364,0.031983644,0.031834826,0.032406546,0.03272178,0.03287334,0.03294952,0.03290286,0.033308897,0.03342287,0.03380139,0.03398566,0.03378177,0.033872742,0.033489972,0.033479773,0.033573374,0.03354662,0.033457916,0.033295106,0.033311382,Idaho Springs,39.792519,-105.49127
59,2023-06-05 17:00:00+00:00,0.045133255,0.04900000000000001,0.050969,0.042716295,0.03482686,0.034282535,0.03345957,0.033341385,0.033772875,0.034008,0.03411473,0.034167003,0.034135867,0.03442014,0.034508996,0.03483536,0.03500689,0.03480423,0.03489895,0.03448317,0.03447049,0.03459503,0.034558725,0.034436833,0.034222726,Idaho Springs,39.792519,-105.49127
60,2023-06-05 18:00:00+00:00,0.048968475,0.053000000000000005,0.04470932,0.049646072,0.042459276,0.036306858,0.03590998,0.03531435,0.035235837,0.035517003,0.035660665,0.035722382,0.035751037,0.035734672,0.035904728,0.035970036,0.0362457,0.036403313,0.036206774,0.036301654,0.035873774,0.03585951,0.036004115,0.03596193,0.035822302,Idaho Springs,39.792519,-105.49127
61,2023-06-05 19:00:00+00:00,0.05156866,0.058,0.04694752,0.04329507,0.047656555,0.0419896,0.037397135,0.0371071,0.03670664,0.03665603,0.036816932,0.036896884,0.036927253,0.036940522,0.036933333,0.037036117,0.037087914,0.03733484,0.037483755,0.037292443,0.037386253,0.036958557,0.03694346,0.03709807,0.037053373,Idaho Springs,39.792519,-105.49127
62,2023-06-05 20:00:00+00:00,0.056652963,0.056,0.049423434,0.045406394,0.04210098,0.045537192,0.041266307,0.037841823,0.03764295,0.037372343,0.037343267,0.037428524,0.037467144,0.03747977,0.037485097,0.037481878,0.037559826,0.037606742,0.037842374,0.037985727,0.037800845,0.037891373,0.03748052,0.03746555,0.037617866,Idaho Springs,39.792519,-105.49127
63,2023-06-05 21:00:00+00:00,0.051811006,0.05,0.052517235,0.046409927,0.042915784,0.040348265,0.042914134,0.039686523,0.03720966,0.037070513,0.036898382,0.036881775,0.036921542,0.03694003,0.03694537,0.036948375,0.0369456,0.037023358,0.037069142,0.03729554,0.037430596,0.037258655,0.037341945,0.03696929,0.0369556,Idaho Springs,39.792519,-105.49127
64,2023-06-05 22:00:00+00:00,0.045987673,0.048,0.047829337,0.04840302,0.04320481,0.04055325,0.03868294,0.04059558,0.038209837,0.036394656,0.03629996,0.036182467,0.036172476,0.036196757,0.036210336,0.03621611,0.03622061,0.036216013,0.036308102,0.03635434,0.03656923,0.036692206,0.036539566,0.036612086,0.036294505,Idaho Springs,39.792519,-105.49127
