,date,preds_0_East Plains,actual,preds_1_East Plains,preds_2_East Plains,preds_3_East Plains,preds_4_East Plains,preds_5_East Plains,preds_6_East Plains,preds_7_East Plains,preds_8_East Plains,preds_9_East Plains,preds_10_East Plains,preds_11_East Plains,preds_12_East Plains,preds_13_East Plains,preds_14_East Plains,preds_15_East Plains,preds_16_East Plains,preds_17_East Plains,preds_18_East Plains,preds_19_East Plains,preds_20_East Plains,preds_21_East Plains,preds_22_East Plains,preds_23_East Plains,site_name,lat,lon
10,2023-06-03 16:00:00+00:00,0.04445948,0.046,0.046072714,0.045862857,0.045630705,0.042824965,0.044846073,0.045376223,0.04544051,0.04560716,0.04390637,0.043135293,0.042609487,0.042495076,0.041692637,0.042455982,0.04049301,0.040364213,0.04000886,0.039167985,0.03911102,0.03881736,0.038281806,0.037753124,0.037837554,East Plains,39.638522,-104.569335
11,2023-06-03 17:00:00+00:00,0.04710143,0.051,0.04560328,0.04679105,0.046628334,0.046445463,0.04437183,0.04583704,0.046214577,0.046261583,0.04638983,0.045014374,0.044359867,0.043884777,0.043775257,0.042984843,0.04375028,0.041769248,0.041638613,0.041270584,0.040365644,0.040302753,0.039980434,0.039388224,0.038802426,East Plains,39.638522,-104.569335
12,2023-06-03 18:00:00+00:00,0.050427552,0.056,0.046631545,0.045527637,0.046466332,0.046337716,0.046202622,0.044720054,0.04569639,0.04595383,0.045987472,0.046086583,0.044954643,0.044393096,0.043963253,0.04386031,0.04310531,0.043841418,0.041933704,0.041807868,0.041448742,0.04054181,0.040477734,0.04015164,0.039554883,East Plains,39.638522,-104.569335
13,2023-06-03 19:00:00+00:00,0.053672615,0.056999999999999995,0.048030887,0.045047693,0.044128574,0.044915553,0.044813048,0.04470673,0.04361221,0.0443054,0.044498507,0.044525795,0.044613432,0.043563176,0.043026928,0.042606484,0.04250447,0.041755773,0.04248393,0.040604416,0.040480785,0.04012679,0.039219722,0.039155215,0.03883165,East Plains,39.638522,-104.569335
14,2023-06-03 20:00:00+00:00,0.05387877,0.06,0.050540343,0.046173614,0.043683354,0.042915195,0.043542527,0.043461293,0.043379817,0.042572424,0.04307284,0.04322867,0.04325304,0.04333654,0.042303193,0.04177029,0.04135171,0.041251063,0.040519502,0.041223545,0.039419368,0.03930132,0.038964406,0.03809522,0.03803375,East Plains,39.638522,-104.569335
15,2023-06-03 21:00:00+00:00,0.056045078,0.059,0.04987401,0.047302052,0.043682963,0.041550156,0.04091281,0.041432463,0.04136618,0.04130029,0.04065915,0.041063454,0.041206542,0.041230604,0.04131596,0.040248975,0.039697982,0.039270204,0.03916912,0.03844463,0.03913336,0.037383948,0.03727018,0.03694764,0.03611683,East Plains,39.638522,-104.569335
16,2023-06-03 22:00:00+00:00,0.054685228,0.06,0.051680077,0.04691848,0.044794325,0.041728556,0.03995503,0.039424926,0.03985167,0.03979687,0.03974168,0.03919209,0.039569978,0.039717577,0.039743427,0.039835125,0.03869192,0.0381051,0.037659083,0.037556536,0.036835633,0.037510134,0.035815887,0.035706587,0.035400577,East Plains,39.638522,-104.569335
17,2023-06-03 23:00:00+00:00,0.05605395,0.061000000000000006,0.05059784,0.048296858,0.04436023,0.042566426,0.040046066,0.03858853,0.0381588,0.038502984,0.03845771,0.038410492,0.03790242,0.03829406,0.038456306,0.03848493,0.038584955,0.037347894,0.036715906,0.036247134,0.03614276,0.03542585,0.03608405,0.03445367,0.03434969,East Plains,39.638522,-104.569335
18,2023-06-04 00:00:00+00:00,0.055992253,0.056,0.051006325,0.046914455,0.045045424,0.04176861,0.04030659,0.038246933,0.037063584,0.03671916,0.03699627,0.036958735,0.036917422,0.036438737,0.036844313,0.037015166,0.03704524,0.037148718,0.035871603,0.035217248,0.034739085,0.034635346,0.0339373,0.03456605,0.03303219,East Plains,39.638522,-104.569335
19,2023-06-04 01:00:00+00:00,0.049350478,0.05,0.049342345,0.04578259,0.042490985,0.04095405,0.0382912,0.037090495,0.035399582,0.034436926,0.034158416,0.03438485,0.03435248,0.034314867,0.033842452,0.034264784,0.034441225,0.034471817,0.034575254,0.033302017,0.032646842,0.03217302,0.032072347,0.031407874,0.031994782,East Plains,39.638522,-104.569335
20,2023-06-04 02:00:00+00:00,0.04338115,0.05,0.042711616,0.042705715,0.040023502,0.03744415,0.03625513,0.034136426,0.03318065,0.031833515,0.031074123,0.03085594,0.031039093,0.03101122,0.030976601,0.030512672,0.030942213,0.031117465,0.031147307,0.031246303,0.030031305,0.029404538,0.028955674,0.028862141,0.028258013,East Plains,39.638522,-104.569335
21,2023-06-04 03:00:00+00:00,0.04448993,0.045,0.038038075,0.03754471,0.037539925,0.03530228,0.03319679,0.032201935,0.030433903,0.029636443,0.028519377,0.027898895,0.02772181,0.027873578,0.02784924,0.027817812,0.027378041,0.027791401,0.027958097,0.02798618,0.028078426,0.026945086,0.02635757,0.02593917,0.025853233,East Plains,39.638522,-104.569335
22,2023-06-04 04:00:00+00:00,0.039776154,0.048,0.039267637,0.034350608,0.033938967,0.03393484,0.032033436,0.030213818,0.029359892,0.027834058,0.027153444,0.026207482,0.025690747,0.02554481,0.025672661,0.025651267,0.025622644,0.025209164,0.025603084,0.025760464,0.0257868,0.025872754,0.024813335,0.024261255,0.023870198,East Plains,39.638522,-104.569335
23,2023-06-04 05:00:00+00:00,0.044048294,0.043,0.036054883,0.035657093,0.031439777,0.031080233,0.031076724,0.029420882,0.02786095,0.027127448,0.025824007,0.025247883,0.024453167,0.02402574,0.023905698,0.024013255,0.023994444,0.023968527,0.023582762,0.023953034,0.02409943,0.024123756,0.024202796,0.023225186,0.0227139,East Plains,39.638522,-104.569335
24,2023-06-04 06:00:00+00:00,0.03836625,0.044,0.039407685,0.03309968,0.03275938,0.029069735,0.028763192,0.028760143,0.027319122,0.025966285,0.025336197,0.02422127,0.023733925,0.023067357,0.022713335,0.022614405,0.022705512,0.022688925,0.022665415,0.022306489,0.022652768,0.02278814,0.022810532,0.022883242,0.021980403,East Plains,39.638522,-104.569335
25,2023-06-04 07:00:00+00:00,0.04066024,0.039,0.03517968,0.036016755,0.030490981,0.03019094,0.027022677,0.026755566,0.026752908,0.025477927,0.024297472,0.023752462,0.02279256,0.022377953,0.021813802,0.021517629,0.021434769,0.021513272,0.0214984,0.021476794,0.02113931,0.02146534,0.021591498,0.021612355,0.02168031,East Plains,39.638522,-104.569335
26,2023-06-04 08:00:00+00:00,0.035481017,0.038,0.03712609,0.032676257,0.033411454,0.028496934,0.028238492,0.025476914,0.025244445,0.025242096,0.024103492,0.023062557,0.022587476,0.021755371,0.021399675,0.020918222,0.020667009,0.020596417,0.020665457,0.020651927,0.020631835,0.020312192,0.02062155,0.02074035,0.020760057,East Plains,39.638522,-104.569335
27,2023-06-04 09:00:00+00:00,0.035670888,0.04,0.033232775,0.03456913,0.030616151,0.031270474,0.027031286,0.026806643,0.024410972,0.024207208,0.02420513,0.023181017,0.022258563,0.02184341,0.02111971,0.02081392,0.020401211,0.020186588,0.020125607,0.020186989,0.020174634,0.020155963,0.019853855,0.020147866,0.020259622,East Plains,39.638522,-104.569335
28,2023-06-04 10:00:00+00:00,0.03763917,0.044,0.033416443,0.031482793,0.03264444,0.029119272,0.029684518,0.025984682,0.025788788,0.023674065,0.02349322,0.02349135,0.022558559,0.021731567,0.021365212,0.02073183,0.020467112,0.020111559,0.019926485,0.019873211,0.019928304,0.019916985,0.019899584,0.019613085,0.019893898,East Plains,39.638522,-104.569335
29,2023-06-04 11:00:00+00:00,0.041236788,0.045,0.034954708,0.03157257,0.029897764,0.030931704,0.027862595,0.028359214,0.025112962,0.024939258,0.023053331,0.022891248,0.022889553,0.022032967,0.021290056,0.020968694,0.020419065,0.020193364,0.019891854,0.019734886,0.019688899,0.01973825,0.019727778,0.019711232,0.0194285,East Plains,39.638522,-104.569335
30,2023-06-04 12:00:00+00:00,0.042357843,0.045,0.038583975,0.033696756,0.030880932,0.029431906,0.030305326,0.027695775,0.028115941,0.025350207,0.025202334,0.023590399,0.023452044,0.023450576,0.02269271,0.022059044,0.021793403,0.021343503,0.021162858,0.020920169,0.020792253,0.020753015,0.020798212,0.02078804,0.020770181,East Plains,39.638522,-104.569335
31,2023-06-04 13:00:00+00:00,0.04284209,0.051,0.040231407,0.03731725,0.033297677,0.030905074,0.02969986,0.030426806,0.028287059,0.028631687,0.02637649,0.026256684,0.02494933,0.024837537,0.024836319,0.024181148,0.023656946,0.023443317,0.023078017,0.022932632,0.022727655,0.02261451,0.022576103,0.022623772,0.022611523,East Plains,39.638522,-104.569335
32,2023-06-04 14:00:00+00:00,0.049797405,0.051,0.041781496,0.039828505,0.037500337,0.034171406,0.032248873,0.0312883,0.03185288,0.03020711,0.030469032,0.028766256,0.02867648,0.027687116,0.027601968,0.027600998,0.027040571,0.026602196,0.026421651,0.026098493,0.025963968,0.025757352,0.025634516,0.025588548,0.025651326,East Plains,39.638522,-104.569335
33,2023-06-04 15:00:00+00:00,0.048952464,0.054,0.047735337,0.041806255,0.040272117,0.038382504,0.035777275,0.034298036,0.03358871,0.033999372,0.032816317,0.03300389,0.0317779,0.031712685,0.03097031,0.03090452,0.030903721,0.030406898,0.030006893,0.029832276,0.029500725,0.029352777,0.029112978,0.028964913,0.028905341,East Plains,39.638522,-104.569335
34,2023-06-04 16:00:00+00:00,0.052682336,0.052,0.0477094,0.046814915,0.042122584,0.040885806,0.03942298,0.037437998,0.03636453,0.03586425,0.036150116,0.03531861,0.03545282,0.034547485,0.034497533,0.03389916,0.033843555,0.03384284,0.03337862,0.032981776,0.03279679,0.0324344,0.03226547,0.031991836,0.031819083,East Plains,39.638522,-104.569335
35,2023-06-04 17:00:00+00:00,0.049587872,0.052,0.05025751,0.046606183,0.04589775,0.04204586,0.041075047,0.039937224,0.038456768,0.037682336,0.037332088,0.03753307,0.03693054,0.0370312,0.036320616,0.036279745,0.03576709,0.035717625,0.035716966,0.035282463,0.03489444,0.034706634,0.034335703,0.034161214,0.033880837,East Plains,39.638522,-104.569335
36,2023-06-04 18:00:00+00:00,0.050586082,0.051,0.048165668,0.048674937,0.045716647,0.045126744,0.04205324,0.041288603,0.04042403,0.03933196,0.038783163,0.03853864,0.03868431,0.038218584,0.038301338,0.037683394,0.037646208,0.037162658,0.037114557,0.037113905,0.036686793,0.0362893,0.03609248,0.035708178,0.035528928,East Plains,39.638522,-104.569335
37,2023-06-04 19:00:00+00:00,0.048364386,0.053000000000000005,0.04795324,0.046093483,0.046513688,0.044016078,0.043539744,0.041081753,0.040493794,0.039844323,0.039054096,0.038673624,0.038504772,0.038612034,0.03823722,0.03830838,0.03774768,0.037712693,0.03724596,0.03719851,0.03719787,0.03677957,0.03637906,0.03617972,0.035797805,East Plains,39.638522,-104.569335
38,2023-06-04 20:00:00+00:00,0.050687466,0.056,0.046124704,0.045812067,0.044266697,0.044620138,0.04259362,0.04220928,0.04028163,0.039833006,0.039346084,0.0387683,0.038495935,0.03837163,0.03845927,0.03812552,0.038192406,0.03764892,0.037614375,0.037150867,0.037103366,0.037102725,0.036696915,0.036303677,0.036110014,East Plains,39.638522,-104.569335
39,2023-06-04 21:00:00+00:00,0.052608836,0.052,0.047286563,0.04385752,0.043600034,0.042298686,0.0425844,0.040941115,0.040635332,0.03912562,0.038782734,0.03841142,0.037969634,0.03775876,0.037654903,0.037735783,0.03740992,0.037476864,0.036928467,0.03689357,0.036428917,0.03638147,0.036380842,0.035992507,0.0356165,East Plains,39.638522,-104.569335
40,2023-06-04 22:00:00+00:00,0.048063133,0.05500000000000001,0.048668176,0.04461981,0.04175636,0.0415356,0.040451147,0.04068957,0.03932879,0.039077606,0.0378457,0.03756886,0.037259646,0.03687693,0.03668029,0.036574196,0.036661167,0.03630926,0.036381245,0.035799805,0.035763267,0.035286445,0.035238426,0.03523781,0.03486472,East Plains,39.638522,-104.569335
41,2023-06-04 23:00:00+00:00,0.051930636,0.054,0.04521339,0.04566755,0.042316455,0.039863598,0.039680075,0.03877569,0.038972765,0.037845537,0.037637856,0.03661912,0.036386948,0.036114495,0.035751026,0.035545964,0.03542633,0.035524976,0.035133023,0.035211794,0.03458908,0.034550704,0.034062855,0.03401483,0.034014232,East Plains,39.638522,-104.569335
42,2023-06-05 00:00:00+00:00,0.049797054,0.05500000000000001,0.047747824,0.042737726,0.043111607,0.04026199,0.03823081,0.038078684,0.037335094,0.03749626,0.03656463,0.03639308,0.035536293,0.03533653,0.03508556,0.034724258,0.034501657,0.03436551,0.034476425,0.034045566,0.034130614,0.033472132,0.03343233,0.032940533,0.03289341,East Plains,39.638522,-104.569335
43,2023-06-05 01:00:00+00:00,0.04984322,0.052,0.044562835,0.043096587,0.03898447,0.039298613,0.036961712,0.035286073,0.035161767,0.034554183,0.03468674,0.033907384,0.03376144,0.03301349,0.03283142,0.032588862,0.032217056,0.03197538,0.03182495,0.031944536,0.031490464,0.031578533,0.030909067,0.030869337,0.030391784,East Plains,39.638522,-104.569335
44,2023-06-05 02:00:00+00:00,0.0451442,0.043,0.042937476,0.039220616,0.03812886,0.03489311,0.035136003,0.033287793,0.031979468,0.03188241,0.031405,0.03151031,0.030870676,0.030748844,0.03010071,0.029937135,0.029708717,0.02934505,0.029100835,0.028948264,0.029066771,0.028625118,0.028709536,0.028078316,0.028041558,East Plains,39.638522,-104.569335
45,2023-06-05 03:00:00+00:00,0.037270095,0.043,0.03938878,0.037763692,0.034750592,0.033841975,0.031223489,0.03142433,0.02991617,0.028856773,0.028779114,0.028395632,0.028481249,0.027947586,0.027844029,0.027277203,0.027129222,0.026915383,0.026564127,0.02632255,0.02617084,0.026286868,0.025859877,0.02594054,0.025346663,East Plains,39.638522,-104.569335
46,2023-06-05 04:00:00+00:00,0.039382514,0.033,0.0339143,0.035480723,0.034139182,0.031536642,0.030770244,0.028538248,0.028706409,0.027442511,0.02657579,0.026512904,0.026201893,0.026272021,0.025821976,0.025733242,0.025231775,0.025096767,0.024895301,0.024555603,0.024317054,0.024166673,0.024280304,0.02386706,0.023944184,East Plains,39.638522,-104.569335
47,2023-06-05 05:00:00+00:00,0.028839467,0.031000000000000003,0.03501787,0.030894428,0.032206163,0.031043332,0.028845562,0.028184079,0.026314372,0.02645517,0.025410414,0.024709044,0.024658823,0.024409674,0.024466727,0.024088904,0.024012825,0.02356869,0.023445109,0.023255702,0.022928892,0.022695526,0.022547951,0.022658212,0.022262167,East Plains,39.638522,-104.569335
48,2023-06-05 06:00:00+00:00,0.029157957,0.034,0.027193513,0.03187796,0.028333446,0.02948074,0.028491149,0.026572287,0.02599906,0.024395477,0.024514256,0.023638805,0.023066258,0.023025768,0.022823347,0.022870522,0.022546073,0.02247931,0.022075616,0.02195985,0.021778515,0.02145988,0.02122898,0.021082593,0.021190843,East Plains,39.638522,-104.569335
49,2023-06-05 07:00:00+00:00,0.03135086,0.03,0.026870009,0.02538487,0.029393172,0.026267687,0.02724785,0.026387488,0.024722211,0.024219118,0.022845833,0.022946209,0.02221266,0.021746527,0.02171389,0.0215492,0.021588525,0.021307036,0.021247676,0.020876206,0.020766605,0.02059203,0.02027987,0.020050265,0.019904222,East Plains,39.638522,-104.569335
50,2023-06-05 08:00:00+00:00,0.027437136,0.037,0.028691906,0.025240635,0.023957834,0.027488617,0.02481451,0.025665425,0.024920264,0.023456743,0.023013275,0.021825695,0.021910995,0.021292679,0.020910688,0.020884225,0.020748794,0.020781944,0.020534646,0.020481288,0.020136388,0.020032119,0.019863728,0.019557547,0.019329326,East Plains,39.638522,-104.569335
51,2023-06-05 09:00:00+00:00,0.034969095,0.035,0.026145354,0.027101286,0.02414076,0.023005158,0.026035741,0.023711745,0.024449073,0.023794046,0.022497658,0.022101728,0.021062244,0.021135604,0.020606507,0.020288143,0.02026618,0.020152122,0.020180816,0.019959122,0.019910218,0.019585809,0.019485457,0.019321904,0.019021671,East Plains,39.638522,-104.569335
52,2023-06-05 10:00:00+00:00,0.032194007,0.031999999999999994,0.03216401,0.0253709,0.026177581,0.023592642,0.022622803,0.025232505,0.023238674,0.02388006,0.023303948,0.022150422,0.021795254,0.020880135,0.020943569,0.020487934,0.020219645,0.02020112,0.020102998,0.020128395,0.019925686,0.01988004,0.019570014,0.01947189,0.019311236,East Plains,39.638522,-104.569335
53,2023-06-05 11:00:00+00:00,0.03026402,0.036,0.030446308,0.030422976,0.024652433,0.025360797,0.023145381,0.022306712,0.02454715,0.022812689,0.023373812,0.02286181,0.021826597,0.021505132,0.020694945,0.020749658,0.02035794,0.020134335,0.020118838,0.020034544,0.020057213,0.019868838,0.01982528,0.019519392,0.019418107,East Plains,39.638522,-104.569335
54,2023-06-05 12:00:00+00:00,0.03490923,0.027000000000000003,0.029536355,0.029670324,0.029651338,0.02469245,0.025288109,0.023421055,0.022727618,0.02459096,0.023140362,0.023611361,0.023174351,0.022280715,0.021999579,0.02131409,0.021358505,0.021042418,0.020871952,0.02086013,0.02079188,0.020811507,0.020636162,0.020593477,0.020258559,East Plains,39.638522,-104.569335
55,2023-06-05 13:00:00+00:00,0.026358621,0.034,0.033784714,0.02991502,0.030020125,0.030004354,0.025933627,0.02642171,0.024935067,0.024393588,0.025842598,0.024703668,0.025073346,0.024721008,0.023982884,0.02374397,0.023180215,0.02321498,0.022964666,0.022837183,0.022827996,0.022768896,0.02278762,0.022606755,0.022554988,East Plains,39.638522,-104.569335
56,2023-06-05 14:00:00+00:00,0.03739812,0.051,0.03022627,0.035372756,0.032450832,0.032534562,0.03252229,0.029391194,0.029749285,0.028686183,0.02831605,0.029314669,0.02850628,0.028772622,0.028502902,0.027905485,0.027699955,0.027211174,0.027241433,0.027009,0.026880395,0.026870191,0.026800225,0.026822666,0.026590146,East Plains,39.638522,-104.569335
57,2023-06-05 15:00:00+00:00,0.053200394,0.053000000000000005,0.039341155,0.03424894,0.038113795,0.03583344,0.035895906,0.035886906,0.03372895,0.033961765,0.0332939,0.03307288,0.033699125,0.033147205,0.033339813,0.03312423,0.03260689,0.03241536,0.031926062,0.031959005,0.031684324,0.03150585,0.031490915,0.03139369,0.031424448,East Plains,39.638522,-104.569335
58,2023-06-05 16:00:00+00:00,0.052059475,0.05500000000000001,0.05228826,0.041746363,0.037812077,0.040807474,0.0391486,0.03919208,0.039186176,0.03787678,0.03800452,0.03764386,0.03752903,0.037914842,0.03750756,0.03766588,0.037468374,0.036961503,0.03676336,0.03620681,0.03624818,0.03588916,0.035631556,0.03561012,0.03547813,East Plains,39.638522,-104.569335
59,2023-06-05 17:00:00+00:00,0.054432962,0.056,0.051270038,0.051449522,0.04298565,0.039951984,0.042100143,0.040978767,0.041004788,0.041001502,0.040391564,0.04043609,0.04030806,0.04026979,0.04049226,0.040179,0.04031717,0.0401296,0.039627396,0.039424784,0.03881236,0.038860805,0.03843637,0.0381202,0.038094245,East Plains,39.638522,-104.569335
60,2023-06-05 18:00:00+00:00,0.05388399,0.056,0.05205983,0.04951122,0.04965648,0.043102443,0.04086546,0.04236673,0.04165989,0.041673724,0.041672163,0.041497935,0.041494597,0.041491464,0.041489944,0.041642405,0.04136421,0.04149671,0.041311316,0.040809777,0.040605925,0.039962836,0.04001522,0.039560296,0.039219152,East Plains,39.638522,-104.569335
61,2023-06-05 19:00:00+00:00,0.05253956,0.05500000000000001,0.050180662,0.0486661,0.046461128,0.04657671,0.041609548,0.03995973,0.040967584,0.04053647,0.040542684,0.040542133,0.04059721,0.040570498,0.040619317,0.040630255,0.04076763,0.040493026,0.040627,0.040440753,0.039940026,0.039737627,0.03908486,0.039138623,0.03867921,East Plains,39.638522,-104.569335
62,2023-06-05 20:00:00+00:00,0.05139251,0.056,0.048574142,0.04663465,0.045320664,0.043503854,0.04359675,0.039685424,0.038458828,0.03914362,0.03887048,0.038872797,0.03887263,0.03899076,0.03896215,0.03900154,0.03900316,0.03917617,0.038871266,0.03901578,0.03882203,0.038312264,0.038109895,0.037455842,0.037509535,East Plains,39.638522,-104.569335
63,2023-06-05 21:00:00+00:00,0.05236356,0.05500000000000001,0.0471967,0.04487466,0.043152068,0.04205677,0.040575285,0.04065198,0.037486915,0.036551178,0.037049387,0.036847446,0.036849093,0.03684884,0.036892746,0.03687847,0.036859274,0.03683474,0.03708261,0.036722578,0.03688417,0.036678594,0.03615403,0.035951562,0.035307016,East Plains,39.638522,-104.569335
64,2023-06-05 22:00:00+00:00,0.05058338,0.052,0.04765907,0.043434087,0.041367423,0.039911762,0.03899456,0.037741724,0.037807766,0.035145108,0.034378886,0.034779817,0.034577284,0.034580287,0.034579597,0.034456767,0.03446912,0.03435438,0.034289915,0.034646373,0.034207467,0.034392614,0.03417036,0.033624295,0.03342074,East Plains,39.638522,-104.569335
65,2023-06-05 23:00:00+00:00,0.04795639,0.04900000000000001,0.0466164,0.04441879,0.040877152,0.039205037,0.038032778,0.03727717,0.036230266,0.03628599,0.034032404,0.033407778,0.03375845,0.03354932,0.033553977,0.03355291,0.033277944,0.033314154,0.033119034,0.033022378,0.033451777,0.032974266,0.03316627,0.03294682,0.03242606,East Plains,39.638522,-104.569335
66,2023-06-06 00:00:00+00:00,0.046106383,0.05,0.04516466,0.044214953,0.042489965,0.03967552,0.038351838,0.037398387,0.03677082,0.035897803,0.03594528,0.034054734,0.03353452,0.033836376,0.033623323,0.033629,0.03362769,0.033247583,0.033301365,0.03304817,0.032927997,0.03340319,0.03291109,0.03310115,0.032893606,East Plains,39.638522,-104.569335
67,2023-06-06 01:00:00+00:00,0.04576028,0.048,0.042083435,0.041443583,0.040699933,0.03929713,0.037033357,0.035939485,0.03514134,0.034611564,0.03386496,0.03390592,0.03225361,0.031801023,0.032093227,0.031867612,0.031874463,0.031872936,0.031407736,0.031474836,0.03118024,0.031044114,0.03154273,0.0310532,0.031235816,East Plains,39.638522,-104.569335
68,2023-06-06 02:00:00+00:00,0.042415094,0.042,0.040251482,0.03777388,0.037308868,0.03673591,0.035645578,0.03387443,0.033007417,0.032374546,0.03194698,0.03134288,0.031376913,0.02998955,0.029592328,0.029873649,0.029638145,0.02964577,0.02964413,0.029132385,0.029206589,0.028896157,0.028755806,0.029240204,0.028786032,East Plains,39.638522,-104.569335
69,2023-06-06 03:00:00+00:00,0.037092526,0.035,0.03748861,0.035971828,0.03402036,0.03364046,0.033179678,0.03228468,0.0308414,0.030135985,0.02962203,0.029273836,0.028779501,0.028807722,0.027638912,0.027297094,0.027562292,0.027330263,0.027338156,0.027336491,0.026808048,0.026885128,0.026571508,0.026431773,0.026893662,East Plains,39.638522,-104.569335
70,2023-06-06 04:00:00+00:00,0.031744774,0.039,0.033657756,0.033942185,0.03271856,0.031059943,0.030743776,0.030355403,0.029600963,0.028405454,0.027823642,0.027404506,0.027119152,0.026714543,0.026738036,0.025754293,0.025456123,0.02570361,0.02547742,0.025485363,0.025483707,0.024950625,0.025028884,0.024716748,0.024579387,East Plains,39.638522,-104.569335
71,2023-06-06 05:00:00+00:00,0.03613485,0.036,0.02947575,0.030854486,0.03108856,0.030043587,0.028658653,0.028388383,0.028061805,0.027427081,0.026445618,0.025974406,0.025639258,0.025411008,0.02508685,0.025106002,0.024287622,0.024030145,0.024261074,0.024043083,0.024050957,0.024049329,0.023517845,0.02359636,0.023288885,East Plains,39.638522,-104.569335
72,2023-06-06 06:00:00+00:00,0.032165367,0.041,0.03229192,0.027367737,0.028524496,0.028727088,0.027845796,0.026642777,0.02640983,0.026129251,0.025590338,0.024784029,0.024403313,0.024137808,0.023956534,0.023698892,0.023714485,0.023031395,0.022804907,0.023022216,0.022811733,0.0228195,0.022817904,0.02228815,0.02236679,East Plains,39.638522,-104.569335
