,date,preds_0_Highlands Ranch,actual,preds_1_Highlands Ranch,preds_2_Highlands Ranch,preds_3_Highlands Ranch,preds_4_Highlands Ranch,preds_5_Highlands Ranch,preds_6_Highlands Ranch,preds_7_Highlands Ranch,preds_8_Highlands Ranch,preds_9_Highlands Ranch,preds_10_Highlands Ranch,preds_11_Highlands Ranch,preds_12_Highlands Ranch,preds_13_Highlands Ranch,preds_14_Highlands Ranch,preds_15_Highlands Ranch,preds_16_Highlands Ranch,preds_17_Highlands Ranch,preds_18_Highlands Ranch,preds_19_Highlands Ranch,preds_20_Highlands Ranch,preds_21_Highlands Ranch,preds_22_Highlands Ranch,preds_23_Highlands Ranch,site_name,lat,lon
55,2023-05-05 06:00:00+00:00,0.031472865,0.037,0.033194516,0.03347906,0.034359194,0.033759777,0.032609437,0.03160219,0.030079275,0.029944992,0.030258095,0.02952103,0.029017614,0.028535318,0.028147373,0.027883744,0.027757308,0.027659904,0.027612356,0.027697328,0.027599791,0.027764795,0.0279079,0.027736435,0.02747369,Highlands Ranch,39.567887,-104.957193
56,2023-05-05 07:00:00+00:00,0.03491933,0.023,0.029795913,0.031219235,0.031450514,0.032201953,0.0316859,0.030686244,0.029794011,0.028411727,0.02828742,0.028582972,0.027875878,0.027387949,0.02692264,0.026545526,0.02629136,0.026170213,0.02607814,0.026032967,0.02611361,0.026024714,0.026171574,0.02629381,0.026156304,Highlands Ranch,39.567887,-104.957193
57,2023-05-05 08:00:00+00:00,0.02081469,0.024000000000000004,0.032135874,0.02779554,0.028951664,0.029148282,0.029791992,0.029345784,0.028466912,0.02766082,0.026381925,0.026265223,0.026547814,0.025864124,0.02539204,0.024948956,0.024589192,0.024349838,0.024236197,0.024149753,0.024105592,0.024185691,0.024103515,0.02422792,0.024320858,Highlands Ranch,39.567887,-104.957193
58,2023-05-05 09:00:00+00:00,0.022872133,0.026,0.019955609,0.029440204,0.025805714,0.026801696,0.02697122,0.027529575,0.027137207,0.02634628,0.025602717,0.024402719,0.02429267,0.024561394,0.023911983,0.023469083,0.023063693,0.022737578,0.022524374,0.022423245,0.022344388,0.022301007,0.022381488,0.022306643,0.022401722,Highlands Ranch,39.567887,-104.957193
59,2023-05-05 10:00:00+00:00,0.024309093,0.031999999999999994,0.021374235,0.019011356,0.026739202,0.023580087,0.02444262,0.024590021,0.025080116,0.024728384,0.024003455,0.023310168,0.022187322,0.022085976,0.02233184,0.02174998,0.021364415,0.021023804,0.020758174,0.020588785,0.020508401,0.020442015,0.02040151,0.020480279,0.02041136,Highlands Ranch,39.567887,-104.957193
60,2023-05-05 11:00:00+00:00,0.029237589,0.035,0.021934215,0.019569552,0.01771292,0.024217974,0.021517854,0.022258269,0.022385588,0.02281635,0.02250013,0.021837503,0.021200225,0.020183291,0.02009585,0.020301523,0.019841509,0.019552866,0.019310515,0.01913592,0.019028451,0.018977292,0.018928811,0.018892394,0.018974464,Highlands Ranch,39.567887,-104.957193
61,2023-05-05 12:00:00+00:00,0.031994008,0.031000000000000003,0.026353324,0.020583343,0.018805526,0.017314231,0.022627102,0.020396397,0.021012463,0.02112005,0.021491311,0.021213349,0.020625167,0.020063644,0.019199573,0.019132758,0.019278284,0.018996166,0.01883997,0.018721463,0.018657288,0.01862107,0.018603005,0.018572453,0.018535681,Highlands Ranch,39.567887,-104.957193
62,2023-05-05 13:00:00+00:00,0.028567793,0.03,0.02953065,0.02504053,0.02075985,0.019364646,0.018173847,0.022460917,0.02065468,0.02116075,0.021250732,0.02156683,0.021326363,0.020815857,0.020336369,0.01963728,0.019592362,0.019674847,0.019571906,0.019540327,0.019528547,0.0195531,0.019569447,0.019570911,0.019540671,Highlands Ranch,39.567887,-104.957193
63,2023-05-05 14:00:00+00:00,0.031652287,0.037,0.03029317,0.03101867,0.027864732,0.024708504,0.023670511,0.022779595,0.025988026,0.024615072,0.025006292,0.02507726,0.025331704,0.025134997,0.02471483,0.024324642,0.023781193,0.023753304,0.02379187,0.023796163,0.023828458,0.023861242,0.023912648,0.02393708,0.023931444,Highlands Ranch,39.567887,-104.957193
64,2023-05-05 15:00:00+00:00,0.04047302,0.05,0.03522615,0.034201942,0.034699146,0.0324135,0.030117435,0.029368361,0.028739778,0.031019913,0.03001662,0.030306932,0.030360943,0.03055953,0.03040236,0.030060945,0.029740525,0.02929362,0.029272016,0.02930157,0.029302662,0.029319776,0.02932749,0.029345853,0.029340817,Highlands Ranch,39.567887,-104.957193
